   373 	  100 	  100 	 0.400 	 0.50234 	  15.56
   373 	  200 	   20 	 0.400 	 0.52531 	 208.48
   373 	  200 	   25 	 0.400 	 0.53097 	 208.48
   373 	  200 	   30 	 0.400 	 0.53667 	 208.48
   373 	  200 	   35 	 0.400 	 0.54167 	 208.48
   373 	  200 	   40 	 0.400 	 0.54631 	 208.48
   373 	  200 	   45 	 0.400 	 0.55094 	 208.48
   373 	  200 	   50 	 0.400 	 0.55522 	 208.48
   373 	  200 	   55 	 0.400 	 0.55914 	 208.48
   373 	  200 	   60 	 0.400 	 0.56278 	 208.48
   373 	  200 	   65 	 0.400 	 0.56447 	 208.48
   373 	  200 	   70 	 0.400 	 0.56539 	 208.48
   373 	  200 	   75 	 0.400 	 0.56250 	 208.48
   373 	  200 	   80 	 0.400 	 0.55700 	 208.48
   373 	  200 	   85 	 0.400 	 0.54747 	 208.48
   373 	  200 	   90 	 0.400 	 0.53237 	 208.48
   373 	  100 	  100 	 0.400 	 0.50234 	  14.22
