"","min","max","links","AUROC","AUPR","Acc","Recall","Pre","FPR","Fmeasure","AUROC0","AUPR0","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",5,20,752,0.443735208871741,0.0123877920532335,0.6788,0.130434782608696,0.011968085106383,0.305635540929659,0.0219244823386114,0.419305156057511,0.0158910319907459,0.6768,0.0625,0.00531914893617021,0.307060755336617,0.00980392156862745
"2",4,20,718,0.451246491517704,0.0142778092580293,0.6944,0.151515151515152,0.0139275766016713,0.290879211175021,0.0255102040816327,0.393725561039442,0.0125287867684675,0.6916,0.0508474576271186,0.00417827298050139,0.292912740680049,0.00772200772200772
"3",3,24,770,0.404741026337043,0.00886096375659857,0.6708,0.0923076923076923,0.00779220779220779,0.313757700205339,0.0143712574850299,0.394471424429423,0.0151137372829867,0.67,0.0634920634920635,0.00519480519480519,0.314320886335659,0.00960384153661465
"4",4,23,767,0.420980563357115,0.0123780451069738,0.674,0.147058823529412,0.0130378096479791,0.311266447368421,0.0239520958083832,0.370983060724738,0.0131564338638402,0.6708,0.0333333333333333,0.00260756192959583,0.313524590163934,0.00483675937122128
"5",4,24,789,0.427355310307514,0.0115062133181552,0.6652,0.125,0.0101394169835234,0.320607553366174,0.018757327080891,0.378071613269127,0.012038954549802,0.6624,0.0175438596491228,0.00126742712294043,0.322554236594351,0.00236406619385343
"6",5,21,752,0.451266500283198,0.0149138469341328,0.6804,0.149253731343284,0.0132978723404255,0.304973284011508,0.0244200244200244,0.401804470846421,0.024023934255317,0.6776,0.05,0.00398936170212766,0.306967213114754,0.00738916256157635
"7",4,21,739,0.432517890829696,0.013472756323272,0.6856,0.149253731343284,0.013531799729364,0.299630086313194,0.0248138957816377,0.40250470154654,0.0159331707809836,0.6844,0.109375,0.0094722598105548,0.300492610837438,0.0174346201743462
"8",2,22,788,0.439874903548358,0.0144083662834457,0.6684,0.184615384615385,0.0152284263959391,0.318685831622177,0.0281359906213365,0.376825926039374,0.0132475069077199,0.6652,0.0701754385964912,0.0050761421319797,0.320916905444126,0.00946745562130178
"9",4,24,809,0.532980054550507,0.0251450008305675,0.6684,0.338709677419355,0.0259579728059332,0.323215750615258,0.0482204362801378,0.398533146422948,0.0099758108955126,0.6608,0.0465116279069767,0.00247218788627936,0.328449328449328,0.00469483568075117
"10",4,25,836,0.45536649232443,0.0161620302470591,0.6536,0.25,0.0179425837320574,0.336475409836066,0.0334821428571429,0.434483439374662,0.0251321185734379,0.6512,0.166666666666667,0.0107655502392345,0.338103025347506,0.0202247191011236
"11",4,25,815,0.404898508731116,0.0118861599414394,0.656,0.131147540983607,0.0098159509202454,0.330873308733087,0.0182648401826484,0.383974289970478,0.014848743856598,0.6556,0.116666666666667,0.00858895705521472,0.331147540983607,0.016
"12",3,21,753,0.403599220085783,0.0103488245692344,0.6788,0.121212121212121,0.0106241699867198,0.30608052588332,0.0195360195360195,0.377552316992766,0.0144423434946816,0.6772,0.0645161290322581,0.00531208499335989,0.307219031993437,0.0098159509202454
"13",4,21,775,0.422029552588577,0.011529964387165,0.672,0.142857142857143,0.0116129032258065,0.314320886335659,0.0214797136038186,0.415611078752735,0.0167867978731955,0.6716,0.129032258064516,0.0103225806451613,0.314602132895816,0.019115890083632
"14",5,22,783,0.478972546478924,0.0180348970055013,0.6716,0.203125,0.016602809706258,0.316091954022989,0.0306965761511216,0.422952282035354,0.0159897881679046,0.6684,0.0892857142857143,0.00638569604086846,0.318330605564648,0.0119189511323004
"15",3,21,827,0.457139210597066,0.0148813245157505,0.6536,0.19047619047619,0.0145102781136638,0.334427574887156,0.0269662921348315,0.409032017321865,0.0125834923636336,0.65,0.0555555555555556,0.00362756952841596,0.33687653311529,0.00681044267877412
"16",3,22,783,0.435596409517306,0.0128928248480532,0.6684,0.151515151515152,0.0127713920817369,0.317584223500411,0.0235571260306243,0.38354268468623,0.0134683878716066,0.6656,0.0508474576271186,0.00383141762452107,0.319541171650963,0.00712589073634204
"17",4,23,845,0.490744694148765,0.024937190495154,0.6508,0.294117647058824,0.0236686390532544,0.339226973684211,0.0438116100766703,0.336801305589555,0.0096,0.6428,0,0,0.344616639477977,0
"18",3,22,708,0.43848944909718,0.0150441660176118,0.6968,0.152777777777778,0.0155367231638418,0.287067545304778,0.0282051282051282,0.373101120272185,0.0136760905707812,0.6932,0.0317460317460317,0.00282485875706215,0.289700451374641,0.00518806744487678
"19",3,21,750,0.424268215697785,0.0119917397891903,0.6812,0.138461538461538,0.012,0.304312114989733,0.0220858895705521,0.404788341490585,0.0168190832858955,0.68,0.0967741935483871,0.008,0.305168170631665,0.0147783251231527
"20",4,19,725,0.422754881460904,0.00985979820400713,0.6892,0.128571428571429,0.0124137931034483,0.294650205761317,0.0226415094339623,0.408597318840908,0.0154978756112912,0.6876,0.0757575757575758,0.00689655172413793,0.295809367296631,0.0126422250316056
"21",4,21,793,0.409795193899422,0.00902804262289619,0.6648,0.11864406779661,0.00882723833543506,0.321999180663662,0.0164319248826291,0.390991080863898,0.013847228887916,0.664,0.087719298245614,0.00630517023959647,0.322554236594351,0.0117647058823529
"22",3,22,758,0.438625843902302,0.0140910740444846,0.6788,0.164179104477612,0.0145118733509235,0.307028360049322,0.0266666666666667,0.412201040295621,0.0175401490162195,0.6772,0.111111111111111,0.00923482849604222,0.308165777595404,0.0170523751522534
"23",3,23,705,0.416961592254278,0.0117252219127193,0.6964,0.125,0.0127659574468085,0.28665568369028,0.0231660231660232,0.397365984796632,0.0160484541717454,0.6944,0.0597014925373134,0.00567375886524823,0.288121660501439,0.0103626943005181
