"","min","max","links","MeanAUC","DyAcc","AUROC","AUPR","Acc","Recall","Pre","FPR","Fmeasure","AUROC0","AUPR0","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",4,36,2108,0.976527777777778,0.995,0.479151092641297,0.00838657900555539,0.7814,0.157894736842105,0.00853889943074004,0.211410074853328,0.0162016201620162,0.497832186209166,0.0120606947081714,0.7819,0.19327731092437,0.0109108159392789,0.211011031272138,0.020655590480467
"2",4,37,2011,0.998211782900778,0.997,0.490437994424884,0.0132182449887089,0.7918,0.174311926605505,0.00944803580308304,0.201395207764635,0.0179245283018868,0.525817310022884,0.0186374779433938,0.7928,0.243697478991597,0.0144206862257583,0.200586985122963,0.0272300469483568
"3",4,39,2034,0.919941520467836,0.975,0.492382202959337,0.00893410545251239,0.7895,0.18018018018018,0.00983284169124877,0.203660633026595,0.0186480186480186,0.523224267948248,0.0140187256764304,0.7903,0.235294117647059,0.0137659783677483,0.203015889080053,0.0260102183000464
"4",4,43,2027,0.964852607709751,0.989,0.469596594410742,0.00735156921536023,0.7894,0.137614678899083,0.00740009866798224,0.203417248003235,0.0140449438202247,0.511856640237312,0.0141588422130983,0.7904,0.210084033613445,0.0123334977799704,0.202611071753871,0.0232991612301957
"5",4,33,1904,0.976856060606061,0.9945,0.491634369255237,0.00896290989876747,0.8022,0.163636363636364,0.00945378151260504,0.190697674418605,0.0178748758689176,0.524823976751922,0.0145131807195975,0.8031,0.226890756302521,0.0141806722689076,0.189960530310697,0.0266930301532378
"6",3,35,1900,0.9871579775886,0.9855,0.484059651766309,0.00861986830915862,0.8021,0.150442477876106,0.00894736842105263,0.190452108829776,0.0168902136115251,0.507641352259961,0.0134471131136948,0.8027,0.19327731092437,0.0121052631578947,0.189960530310697,0.0227835562159485
"7",4,36,1843,0.98405894461239,0.981,0.491183659092373,0.0176579421706378,0.8081,0.154545454545455,0.00922409115572436,0.184630940343782,0.0174091141833077,0.526649907002573,0.0240999224909881,0.809,0.218487394957983,0.0141074335322843,0.183888270417974,0.0265035677879715
"8",4,38,1994,0.994473684210526,0.9895,0.486166009852225,0.00816891896589256,0.7935,0.168224299065421,0.00902708124373119,0.199737187910644,0.01713469776297,0.533340874048232,0.0196972931611661,0.7947,0.252100840336134,0.0150451354062187,0.198765307155146,0.0283956460009465
"9",3,35,1985,0.989928229665072,0.9845,0.475427854075694,0.0116418735879783,0.7939,0.141509433962264,0.00755667506297229,0.199110572063877,0.0143472022955524,0.527697244265585,0.0235745384651498,0.7952,0.235294117647059,0.0141057934508816,0.198056876834329,0.026615969581749
"10",4,36,1979,0.972556818181818,0.995,0.474851028624112,0.0169609993002392,0.794,0.135135135135135,0.00757958564931784,0.198604510061685,0.0143540669856459,0.506767508136745,0.0228557146730788,0.7948,0.19327731092437,0.011622031328954,0.197955672502783,0.0219256434699714
"11",4,34,1996,0.99273969451601,0.989,0.509321709686954,0.0187712309198669,0.7941,0.211009174311927,0.0115230460921844,0.199474269537964,0.0218527315914489,0.546306509649707,0.0292421466558754,0.7951,0.277310924369748,0.0165330661322645,0.198664102823601,0.0312056737588652
"12",2,34,2007,0.968440384708327,0.9815,0.461926518583981,0.0111511600982658,0.7907,0.116071428571429,0.0064773293472845,0.20165857605178,0.0122699386503067,0.490132577674323,0.0156684012344492,0.7914,0.168067226890756,0.00996512207274539,0.20109300678069,0.0188146754468485
"13",3,35,1971,0.973370064279155,0.996,0.464036565358914,0.00657294286484927,0.7948,0.121495327102804,0.00659563673262303,0.197917719599717,0.012512030798845,0.51159852666904,0.0173139994089193,0.796,0.210084033613445,0.0126839167935058,0.196943629187329,0.0239234449760766
"14",3,35,1932,0.970382078934711,0.9925,0.49075512021968,0.00922001312792309,0.7993,0.162162162162162,0.0093167701863354,0.193548387096774,0.0176211453744493,0.521622858231439,0.0189655289690187,0.8001,0.218487394957983,0.0134575569358178,0.192895455925514,0.0253534861043393
"15",4,35,1997,0.99578410311493,0.9935,0.470887579182595,0.011801827620522,0.7921,0.127272727272727,0.00701051577366049,0.200505561172902,0.0132890365448505,0.508589611332845,0.0313300099253098,0.793,0.19327731092437,0.0115172759138708,0.1997773504706,0.0217391304347826
"16",4,34,1912,0.926125287967393,0.9835,0.491490676267169,0.00920037432415777,0.8012,0.166666666666667,0.00993723849372385,0.191482905118349,0.018756169792695,0.511226877148998,0.0134155634098201,0.8017,0.201680672268908,0.0125523012552301,0.191073777957697,0.0236336779911374
"17",4,35,2054,0.938375,0.985,0.489661160177814,0.0137806547667809,0.7871,0.168141592920354,0.00925024342745862,0.205825831900475,0.0175357637286571,0.512966911286323,0.0183737324526665,0.7877,0.210084033613445,0.0121713729308666,0.205343588705597,0.0230096640589047
"18",2,37,1963,0.961769736842105,0.988,0.498240505983391,0.00950855665295702,0.7966,0.185840707964602,0.010697911360163,0.196419540811166,0.0202312138728324,0.521393660186469,0.0180801389292387,0.7972,0.226890756302521,0.0137544574630667,0.195931585871875,0.0259365994236311
"19",3,33,1865,0.98859035701141,0.984,0.483643099105056,0.00819001905343308,0.8056,0.150442477876106,0.00911528150134048,0.186912106806918,0.0171890798786653,0.506116058405954,0.0123795163896889,0.8062,0.19327731092437,0.0123324396782842,0.186418378706609,0.0231854838709677
"20",4,34,2089,0.996842105263158,0.994,0.473546113780863,0.00786278998068102,0.7831,0.149122807017544,0.00813786500718047,0.209589318227797,0.0154334997730368,0.493896273214272,0.0161454014122814,0.7836,0.184873949579832,0.0105313547151747,0.209189353304321,0.0199275362318841
"21",3,37,2029,0.969986413846063,0.9875,0.498997719521961,0.0137096419002756,0.7904,0.192660550458716,0.0103499260719566,0.203012839955515,0.019644527595884,0.537314632360381,0.0242203347326106,0.7914,0.260504201680672,0.0152784622966979,0.202206254427689,0.0288640595903166
"22",3,39,2043,0.986410240477226,0.984,0.489381981721031,0.026542719143986,0.7884,0.171171171171171,0.00930004894762604,0.204671857619577,0.0176415970287837,0.521529308009004,0.0411759633749358,0.7892,0.226890756302521,0.013215859030837,0.204027932395507,0.0249768732654949
"23",2,37,2475,0.993418916609706,0.992,0.487001376184628,0.0175244595822798,0.7464,0.225225225225225,0.0101010101010101,0.247750025280615,0.0193348801237432,0.517030817994641,0.0222164131972256,0.7472,0.277310924369748,0.0133333333333333,0.247140977633843,0.0254433307632999
"24",4,33,1713,0.959230462519936,0.989,0.475150707822825,0.0119915455261075,0.8198,0.11304347826087,0.00758902510215995,0.171977744056652,0.0142231947483589,0.491070206040112,0.0159132461046141,0.8202,0.142857142857143,0.0099241097489784,0.171642546300982,0.0185589519650655
"25",4,31,2050,0.997777777777778,0.998,0.454486850650104,0.00607362668891437,0.7866,0.111111111111111,0.00585365853658537,0.206025070764254,0.0111214087117702,0.497122480203497,0.0203442507368392,0.7877,0.19327731092437,0.011219512195122,0.205141180042506,0.0212079299216229
"26",4,31,1827,0.967171717171717,0.9885,0.487834788852346,0.0174817217833833,0.8094,0.150442477876106,0.00930487137383689,0.183068676039243,0.0175257731958763,0.511375707048328,0.0221862988921078,0.81,0.19327731092437,0.0125889436234264,0.182572614107884,0.0236382322713258
"27",3,34,1895,0.990701862882314,0.986,0.489527084583688,0.0136981365081733,0.8029,0.154545454545455,0.00897097625329815,0.189888776541962,0.0169576059850374,0.523926745073091,0.0198835387243683,0.8038,0.218487394957983,0.0137203166226913,0.189150895658334,0.0258192651439921
"28",4,34,1892,0.994605994152047,0.992,0.475200370441469,0.0076826520979637,0.8026,0.133928571428571,0.00792811839323467,0.189826051779935,0.0149700598802395,0.502110833200804,0.0122990579194411,0.8033,0.184873949579832,0.0116279069767442,0.18925209998988,0.0218796618597713
"29",3,32,1813,0.995215311004785,0.991,0.486353644674525,0.00870108391998026,0.8109,0.145454545454545,0.00882515168229454,0.18169868554095,0.0166406656266251,0.521978774304985,0.020134378352811,0.8118,0.210084033613445,0.0137892995035852,0.180953344803158,0.025879917184265
"30",3,38,2195,0.927285714285714,0.986,0.471603663484522,0.00755413759672408,0.773,0.155963302752294,0.00774487471526196,0.220200181983621,0.0147569444444444,0.512878889031576,0.0221809538131339,0.774,0.226890756302521,0.0123006833712984,0.219410990790406,0.0233362143474503
"31",3,32,1936,0.986080521168241,0.9815,0.461152369830511,0.0108101201714393,0.798,0.111111111111111,0.00619834710743802,0.194500606550748,0.0117416829745597,0.506774737017565,0.0216563541602892,0.7991,0.19327731092437,0.0118801652892562,0.193603886246331,0.0223844282238443
"32",3,31,1968,0.989360902255639,0.9865,0.501153588489949,0.0140740853459961,0.7963,0.194690265486726,0.0111788617886179,0.196824112470921,0.0211436809226333,0.523650771916902,0.0182416004527461,0.7969,0.235294117647059,0.0142276422764228,0.196336403198057,0.0268327743172017
"33",5,34,2110,0.971209463051568,0.9925,0.460308927923407,0.00680955946026679,0.7808,0.127272727272727,0.00663507109004739,0.211931243680485,0.0126126126126126,0.498689021201033,0.0123283542676624,0.7817,0.19327731092437,0.0109004739336493,0.211213439935229,0.0206370569762225
