,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1,0.740045587617699,0.827345262768532,0.00492319931709252,0.183514710189652,0.34167143640811,0.705711578972185,0.949094262747738,0.832956018833349,0.148032542557599,0.176375466377182
2,0.677100319253774,0.832509443059748,0.0118423001912519,0.221032546635739,0.398113830247032,0.77007022779114,0.9565135506815,0.768999345909345,0.186715459449386,0.139817983187391
3,0.626897072470748,0.839580883082109,0.0170784072302669,0.235869732762078,0.476156486814342,0.820339795417819,0.962851509942261,0.717102361354051,0.206742085516027,0.11274642832711
4,0.591207080720513,0.847198451319357,0.0210412002801048,0.232883288703345,0.558757829042325,0.859604664248692,0.968265739438484,0.674318222567195,0.218483126686527,0.0926978131902795
5,0.569201309497558,0.853841631949946,0.0240404457175614,0.218080894945743,0.635523024742979,0.89027397542876,0.972890868731922,0.638478122572323,0.226700736740934,0.0778492377106286
6,0.5593201785183,0.858909339313602,0.0263104819924774,0.197593007199549,0.702294055039653,0.914229454900008,0.976841905716211,0.608031863445482,0.234339996249389,0.0668512679517474
7,0.559608000049946,0.862454775790459,0.0280286268904033,0.176053560403985,0.758389123685574,0.932940877168922,0.980217096388907,0.581903202588495,0.243684195352159,0.0587048324919124
8,0.567706270329201,0.864814064124402,0.0293290681149656,0.156105467221607,0.804629139742344,0.947556252296102,0.983100367846989,0.559355876014429,0.256525278640309,0.0526701892136337
9,0.581011506304291,0.866379157374123,0.03031336033764,0.138854196787604,0.842333613422802,0.95897226430729,0.985563415122218,0.539877743534197,0.273685804892965,0.0481995788749843
10,0.597035879206326,0.867479542317619,0.0310583649279397,0.124507090251378,0.872878214504407,0.967889297050332,0.987667484058446,0.523091298187582,0.294492705297283,0.0448873755811401
11,0.61375393827371,0.868337833604829,0.0316222553656462,0.112843173731706,0.89752118602303,0.974854406277746,0.989464894174331,0.508692925295822,0.316999098859746,0.0424331948113802
12,0.629762656983552,0.869074616864758,0.0320490617733487,0.10348395379586,0.917349158685004,0.980294887195088,0.991000339648127,0.496417314701508,0.33894866542574,0.0406145788829056
13,0.644249513505436,0.869737531930995,0.0323721098830769,0.096028349352205,0.933273368651583,0.984544492732798,0.992312000677608,0.486020112666242,0.358659727572471,0.0392667745557705
14,0.656857615408352,0.870333719947622,0.0326166236316097,0.0901109556636493,0.94604545348817,0.987863911991135,0.993432492864155,0.477271768091299,0.375314308414555,0.0382677600077016
15,0.667532284804686,0.870854510835884,0.0328016949011441,0.0854213789638988,0.956279295549068,0.990456765605491,0.994389678235105,0.469957070526203,0.388794901412649,0.0375271579043621
16,0.676393355917888,0.87128993819487,0.032941774243602,0.0817055418381333,0.964473141107351,0.992482098695814,0.995207358034853,0.463876812511476,0.399391767445543,0.0369780261801549
17,0.68364495885292,0.871635133209827,0.0330477992906055,0.0787596754935814,0.97102971718438,0.994064139837506,0.995905864588764,0.458849630402098,0.407563055217923,0.0365707783617094
18,0.689518659055542,0.871891714852124,0.0331280487331527,0.0764221631438834,0.976273622233741,0.995299922839677,0.996502566874923,0.454713164167788,0.41378894497287,0.036268681931171
19,0.694241116676203,0.872066722753372,0.0331887887132284,0.0745655235801448,0.980465956220448,0.996265240139626,0.997012302419012,0.451324317856418,0.418500843977814,0.0360445245285482
20,0.698017906013441,0.872170722497264,0.033234762073404,0.0730894092455354,0.983816431171685,0.997019292869125,0.997447746242398,0.448558710632699,0.42205660702771,0.0358781450701333
21,0.701027158122433,0.872215943496486,0.0332695586686232,0.0719148307307935,0.98649329551817,0.997608322923371,0.997819726037653,0.446309526138227,0.424739531688092,0.0357546053453769
