,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50
1,0.215334468064369,0.380670182390042,0.0840988766757453,0.0864940112775115,0.204820588830237,0.00929316491172489,0.475505354866219,0.410865061606605,0.805300918636322,0.595276856936547,0.181396244961872,0.764151927437479,0.391130601535546,0.679056104963735,0.913111979314074,0.125157326781306,0.982565340178791,0.257661544114243,0.593140401531103,0.726682411829847,0.6346264243694,0.710024178345663,0.178019077498528,0.9045358923003,0.577298069434811,0.0605815229528609,0.810808352736713,0.419371842520423,0.323905758212921,0.678257881041686,0.0935887245992661,0.525216162743945,0.68504751131913,0.395999272253206,0.370085548531996,0.143862296403009,0.810842325622521,0.633068542308602,0.152250606691282,0.8454476997736,0.565274379741217,0.150520616940992,0.962127361167043,0.301913114329938,0.581659824952851,0.83915960540743,0.865993771534929,0.749429105034226,0.245693306234559,0.410104510707538
2,0.391542155236167,0.416077153674514,0.148167946291212,0.0742937017061607,0.39421760680642,0.210218439525112,0.383245648002341,0.47833212995286,0.741060507297226,0.579534608013444,0.200785450394493,0.601636843593712,0.514929251938195,0.670838275766841,0.863045124518205,0.133157552959836,0.986721066451611,0.405532491463426,0.803536517256288,0.712854197213641,0.535241730534567,0.661514791756557,0.198263177798017,0.829814092751159,0.648376316134464,0.0738601421950458,0.863137135518184,0.430231675373906,0.256695951917607,0.742072681508706,0.256079698250421,0.637579431394682,0.566694591351967,0.40852401201789,0.496052268954163,0.0998661222436531,0.71631473240667,0.715963386774704,0.1997385332761,0.727113911547094,0.483631576180465,0.309828257618493,0.972824999660643,0.270742338224527,0.604014741977728,0.859635573101763,0.739262540552959,0.787583284541494,0.361631658458412,0.440054359932451
3,0.528385274401402,0.443963880821664,0.202566958977197,0.0659220259421556,0.538503760756113,0.331117793162261,0.305583898354997,0.534014507676157,0.691178615546795,0.570578538086632,0.215663872856924,0.487183013923275,0.53671920490678,0.595584499075708,0.828288541509631,0.122951679342621,0.989886233632847,0.523948118452191,0.905132148281987,0.698254039858243,0.452285905822644,0.624863895480455,0.218635755599365,0.769756277118139,0.702621264021153,0.0800031664382926,0.900998803506019,0.439413820089934,0.2057329024147,0.795567524854724,0.388979345596535,0.716146409909023,0.482631056915154,0.415321892973076,0.583647628143544,0.0692609205207834,0.643417111364195,0.780067575949853,0.237065509624558,0.646904346240403,0.432555960730378,0.439357497691266,0.980441596207088,0.256206865738906,0.621590326486136,0.876713405329739,0.642793845541618,0.819927765307478,0.443240707656779,0.461283839663154
4,0.634470704473143,0.465927611363437,0.248764661490671,0.0604393323727622,0.648423623437843,0.376053578981876,0.246122365398838,0.579495598681493,0.652652801807939,0.56892268321614,0.227084157217108,0.40788297985314,0.506794045333428,0.508514539880534,0.804144115699096,0.110724083764747,0.992296951428255,0.618775810865721,0.954190425075266,0.678588447812705,0.383989611929469,0.597173098571075,0.247650493651177,0.72148465120557,0.743718161146421,0.0832551535533852,0.928386716438161,0.447157744018068,0.167097055751186,0.83807230437606,0.497602389221774,0.771299829578552,0.424116214501492,0.418644842640541,0.644150654325874,0.0481648947854972,0.58118228602051,0.829622938672765,0.266671762108763,0.591441776627887,0.39811391730158,0.544587590200058,0.985863501394384,0.255245080790384,0.635348102194907,0.890936411342627,0.572131527288006,0.847347184345843,0.500637446720662,0.476362736876589
5,0.71667634539452,0.483226351598728,0.288002175241793,0.0576676166114186,0.732162609257465,0.370108180794599,0.201612850469627,0.616504828245127,0.623214735132463,0.575453497966855,0.23585571976735,0.354294843569888,0.464155445734765,0.428621447421895,0.787362459709643,0.0995588824546872,0.994133050424087,0.694714193947591,0.977879575464379,0.653643707304766,0.328045553199987,0.576252301624079,0.286220121830368,0.682686191298672,0.774929895937781,0.0857632158285496,0.948197322763245,0.453676600871564,0.137799450669995,0.871023216692074,0.586339426372083,0.810197371336873,0.386840446382944,0.419891749848364,0.68583476688516,0.0336621755796686,0.527450967055803,0.867906690060296,0.290419308901708,0.55273704914191,0.373194112026742,0.630061723956245,0.989723601928359,0.264410300169039,0.646067380810169,0.902768127449303,0.522017288874547,0.87059147587671,0.540965681411941,0.487082044703778
6,0.780366022631357,0.496850917552067,0.32133070632599,0.0568786940618659,0.795956519016366,0.33781789021785,0.168598432774755,0.646567874285315,0.601167475107779,0.590662686855734,0.242601865312491,0.319730129541607,0.424387434858409,0.35963609674199,0.775700945332636,0.0901089762791373,0.995531496793561,0.75552594519292,0.989318545314021,0.625013433759604,0.282329807023058,0.560446785141713,0.332614251671503,0.651501797321918,0.798691867679593,0.0887872812094862,0.962526750630773,0.459156670048838,0.115573799725707,0.896197770321655,0.658804880883771,0.837778412717461,0.367288951558813,0.419936304408287,0.714518902362231,0.0237008905858145,0.480922177858796,0.897446663573822,0.30974660184236,0.525584576562696,0.35433183440001,0.699484273158287,0.992472745189081,0.280263656585317,0.65437564775133,0.912601356278147,0.487666386566542,0.890296382403049,0.569287366471121,0.494705430868443
7,0.829705530308143,0.507581683204724,0.349641635966948,0.0573518012457265,0.844555900068711,0.29850932701835,0.144225235514552,0.670991464364082,0.585228354767559,0.613829251507507,0.247803050174034,0.29939197680469,0.391763967559771,0.301368418162125,0.767609923510801,0.0823701718474644,0.996596609422393,0.804224230904614,0.99484216616074,0.594694423608686,0.245020291101108,0.548506340640318,0.383907840149312,0.62643720890805,0.816758047047236,0.0931081226571348,0.972891433428001,0.463758801032888,0.0987042649891347,0.91522342673624,0.717966918967918,0.857456084834264,0.361517431973879,0.419322774738808,0.734244603432304,0.0168599828349432,0.440531761269352,0.920188575027133,0.325763944175923,0.506473203467223,0.339828614273605,0.755867857962838,0.994431725365479,0.299778081595389,0.660775962094951,0.920767345071,0.464965601454871,0.907000842522612,0.589193593409521,0.500128324181988
8,0.867925950401805,0.516033276589268,0.37369130226798,0.0585257185275794,0.881579807955801,0.261545238587789,0.1262806151004,0.690875455058651,0.574377618952329,0.642855086902696,0.251829175916817,0.289715788176119,0.366442882585423,0.25263873620491,0.762011259664684,0.0761434695766117,0.997407841756262,0.843222006543248,0.997509398233151,0.564230118783779,0.21459330216843,0.539486359287208,0.437003557017751,0.606291404862566,0.830425413847223,0.0990083492805395,0.980388319528462,0.467620743457006,0.0858923152148444,0.929464306399432,0.766258729515059,0.87159291880968,0.365276624047235,0.418386301362789,0.747804697688683,0.0121608337324657,0.405396259729453,0.937625435619749,0.339321960310437,0.492992233724385,0.328761200751262,0.801660689967347,0.995828658131911,0.320591651802979,0.665670652333739,0.927544420072278,0.450564724384742,0.92116173120854,0.603217480156736,0.503986418853253
9,0.897531950088718,0.522689782717308,0.394121702890128,0.0600140444953096,0.909785306164829,0.229656891410197,0.113091304248363,0.707125466732145,0.567731711680087,0.67491195926994,0.254963536498592,0.287923006692208,0.347326697166053,0.212095269187255,0.758149084931414,0.0711865230068489,0.998025708713895,0.874451576178716,0.998797344514316,0.534569816595893,0.189789599189852,0.532673094661551,0.489279858406303,0.590099055276623,0.840696410096423,0.106186301550215,0.985810879915986,0.470859773258869,0.0761552985281421,0.940023106084414,0.805672400410161,0.881827721190791,0.37470068410607,0.417328711927707,0.757124365327748,0.00893116869072496,0.374803725514652,0.950898133592922,0.351062661503189,0.483468948007778,0.320530388703087,0.838851719565554,0.996825705241706,0.341060540503129,0.669380915256032,0.933165788840157,0.44188264194235,0.933166355538805,0.613128266973676,0.506731450640254
10,0.920464521671948,0.527932469869957,0.411477911915554,0.0615734995758789,0.931272776683761,0.202941930161374,0.103407593467967,0.720469343010666,0.564465718796802,0.707317439518537,0.257420981004137,0.291760296915139,0.333105935896561,0.178462831256775,0.755492323517397,0.0672676616999075,0.998496300875224,0.899460336387346,0.999419264759025,0.506240965448291,0.169574884962416,0.527527202651002,0.538848433776391,0.577084268112122,0.848366786716066,0.113905854640505,0.98973305493863,0.473575307457991,0.0687495262961145,0.947775293373647,0.837837340900113,0.889300237998428,0.386799750129498,0.416267162595627,0.763528911352718,0.00670970571363613,0.348182543983715,0.960874535636161,0.36145862342821,0.476734776646935,0.314687057218018,0.869056557753452,0.997538130679264,0.360169575486697,0.672162757614567,0.937826423883571,0.43702496442954,0.943343047730022,0.620153980354873,0.508684607056112
