EGFR	EGF	MAP2K1	MAPK1	TP53	MDM2	HRAS	ERBB2	RPS6KA5	ARAF
4.8514290061	0.053836950748500007	14.2486977058	10.7882165866	20.0400235554	8.16694891635	13.8108439377	50.0333553118	0.582957904659	19.688896299
19.6008236822	0.06271643623840001	14.3114936623	9.7752308613	5.987847500780001	3.41498488561	32.7991992798	32.4935627476	0.168621769896	19.5936392563
9.38191632386	1.02563791793	14.6783331667	8.68948569828	23.262067376100006	5.34514444332	32.7613105298	40.0512174395	0.761513385184	42.601941019099996
17.1618822179	0.0212998596451	20.419030755399998	11.7163046437	25.3221423956	9.65813686811	51.9382339216	24.0878381249	1.1619383909799998	30.7208405037
6.00336599362	0.0704351955012	12.444990264300001	8.5770700927	14.615465912100001	18.708474136	17.9000487886	18.2264754803	0.5836891944870001	20.7171508767
3.18019153455	0.035487142024199995	13.5599197803	11.785023971700001	82.70410340560001	5.1718276565	29.6205689254	121.251068641	0.385382587766	13.6898566371
5.80614660066	0.07337913583599999	25.6352682156	8.7517997238	3.10042296025	10.46508898	29.377075246300002	58.900810846899994	0.384541576418	23.1474120732
10.2280427528	0.204072029102	17.1849428311	13.917037896199998	12.905648958399999	8.92047009467	14.3530139521	22.1836155171	1.26305004963	22.612858491
30.1004029588	0.0311713286254	16.374646143699998	10.5539471367	4.19377801775	3.82956032007	143.997931717	7.534045453639998	0.30111983352	24.2196953029
27.2473129842	0.08675738960280001	22.8849522408	10.8006852956	20.8699514819	8.96550371748	24.6571614047	20.221796967	0.294609541622	18.2500627772
4.88034596062	0.0224013874118	14.9130538753	12.4605905087	15.144092408699999	16.0799278645	16.233920213599998	73.5974209039	0.190941927544	15.4531297504
3.46531176042	0.09641951323439997	24.9034008652	6.85508114397	30.7607597065	37.240447619099996	26.1458718568	123.437939537	0.792396057208	34.1688691093
10.271696906399999	0.0457149220194	11.251501572	6.591462154430001	13.477069566900001	20.252040303399998	50.192171530699994	20.1158099843	0.271983987605	26.8728168356
6.022640760630001	0.00861117905743	12.1480129637	8.36603278207	32.519675774899994	7.2584214118100014	44.451027055299996	31.5920055658	0.209322525764	22.6042634205
5.12674488432	0.0965987685453	22.4429122616	14.8579643662	4.0542362323	5.89120003449	21.1922556285	38.4081053715	1.24221803865	18.5073171811
6.4293263320700005	1.39693286458	18.0989199515	11.7941555112	16.770088181800002	9.08661860591	46.65259321550001	21.5281308871	0.13977922055199998	19.4975889376
3.71879803541	0.0531861256654	10.6157044901	4.4400421419	22.4668815821	11.3293780645	41.848444420999996	26.5074940296	0.387858181289	12.042617725
11.9004598146	0.0227967490531	22.586555108200002	8.2958398864	25.961061436399998	5.15040075601	19.2110565099	119.089821052	0.377828612444	24.3282354836
9.68202434686	0.0380638255397	14.8042506655	8.55525908878	36.9734361959	7.677082426339999	50.0262299997	53.5081867944	0.423162809247	15.9656374251
23.0303797786	0.0310663535523	10.8565194832	5.19851469013	6.0739709491400005	5.0608180641199985	100.19216219100001	8.78040531975	0.186045955299	22.1573889931
10.5773465487	0.0	19.9807523948	7.61522597276	12.299227031	3.58747280549	76.47485634569999	9.94077802122	0.116073421166	17.150075166500002
7.307606253989999	0.155345936867	35.324838219	7.3887439005100015	9.876698192889998	5.96597652561	50.4319311871	15.6376506176	0.118468544222	22.231738535500003
3.03495822101	0.0921901634213	12.6463694836	6.788553779630001	14.534532524500001	8.5384863784	22.5086590179	51.4400731978	0.688591958355	24.485850319
5.54550229472	0.0347788468725	9.64261987586	14.0192764743	6.85396172259	3.2975728870200003	18.8723717066	46.4726547105	0.815438521495	15.311133996099999
3.08481420415	0.0423052698434	8.99871579598	5.21335572859	13.6072425657	9.1345477768	49.4571479891	50.8093089953	0.364602580426	10.888784064200001
22.81185781	0.12209779623	17.7225296764	8.22405523986	13.8976347885	39.1210779792	45.50531567220001	25.546377060700003	0.493578094599	25.690504821799998
1.20093045261	0.00355803549342	5.93282399253	3.73655276805	29.1609348221	3.13705714037	53.79470435100001	45.3786448241	0.425371317762	8.55352638482
76.50070339930001	0.56354827177	17.5339207239	8.975990613710001	35.9845517852	9.08278211057	81.9754346044	22.8490161233	0.362172577746	14.949290884100002
5.1907246350400005	0.0176477203791	18.2715191728	10.3873445332	17.3619492647	10.248210586499999	30.467016847399996	40.099712797399995	0.579519541171	17.6919360311
9.46228759655	0.0940957486122	18.737804819100003	11.681523329100001	23.026842298400002	3.77892297913	18.861489834100002	87.5316470582	0.195030066731	16.905166104
75.89746420649999	0.0230249253645	16.5183796701	10.1691408571	18.3203310816	4.9331996086	10.881090416600001	200.97542211299998	0.496456905817	15.199132407
3.6791778979	0.08676587980049999	17.840695642300005	6.25359912204	24.2238487658	8.79148592974	26.0932705738	38.3606174585	0.608770173152	16.0010714696
6.116937352280001	0.101837391572	18.430115236600003	10.9241447078	8.233435708430001	4.99623326362	28.5013039716	7.01279846788	0.13713634217700002	21.3134065214
29.348469126599998	0.026120251444	18.4561881854	5.50592135083	9.36541305833	4.52958903371	31.291293401599997	49.3637688239	0.371341997346	18.931508746800002
5.23320464558	0.0147260039205	9.94912760993	7.09369477252	25.9549401454	4.62075470035	36.0977902649	40.6197228182	0.0837959070923	16.666966221099994
9.616100787	0.0539881925527	16.7541134508	12.783422829700001	19.6034933193	6.20766912205	14.599188690999998	35.9584462542	0.321605378373	22.8443694379
9.446559012060002	0.01132404509	17.337915366	6.7060700001	20.2600439423	3.59640683306	39.6684842084	14.988826532200001	0.33866243780999994	15.6363973594
6.32128940424	0.0306345888575	6.790887237690001	4.8298820866100005	25.6606609662	7.476531242310001	82.0647793305	26.922614633000002	0.203769515635	16.7149561648
47.8465091819	1.80900067565	14.397285891900001	7.894921364810001	31.2110022129	4.83681992577	65.8036495663	7.9274219598	0.13704030125	15.4710944622
6.76020219916	0.0983899489434	21.4067857894	9.53184684399	22.0602283269	11.0162526405	37.302993853800004	28.704808459499997	0.640281965475	16.606415191
20.5246522147	0.0567180435954	9.60879799348	11.710424760699999	25.6483935793	12.1238244749	39.537862535100004	49.834189523	1.3802820015	26.266114958299998
3.83472205434	0.010528145503	20.0261880098	8.28232238722	18.142297733499998	4.97171583584	38.4808942456	33.3342186778	0.331533489082	14.4431279897
12.447766863699998	0.0460096409896	24.579163555500003	19.1404137332	26.522228178699997	2.66280017285	32.8808556967	10.821207277100001	0.4797737415	27.7166169056
11.3003415774	0.269897790128	18.6120504239	10.952010137	26.7757275105	11.052920703900002	111.68508292700001	18.23833135	0.58817242923	20.7558101803
3.15140643454	0.0313531168538	11.2493037777	7.922283495519999	10.163856429099999	3.10808351242	18.0806609736	486.616873372	0.547354223836	14.5230187202
15.906220234000001	0.863696492051	17.1260940061	22.2844306996	15.3089808602	21.905846391799997	30.0540784573	16.6256089003	1.4654217616	19.5908931466
13.112233168	0.0552709200119	26.1466287933	7.57635527408	18.0149994343	4.55912329378	70.378907929	16.5015355709	0.757267022599	13.750656808199999
77.4994091346	0.032718509369000004	8.9475369757	9.1288957684	38.9116510352	3.52242880862	41.3523329955	49.5980865901	0.727846602286	21.820362118800002
2.49565369413	0.029460285134400008	16.0959461518	6.19404833893	6.35613286299	2.51042602513	32.3815282364	26.6601131482	0.17317262651299994	19.280904064
53.226322254799996	0.111321240663	31.566384009	32.1936779555	14.8595260321	11.420854360999998	9.887002894550001	18.7888454594	0.672661813766	5.38440824522
11.3523729298	0.0230688821393	8.798688896789997	9.01161633619	40.0489904288	24.516463183699997	43.454980202	44.6173459109	0.210286389518	10.2658630107
11.6615512619	0.00316184815881	11.7297517932	7.662926447769999	41.432651017800005	31.1541534781	25.1718978418	43.625519247700005	0.298352407368	24.7706787508
8.66086193505	0.037562498126	13.071574475899999	11.74311487	43.6590239058	12.0725346843	24.6200159081	57.2148828205	0.408809861912	17.339575237000002
5.691217770140001	0.00440994514276	14.505406488299998	7.38656980629	15.184870773399998	1.81583685901	43.9398585099	50.0471129511	0.644162306177	11.488164083800001
17.2481596134	2.42842800403	13.5249067251	10.739503453900001	37.4220554319	22.014659711100002	18.7998828927	12.762345573900001	1.27511508183	23.6467407059
29.7796560544	0.0699337803645	11.146914463800002	13.7964678358	30.011775490399998	5.16858187105	40.8584190834	12.537762836199999	0.132581115927	28.1020355758
14.286557211500002	0.680618411511	14.1624528628	11.172500086500001	10.5179923699	4.42263040194	20.379486418800003	11.3800592967	0.604048780826	24.8207299359
0.810951608337	0.0311905390319	18.999323369000003	8.09193081079	8.42740583869	6.1006312195	26.5201944213	6.0626927018400005	0.233363993248	26.381602017600002
17.6020701951	0.0743735090442	11.3582981802	9.64057055002	13.651265472	9.88458405658	26.3631764602	37.4039053175	0.398735861445	26.341879375100003
12.611000488499998	0.101981633662	11.7971180209	11.513616474400001	13.9840402394	13.214546524000001	31.6504665897	43.1709234365	0.640958901347	22.1987941971
6.3201823048399985	0.0	14.9481227599	7.41849355783	22.961103687199998	15.5626387425	40.5144462154	19.906820033800003	0.481229889826	18.5514049123
6.5944955583599985	0.7307535348309999	18.2359108008	9.32601794618	29.2322571472	251.444116022	37.9000109216	13.791536291500002	0.333515497191	15.6124207048
7.7174088106399985	0.156377708343	14.014826734000001	9.97746285303	29.0527448735	5.40708327508	37.3154241392	72.25919957939999	0.730632827436	27.4051503789
43.5137267636	0.213923416419	16.8811873705	11.4161661302	11.1040035649	5.88754320406	29.2617533348	32.3105761126	0.15975227994000002	21.8035932289
4.12269081836	0.0173628322742	17.06528072	11.0870519528	2.19698750482	4.20554461143	30.4932433996	74.77387388380002	0.382046274878	20.519767066900002
25.0336857585	0.0143668016457	22.2463750994	9.838406298189998	25.722528870500003	6.10909805477	20.795643167799998	13.712834235399999	0.239170681819	18.181954253900003
19.0720043679	0.113112695555	21.749544860700002	15.796839928099999	7.588377137819999	2.67977680543	46.8949148789	12.9791892574	0.723273848747	32.9366250613
18.2459534078	0.0184705648439	32.581582831700004	15.234308761400001	36.2439028854	9.52763044093	23.439565214	11.5095325345	1.17235428765	11.9091723047
2.63340562882	0.0136313595861	14.7753022672	9.25618657824	22.6551868741	40.9867507103	33.2155304723	27.847872236500002	0.110451410472	11.687194798
3.09688174571	0.130798083531	21.1123924077	8.889406125	24.8866767686	6.63642680186	18.5498934567	43.3361795567	0.318772833245	28.1307705185
