"","Seed1","Seed2","Seed3","Seed4","Seed5","Seed6","Seed7","Seed8","Seed9","Seed10"
"1",0.477958937198068,0.516002415458937,0.503925120772947,0.519323671497585,0.501811594202899,0.522946859903382,0.786231884057971,0.493961352657005,0.498188405797101,0.518115942028985
"2",0.949011171497585,0.818349939613527,0.581899154589372,0.81514190821256,0.724826388888889,0.801941802536232,0.6295101147343,0.75420818236715,0.840560839371981,0.877783439009662
"3",0.892474335748792,0.958427687198068,0.947105223429952,0.884152324879227,0.83954181763285,0.97524154589372,0.719278381642512,0.799035703502415,0.95315330615942,0.697576992753623
"4",0.888473731884058,0.97229770531401,0.953313707729469,0.89483318236715,0.872263737922705,0.981223580917874,0.837541515700483,0.986488526570048,0.97560009057971,0.902438103864734
"5",0.990149456521739,0.973486564009662,0.986431914251208,0.890643870772947,0.97463768115942,0.98239356884058,0.892295063405797,0.990036231884058,0.975637832125604,0.915421195652174
"6",0.99609375,0.976298309178744,0.972203351449275,0.976977657004831,0.984280646135266,0.975147192028985,0.919374622584541,0.985016606280193,0.975467995169082,0.941840277777778
"7",0.995225694444444,0.978940217391304,0.955012077294686,0.996905193236715,0.9810726147343,0.986262077294686,0.950935990338164,0.992432820048309,0.976487016908212,0.942934782608696
"8",0.996320199275362,0.988809631642512,0.973278985507246,0.995886171497585,0.992829106280193,0.989224788647343,0.987281099033816,0.993621678743961,1,0.955634812801932
"9",0.975694444444444,0.97524154589372,0.980902777777778,0.997905344202899,0.992810235507246,0.989375754830918,0.999169685990338,0.998886624396135,1,0.957927611714976
"10",0.975694444444444,0.976005812198068,0.979034571256039,0.997037288647343,1,0.998867753623188,0.99933952294686,0.989092693236715,1,0.957729468599034
"11",0.975637832125604,0.996508907004831,0.975883152173913,0.986884812801932,0.999547101449275,0.999188556763285,0.999358393719807,0.999754679951691,1,0.970287967995169
"12",0.999528230676328,0.996678743961353,0.972033514492754,0.987356582125604,0.999924516908213,0.999471618357488,0.999320652173913,0.999773550724638,1,0.969429347826087
"13",0.999679196859903,0.996641002415459,0.971863677536232,0.991961050724638,0.999924516908213,0.999471618357488,0.999320652173913,0.999981129227053,1,0.968768870772947
"14",0.999679196859903,0.996490036231884,0.96844806763285,0.997584541062802,1,0.999849033816425,0.999320652173913,0.999981129227053,1,0.969127415458937
"15",1,0.995187952898551,0.979827143719807,0.992583786231884,1,0.999849033816425,0.999320652173913,0.999943387681159,1,0.986545138888889
"16",1,0.995584239130435,0.969863375603865,0.992508303140097,1,0.999811292270531,0.999320652173913,0.999943387681159,1,0.98599788647343
"17",1,0.995905042270531,0.965485356280193,0.993885869565217,1,0.999773550724638,0.999320652173913,0.999943387681159,1,0.996471165458937
"18",1,0.996169233091787,0.971825935990338,0.993716032608696,1,1,0.999320652173913,1,1,0.993102732487923
"19",1,0.996169233091787,0.984129679951691,0.993904740338164,1,1,1,0.999943387681159,1,0.993140474033816
"20",1,0.996131491545894,0.983120093599034,0.994017964975845,1,1,1,0.999943387681159,1,0.996037137681159
"21",1,1,0.983157835144927,0.99416893115942,1,1,1,1,1,0.996037137681159
"22",1,1,0.98311065821256,0.994017964975845,1,1,1,1,1,0.992121452294686
"23",1,1,0.985431763285024,0.994319897342995,1,1,1,1,1,1
"24",1,1,0.985148701690821,0.999981129227053,1,1,1,1,1,1
"25",1,1,0.984742980072464,0.997471316425121,1,1,1,1,1,1
"26",1,1,0.988828502415459,0.997509057971015,1,1,1,1,1,1
"27",1,1,0.988828502415459,0.998792270531401,1,1,1,1,1,1
"28",1,1,0.997339221014493,0.998792270531401,1,1,1,1,1,1
"29",1,1,1,1,1,1,1,1,1,1
"30",1,1,1,1,1,1,1,1,1,1
