"","Seed1","Seed2","Seed3","Seed4","Seed5","Seed6","Seed7","Seed8","Seed9","Seed10"
"1",0.5,0.9,0.766666666666667,0.670833333333333,0.666666666666667,0.5,0.933333333333333,0.820833333333333,0.7,0.795833333333333
"2",0.791666666666667,0.988736979166667,0.6728515625,0.688151041666667,0.73984375,0.533854166666667,0.812174479166667,0.9658203125,0.74912109375,0.804231770833333
"3",0.96875,0.84580078125,0.581184895833333,0.923567708333333,0.8923828125,0.5,0.787923177083333,0.822591145833333,0.540494791666667,0.811881510416667
"4",0.558854166666667,0.860481770833333,0.86787109375,0.882975260416667,0.954752604166667,0.951822916666667,0.9068359375,0.670735677083333,0.904036458333333,0.717252604166667
"5",0.82421875,0.947981770833333,0.838151041666667,0.963834635416667,0.958528645833333,0.94482421875,0.845182291666667,0.933333333333333,0.727734375,0.739453125
"6",0.745638020833333,0.945670572916667,0.873111979166667,0.982552083333333,0.998958333333333,0.946484375,0.881705729166667,0.978255208333333,0.71328125,0.791145833333333
"7",0.950651041666667,0.988736979166667,0.996809895833333,0.92421875,1,1,0.956510416666667,0.8712890625,0.950716145833333,1
"8",0.961653645833333,0.998372395833333,0.947135416666667,1,0.995247395833333,1,0.879557291666667,1,0.876627604166667,1
"9",0.966341145833333,0.998697916666667,1,1,0.975260416666667,1,1,1,0.9783203125,1
"10",0.966569010416667,0.998697916666667,1,1,0.975455729166667,1,1,1,1,1
"11",0.966471354166667,0.985872395833333,1,1,0.982161458333333,1,1,1,1,1
"12",1,0.9869140625,1,1,0.978971354166667,1,1,1,1,1
"13",0.999088541666667,0.98447265625,1,1,0.988671875,1,1,1,1,1
"14",1,1,1,1,1,1,1,1,1,1
"15",1,1,1,1,1,1,1,1,1,1
