"","Acc","Recall","Pre","FPR","Fmeasure","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",0.4592,0.375,0.011177347242921,0.539430894308943,0.0217076700434153,0.4552,0.166666666666667,0.003725782414307,0.541295546558704,0.00728862973760933
"2",0.4812,0.225,0.00705882352941176,0.514634146341463,0.0136882129277567,0.4784,0.0606060606060606,0.00156862745098039,0.516011349817592,0.00305810397553517
"3",0.4584,0.25,0.00825825825825826,0.537866449511401,0.0159883720930233,0.456,0.131578947368421,0.00375375375375375,0.538992688870837,0.0072992700729927
"4",0.4776,0.238095238095238,0.00778816199376947,0.518307567127746,0.0150829562594268,0.476,0.157894736842105,0.00467289719626168,0.519090170593014,0.00907715582450832
"5",0.4564,0.162162162162162,0.00449775112443778,0.539179861956963,0.0087527352297593,0.4548,0.0606060606060606,0.00149925037481259,0.539927036886907,0.00292611558156547
"6",0.4744,0.25,0.00851393188854489,0.521579804560261,0.0164670658682635,0.472,0.131578947368421,0.00386996904024768,0.522745735174655,0.0075187969924812
"7",0.4956,0.181818181818182,0.0064882400648824,0.498778501628664,0.0125293657008614,0.4948,0.142857142857143,0.0048661800486618,0.499186330349878,0.00941176470588235
"8",0.4748,0.255813953488372,0.00851393188854489,0.521367521367521,0.0164794007490637,0.4724,0.135135135135135,0.00386996904024768,0.522533495736906,0.00752445447705041
"9",0.4648,0.25,0.00758725341426404,0.531707317073171,0.0147275405007364,0.4628,0.142857142857143,0.00379362670713202,0.532657200811359,0.0073909830007391
"10",0.5024,0.1875,0.00741350906095552,0.491435562805873,0.0142630744849445,0.5004,0.0930232558139535,0.00329489291598023,0.492470492470492,0.00636435958631663
"11",0.4844,0.219512195121951,0.00710900473933649,0.511183407889386,0.0137719969395562,0.4816,0.0588235294117647,0.00157977883096367,0.51257096512571,0.00307692307692308
"12",0.432,0.432432432432432,0.0113074204946996,0.568006496142915,0.0220385674931129,0.426,0.0454545454545455,0.000706713780918728,0.570621468926554,0.00139178844815588
"13",0.4728,0.219512195121951,0.00694980694980695,0.522976819845466,0.0134730538922156,0.4708,0.111111111111111,0.00308880308880309,0.523944805194805,0.00601051840721262
"14",0.4944,0.268292682926829,0.00883534136546185,0.501830012200081,0.0171073094867807,0.492,0.142857142857143,0.00401606425702811,0.503042596348884,0.0078125
"15",0.4732,0.288888888888889,0.0100154083204931,0.523421588594705,0.0193596425912137,0.4716,0.219512195121951,0.00693374422187982,0.524196827978853,0.0134428678117999
"16",0.418,0.210526315789474,0.00558269364968597,0.578797725426483,0.0108769544527532,0.4164,0.117647058823529,0.00279134682484299,0.579480940794809,0.005453306066803
"17",0.4904,0.24390243902439,0.00798084596967279,0.505490036600244,0.0154559505409583,0.49,0.225,0.00718276137270551,0.505691056910569,0.0139211136890951
"18",0.4812,0.282051282051282,0.00859375,0.515644047135311,0.0166793025018954,0.4796,0.2,0.00546875,0.516430020283976,0.0106463878326996
"19",0.4384,0.268292682926829,0.00794223826714801,0.558763725091501,0.0154277699859748,0.4364,0.166666666666667,0.00433212996389892,0.559659090909091,0.00844475721323012
"20",0.4888,0.261904761904762,0.00874403815580286,0.507323026851098,0.0169230769230769,0.4856,0.0882352941176471,0.00238473767885533,0.508921330089213,0.00464396284829721
"21",0.5028,0.186046511627907,0.00657894736842105,0.491656491656492,0.0127084988085782,0.5004,0.0540540540540541,0.00164473684210526,0.492894843686561,0.00319233838786911
"22",0.4616,0.277777777777778,0.0075187969924812,0.535714285714286,0.0146412884333821,0.4596,0.161290322580645,0.0037593984962406,0.53665451599838,0.00734753857457752
"23",0.4844,0.170731707317073,0.00554675118858954,0.510370069133794,0.0107444359171144,0.4832,0.105263157894737,0.00316957210776545,0.510966693744923,0.00615384615384615
