53.8,47.8
49.6,13.7
61.5,119
54.7,89.8
62.6,77.7
40,38.9
77.7,27.1
39.6,396
58.8,82
82.8,213
57.8,426
50.5,38.2
22.3,12.6
48.3,38.2
47,47.4
25.5,14.3
28.6,24.4
38.5,22.7
50,47
62.1,21.7
32.5,39.6
62.6,11.7
26.9,17.2
45.7,39.6
67.3,281
73,51.4
32.8,35.9
56.7,39.6
73.7,107
58.3,75.7
73.7,209
131,181
46.6,16.7
52.3,109
46.1,37.5
50.9,244
37.2,104
48.7,15.5
44.1,23.1
85.8,113
49.6,15.7
40.3,29.2
46.1,19.3
74.3,79.1
57.3,17.3
33.1,11.1
50,94.7
54.2,638
44.9,54.7
43.3,102
79.9,172
64.9,195
47.4,84.3
67.3,81.3
54.7,27.9
19.8,48.3
50,262
67.3,221
34.3,14.7
64.4,15.4
45.7,74.3
85.8,500
35.9,79.1
52.3,23.7
38.5,17.5
50,100
59.4,22.7
53.3,11.9
66.1,54.7
56.2,15.1
54.7,22.1
62.1,19.5
50.5,41
49.1,25.3
49.6,26.9
49.1,67.3
35.9,259
62.6,56.7
58.3,346
59.4,188
70.4,121
70.4,69.8
67.3,39.6
44.9,47.8
38.5,99.1
53.8,26.7
39.2,30.2
33.7,33.1
71.7,24.4
50.5,26.4
46.1,90.6
60.4,308
53.8,193
45.3,57.8
24.4,31.1
38.2,85.8
27.4,149
52.8,15.4
40.7,47.8
54.7,33.4
27.6,1
56.2,55.2
55.2,93.1
58.3,6.44
31.9,271
56.7,82
42.6,22.1
47,403
32.8,7.37
56.2,21.3
53.3,41.8
47.4,14.3
38.9,17
44.1,257
69.8,12
45.7,6.79
95.6,334
54.2,35.2
84.3,123
39.6,7.17
68.5,4
39.2,87.4
59.4,24.6
25.7,17
35.5,40
51.4,73.7
30.8,9.31
53.8,47.4
38.9,42.9
76.4,25
46.1,164
40.7,31.6
43.7,17.2
35.9,52.3
27.4,41.4
65.5,52.8
43.7,13.8
48.3,274
28.9,5.19
67.3,35.9
84.3,375
79.9,19.5
39.2,13
52.3,13.2
62.1,82.8
62.1,151
43.7,63.8
48.7,20
35.2,35.5
83.5,49.6
32.5,17.3
46.6,67.3
56.7,58.3
63.8,146
47.4,289
77.7,33.7
42.2,41.8
99.1,349
44.1,25
37.9,31.1
67.9,62.1
58.3,151
57.3,9.65
57.3,1.93
78.4,105
71.7,49.6
45.7,24.1
29.2,14.9
82.8,42.2
45.3,59.9
32.8,30.2
60.4,27.4
49.6,15.3
36.5,410
73,24.6
38.9,87.4
48.3,33.4
50.5,34.3
33.4,69.2
63.8,457
44.1,6.73
39.6,75
27.4,13
28.6,13
61.5,92.2
36.2,125
64.4,13.6
44.9,21.9
90.6,71.7
42.6,42.2
49.1,1.83
28.4,8.13
52.8,49.1
36.8,42.6
42.6,20
73,183
53.3,259
39.2,46.1
35.9,30.8
55.2,83.5
49.6,21.5
30.8,2.35
42.9,31.1
38.9,244
129,217
39.2,40.3
55.7,25
63.8,27.9
40,82.8
51.9,23.5
63.8,37.2
79.9,255
85.8,143
55.2,95.6
35.9,33.4
60.4,29.2
48.7,53.3
54.2,25.3
53.3,562
31.6,119
33.7,20.5
37.9,33.4
54.2,22.5
51.9,22.5
62.6,213
63.2,57.8
57.8,65.5
73,59.4
36.8,38.5
93.9,44.9
30.8,23.3
65.5,31.1
75,50.5
47.4,105
52.8,106
22.1,37.5
49.1,23.1
23.1,7.3
81.3,33.1
56.7,445
36.2,18.3
38.5,136
72.3,54.7
111,382
32.8,42.2
62.6,131
67.9,49.6
59.9,84.3
62.1,36.2
67.3,50.5
42.2,106
43.3,175
28.6,155
52.3,129
43.3,21.1
33.7,39.2
53.8,183
53.8,55.7
29.7,27.6
66.1,229
42.6,42.9
57.8,63.8
52.8,10.6
66.1,45.7
108,239
31.3,69.2
51.9,44.1
59.9,25
38.9,12.1
58.3,51.9
135,157
18.1,95.6
43.3,50
70.4,153
49.1,131
46.6,45.3
87.4,3.31
54.2,183
47,65.5
67.3,11.9
56.2,105
63.8,217
47,39.2
42.2,11.8
46.6,30.2
40.7,39.2
61.5,40
67.3,262
63.2,610
34.6,26.7
58.8,19.6
31.3,3.19
41.4,9.47
51.9,3.92
58.3,87.4
46.6,12.7
61.5,24.6
43.3,37.5
57.3,25.5
46.6,61.5
91.4,514
27.6,17.8
31.9,21.5
36.2,150
35.5,18.6
82.8,311
53.8,79.1
53.3,32.8
67.9,27.9
76.4,337
49.6,49.1
34.3,79.9
44.9,95.6
39.6,19.6
31.9,40.7
35.5,157
61,269
68.5,10
47.8,16.1
42.9,30.5
56.7,10.1
38.9,93.1
47.8,40.3
67.9,77
79.9,64.4
62.6,114
59.4,76.4
54.2,48.3
67.3,30.5
54.7,15.1
40.7,74.3
22.5,1
67.3,217
46.1,41.8
32.8,46.1
66.7,45.3
53.3,56.7
21.1,16.5
93.1,31.3
55.2,32.2
57.8,200
67.3,51.9
55.7,231
59.4,24.6
59.9,111
26.9,21.1
36.2,29.7
32.8,11.9
35.2,12
22.3,35.5
25.9,6.98
76.4,337
36.8,30.8
45.3,18.6
30,29.4
78.4,145
34.9,46.1
80.6,221
44.9,292
92.2,51.4
45.3,219
40.7,66.1
63.2,36.5
53.3,46.6
38.9,57.8
55.2,71
64.4,12.2
68.5,123
69.2,52.3
98.2,88.2
41.8,92.2
52.3,82
55.7,54.2
50.9,237
71,56.7
29.2,46.6
32.8,46.6
54.7,40.7
47.8,58.8
47,195
49.1,39.6
46.1,75
23.5,70.4
73,168
73.7,106
41,46.1
38.2,9.82
61.5,82.8
86.6,211
32.8,17.8
56.2,112
19.5,21.3
51.9,4.37
60.4,49.6
64.4,46.6
44.5,29.2
54.7,8.43
71,172
79.9,129
24.1,82.8
44.5,202
52.3,33.4
35.5,20.5
40.3,15.8
65.5,35.5
41,23.7
53.8,25
79.9,47
45.3,30.8
48.7,27.1
95.6,34.9
65.5,5.19
59.9,82.8
35.9,99.1
68.5,349
40.7,233
35.5,65.5
41,136
30.5,8.9
53.8,29.4
62.6,63.8
48.7,22.9
62.1,562
40.7,11.8
38.2,334
40,157
42.6,13.1
56.7,85.1
47.8,132
50.9,76.4
63.8,64.9
46.6,38.2
43.7,426
58.8,313
81.3,40
38.9,42.9
51.9,17.8
67.3,7.23
112,64.4
66.7,22.1
56.2,47.4
33.7,8.9
42.2,52.3
54.7,26.4
56.2,59.4
44.1,118
31.6,21.9
55.2,22.5
36.5,24.1
113,77
50.9,50
45.3,40.7
55.7,47.8
64.9,65.5
45.7,114
39.6,29.2
33.7,151
51.9,62.1
66.7,92.2
58.3,82.8
43.3,72.3
89,25
60.4,5.23
32.5,25.7
54.2,85.8
108,82.8
32.2,14.1
40.7,18.4
38.2,58.8
47,27.9
25.7,5.78
36.2,241
55.7,47.8
73,150
56.7,20.4
85.8,93.9
42.9,181
64.9,599
77,164
64.9,165
67.3,37.2
49.1,160
54.2,21.3
73.7,195
54.7,53.8
40.3,67.9
50.5,211
47.4,8.66
109,45.3
41.4,16.3
82,37.9
67.3,13.3
48.7,52.3
67.9,68.5
29.2,35.9
92.2,37.9
73,114
93.1,124
21.1,26.7
76.4,106
73,52.8
64.4,24.8
44.5,31.6
42.9,40.7
54.2,31.9
45.7,161
61.5,151
41.4,21.3
32.8,36.5
59.9,79.1
48.3,29.7
54.7,45.3
64.9,12
40,12.7
45.7,17.3
75.7,403
50.5,55.7
40,101
54.2,73
85.8,115
25.5,31.1
60.4,55.7
77,21.5
64.9,223
37.5,5.38
68.5,26.7
45.7,10.8
81.3,61.5
34.3,34.9
31.3,5.67
42.2,36.5
69.2,23.9
71.7,21.5
76.4,13.9
39.6,22.5
55.7,10.1
102,35.9
29.7,91.4
39.2,28.6
44.1,47.8
61,112
57.3,102
44.5,45.3
62.6,27.9
71,13.6
75,13.7
56.7,382
71.7,407
97.3,75.7
59.4,31.3
55.2,461
62.1,21.1
49.6,27.6
91.4,183
50,13.6
33.4,89
78.4,79.1
44.5,16.7
53.3,215
53.8,17
65.5,46.6
61,29.7
49.1,154
50.5,44.5
105,267
69.2,130
48.7,37.9
50.5,15.3
57.3,20.2
58.3,241
67.3,122
75,137
25.3,28.4
37.5,40
30.2,22.1
57.8,77.7
43.7,11.7
58.3,67.3
45.3,21.1
43.7,71
71,35.2
59.4,20.9
98.2,149
71.7,30
57.3,40.3
54.7,28.4
40.7,135
40.3,16.7
45.3,328
62.1,104
53.3,75.7
50,23.1
50.5,28.4
32.2,17.9
45.3,46.6
37.5,106
52.8,15.4
50,22.1
34.9,27.1
61.5,35.5
69.8,76.4
82.8,372
55.7,66.1
47.8,3.49
52.3,31.1
78.4,92.2
53.3,198
41.8,188
28.4,55.2
44.1,28.9
62.1,137
28.9,49.1
50.5,106
44.9,50
37.9,91.4
28.9,9.31
69.8,12
70.4,86.6
33.4,13.5
30.2,25
46.6,191
45.7,30.8
55.2,28.6
38.9,33.4
43.3,24.8
80.6,82.8
48.7,25.3
36.5,223
87.4,53.3
32.2,38.9
146,53.3
52.8,131
84.3,100
44.5,10.9
40.7,78.4
47,45.3
45.3,188
28.6,19.5
37.2,44.9
37.2,28.6
27.9,12.1
48.7,352
40,43.3
96.5,16.4
151,346
37.9,35.5
129,123
28.9,23.9
39.6,49.1
67.3,120
48.3,685
56.7,45.7
53.8,26.4
33.1,17.2
38.2,55.2
53.3,17.6
71.7,129
73.7,47
45.7,30.8
65.5,64.4
49.1,118
47.4,44.9
68.5,126
58.8,40.7
37.2,127
50,14.1
47.8,154
71,57.3
28.1,77
64.9,27.9
79.9,31.3
47.4,52.8
54.2,44.1
53.8,73.7
56.2,117
57.3,89
35.9,27.9
37.2,106
41.8,229
59.4,69.2
41,17.9
52.3,237
43.7,24.6
63.8,20.7
48.3,286
47.4,122
57.8,59.9
53.3,276
53.8,42.9
66.1,64.4
43.7,15
40,21.9
40,638
45.7,6.26
63.8,191
70.4,6.26
75,217
57.8,45.3
40.7,31.1
63.2,13.8
81.3,136
36.8,2.81
42.9,100
36.5,35.5
38.2,47
66.7,250
51.9,259
63.2,75
35.9,75
66.1,1
67.3,78.4
37.2,39.6
