60.4,57.8
38.2,71
29.7,9.39
55.7,343
36.2,142
93.1,50.9
40,13.1
55.7,403
47,20
113,58.3
59.4,28.1
45.7,248
63.8,14.9
65.5,42.6
95.6,34.9
81.3,131
83.5,43.7
110,1334
64.4,204
28.4,15.7
33.7,45.3
55.2,16.5
61.5,17.6
28.9,15.7
66.1,54.7
79.9,267
36.5,23.3
67.9,82
24.4,178
47,50.5
76.4,205
56.7,474
46.1,15.8
33.7,16.7
57.3,26.4
41.4,12.4
79.9,23.7
73.7,75
50.5,538
50.5,379
48.7,15.8
57.8,53.8
64.9,334
42.9,55.2
57.3,30.2
73.7,791
66.7,16.3
103,757
53.3,229
105,27.1
50.9,257
76.4,362
85.1,89.8
104,102
36.5,14.3
63.8,35.9
67.9,355
71.7,372
41.8,23.5
40.7,90.6
58.3,16
56.2,28.9
94.7,813
54.2,533
76.4,368
48.3,45.7
47,16.1
48.7,22.3
61.5,124
46.1,289
69.2,112
78.4,62.6
44.9,28.4
74.3,573
85.1,130
67.9,25.9
37.9,26.9
62.6,15.5
56.2,271
39.6,16.4
58.3,30.5
33.1,83.5
82.8,85.1
67.3,331
64.9,866
65.5,30.8
33.1,12.6
33.7,18.6
67.9,23.9
36.8,17.5
38.2,21.1
53.3,28.9
57.8,372
47.4,55.2
50.5,257
44.1,32.5
53.8,81.3
37.2,542
123,90.6
57.3,34.6
56.2,221
95.6,279
32.8,302
51.4,195
59.4,135
44.5,12.3
73,828
70.4,583
62.6,76.4
43.3,426
79.1,85.8
70.4,62.1
25.7,28.6
64.9,66.7
46.1,30.5
31.9,72.3
52.3,41
66.1,48.7
38.5,211
33.7,12.5
66.7,51.9
53.3,30.8
45.3,24.1
86.6,429
57.8,588
85.8,46.6
31.3,13.9
61.5,168
58.8,34.3
68.5,221
49.6,3.89
93.1,221
29.7,202
43.3,178
44.5,11.7
80.6,429
75.7,65.5
53.3,723
39.6,22.7
27.9,426
28.9,154
46.6,26.4
35.9,3.55
92.2,16
61,346
55.2,184
43.3,22.9
50.5,403
63.8,23.5
55.7,34.9
43.7,22.7
61.5,32.5
86.6,505
41.8,158
60.4,25.3
38.2,13.9
31.6,31.3
47.8,343
57.3,15.3
47.4,12.6
34,14.9
52.3,36.5
48.3,331
58.8,27.6
61.5,466
89.8,157
66.7,457
30.8,13.9
45.3,15.1
52.3,594
74.3,195
40,21.7
95.6,615
72.3,346
92.2,389
41,119
66.1,105
40.7,158
78.4,112
52.3,29.4
59.9,213
44.5,19.8
51.4,81.3
36.5,108
67.3,610
59.9,47.8
59.9,453
37.2,30
57.8,19.6
71,43.3
75,202
72.3,50.5
74.3,325
71,349
71,20.4
63.2,20.7
118,21.7
95.6,500
75,16.7
21.5,20.9
58.8,355
33.4,429
55.2,7.77
85.8,25.7
86.6,143
25,300
47.8,26.4
47.8,53.3
40.3,349
37.5,19.8
50,308
53.3,184
76.4,15.7
36.8,621
77,45.3
39.2,13.1
76.4,106
50.5,12.6
56.7,67.9
34,9.56
74.3,47.8
69.8,14.5
51.9,52.8
48.3,542
49.1,102
70.4,121
46.1,103
64.9,48.3
51.9,19.5
42.6,316
42.2,32.2
42.9,103
81.3,30.8
50.5,437
34,28.9
31.3,23.1
62.6,32.5
57.8,355
37.2,18.1
65.5,500
73,41
64.9,48.7
41,155
63.2,163
61.5,547
96.5,71.7
48.3,22.9
62.1,170
55.7,271
57.3,119
54.7,322
32.8,76.4
40,18.4
21.7,17.5
86.6,59.4
85.8,147
60.4,56.2
50.9,1.68
53.8,30.5
53.8,211
67.3,31.6
52.3,319
90.6,114
72.3,53.3
19.6,23.7
70.4,328
41.8,355
44.1,13.5
74.3,843
37.2,23.9
54.7,17.2
89.8,88.2
47.4,82.8
70.4,15.3
44.1,89
71.7,20.9
56.7,17.3
60.4,63.2
71,34.9
69.2,843
50.9,123
39.6,30.8
52.3,37.5
77.7,57.3
46.6,15.5
28.6,621
47.4,209
48.7,30
54.2,141
66.7,4.74
61.5,90.6
33.7,407
64.9,661
100,83.5
79.1,35.2
97.3,34.3
38.9,21.1
43.7,115
42.2,18.8
73,24.6
44.9,19.6
77.7,255
43.3,259
92.2,644
94.7,48.7
96.5,67.3
45.3,578
75,334
41.8,14.1
52.8,22.3
61.5,567
43.3,43.3
37.9,44.1
49.6,253
33.1,7.84
61.5,547
79.9,279
66.1,362
69.2,46.6
28.1,63.2
64.9,28.4
67.9,74.3
37.2,325
36.5,9.39
29.2,41.4
51.4,71
54.2,31.6
33.7,14.1
38.9,38.9
40.3,328
47.4,133
21.1,9.82
50.5,16.7
58.8,931
75,514
71.7,31.9
42.2,7.5
127,20.7
64.4,70.4
62.1,31.1
57.8,359
49.6,129
55.7,28.4
55.2,71.7
61.5,26.7
53.3,11.4
33.1,49.6
34.9,478
36.2,15.1
59.9,48.7
62.6,71
40.7,18.8
64.4,396
42.9,9.39
101,28.6
26.7,11.8
24.6,7.23
35.9,13.6
64.4,221
89.8,105
51.9,219
61,35.2
59.9,168
53.3,108
62.1,28.4
79.1,45.3
99.1,552
68.5,717
57.8,18.4
42.2,3.72
81.3,94.7
60.4,33.7
79.9,64.4
76.4,85.1
62.1,57.3
91.4,820
79.1,400
122,615
44.9,196
59.4,111
69.8,615
90.6,407
63.2,55.2
55.2,160
46.1,244
82.8,47.4
49.1,12.7
31.9,11.2
61,202
55.2,16.1
119,1165
47.8,38.2
69.2,13.1
69.8,127
34,19.5
44.9,27.6
93.1,38.9
60.4,28.6
82.8,114
27.1,20.4
34.6,137
102,58.8
34.9,262
31.6,27.6
26.9,11
49.1,28.4
62.6,414
43.7,15.5
52.8,82
27.4,21.7
30,50.5
50.5,34.9
56.2,39.6
38.2,126
53.3,57.8
58.3,30.8
51.9,453
52.3,79.9
47,18.3
38.9,28.4
61.5,429
53.3,65.5
69.8,129
58.8,5.38
66.1,13.6
32.2,12
81.3,178
59.9,21.3
46.6,11.8
66.1,15.4
41.8,14.1
62.1,188
55.2,231
52.3,346
53.8,13.7
42.2,13.8
48.3,10.3
72.3,49.6
64.4,47.4
24.6,26.2
60.4,74.3
44.5,259
34.3,193
44.1,27.6
61,28.1
44.5,31.6
73.7,322
41.8,47
32.2,13.9
49.6,80.6
48.7,53.3
85.1,50.9
89,626
66.7,292
39.6,21.9
50.5,52.8
52.8,196
112,106
57.8,62.6
94.7,72.3
69.8,164
91.4,604
55.7,105
32.5,12.6
77,437
34.9,45.3
34,20
61.5,34.6
63.2,18.4
50,23.7
61.5,41.4
46.1,64.4
39.6,118
79.1,33.4
52.3,24.8
44.1,11.9
35.9,26.2
33.7,22.1
41,25.7
43.3,250
77,59.9
48.3,19.1
60.4,36.5
35.9,8.82
52.3,219
49.6,34.6
85.8,79.9
49.1,392
36.8,403
77,313
44.9,121
50.9,35.5
64.9,33.7
38.2,82.8
59.9,40.7
52.3,38.2
49.6,205
66.1,237
53.8,125
62.1,12.6
69.2,44.5
54.2,27.9
44.9,15.4
28.1,1
58.8,106
31.1,14.1
53.8,505
37.9,30.2
82,64.4
57.8,22.9
69.2,32.2
45.7,13.3
47,101
51.4,161
46.1,66.7
58.8,59.9
38.2,28.9
59.4,130
29.7,6.61
73.7,557
29.7,42.9
55.7,241
63.8,43.3
64.9,24.1
23.3,26.7
33.4,21.3
42.9,183
85.1,96.5
48.7,76.4
34.9,12.2
82,129
47.8,453
43.7,41.8
60.4,149
85.1,139
42.2,61.5
111,429
69.2,429
50,231
45.3,28.9
54.7,392
36.8,47.8
61.5,35.9
27.9,15.1
37.9,19.3
50.9,11.4
60.4,102
45.7,10
40,14.9
38.9,173
50.5,355
52.3,12.9
57.3,30
53.3,19.3
69.8,57.8
79.1,45.3
35.9,209
45.7,26.2
39.2,30
60.4,19.1
41.4,94.7
82.8,47.4
57.3,55.2
63.2,26.9
72.3,349
73.7,77
76.4,40.7
81.3,50
89,352
42.2,38.5
56.7,235
50,594
85.1,55.2
66.7,69.2
30.5,17.9
72.3,37.5
63.8,17.8
39.2,644
50.5,235
83.5,294
81.3,400
43.7,75.7
42.9,38.5
47.8,97.3
64.9,407
33.4,43.7
53.3,195
93.1,56.2
54.2,50
32.5,13.1
30.5,55.7
52.3,47.4
51.4,519
64.9,5.23
43.3,17
39.6,13
75,46.6
108,188
67.9,685
88.2,710
64.9,176
90.6,44.1
62.6,16.5
50,496
64.4,858
53.3,23.9
57.8,13.5
87.4,75.7
37.2,16.1
104,328
51.4,433
89.8,76.4
82.8,542
80.6,24.8
59.9,461
67.9,59.4
68.5,685
38.5,231
46.1,32.5
88.2,828
24.6,25.9
50.9,30.8
45.7,20.2
62.6,11.4
69.8,18.3
69.8,359
82,38.5
33.7,11.5
37.5,95.6
23.1,22.3
58.8,35.2
60.4,346
57.3,267
28.9,235
81.3,149
54.2,114
35.9,8.98
55.7,51.4
63.2,316
61.5,30
93.1,777
57.8,37.2
50.5,40
44.1,445
22.1,17.2
61.5,17.8
47.8,233
49.1,28.1
40,39.2
30.5,149
85.8,79.9
71.7,16.3
58.8,334
21.3,176
67.3,96.5
83.5,461
108,23.3
73,248
54.2,40.3
48.3,62.6
66.7,931
23.3,44.1
45.3,40.3
58.8,27.4
75.7,319
69.8,271
46.6,10.6
89,170
52.8,24.8
84.3,433
46.1,211
34.6,115
53.8,359
34.9,65.5
103,20.4
46.1,25.7
49.1,52.3
40.7,16.7
37.9,129
51.4,362
39.6,27.6
71.7,38.5
56.2,213
43.7,16.1
58.8,209
53.8,49.1
75,215
39.2,15.7
58.8,73.7
56.7,57.8
81.3,12
48.3,882
45.7,85.8
51.4,13
31.1,33.4
56.7,64.4
61.5,78.4
44.1,115
64.9,40.7
50.9,15.8
58.8,227
57.8,4.33
64.4,410
47,30.5
72.3,1075
54.7,322
77.7,528
48.7,16.8
51.4,233
31.3,184
71.7,16.7
44.5,13.8
38.5,30
47.8,509
38.5,119
46.6,20.2
48.3,237
57.8,18.8
47,19.6
69.2,3.68
60.4,233
63.2,40.7
69.8,229
67.9,45.3
34.9,21.7
39.2,25.5
51.9,8.58
62.6,407
61,62.6
108,973
64.4,20
69.2,18.9
50,27.9
61.5,67.3
65.5,79.9
36.5,135
59.9,389
49.6,42.2
26.4,37.9
44.9,22.7
67.9,50.5
57.8,39.2
71.7,53.3
65.5,24.1
25.5,219
41,44.9
42.2,21.3
69.2,106
67.9,68.5
43.3,6.04
48.3,49.1
42.6,17.9
102,379
28.6,99.1
41,331
59.9,50.5
65.5,15.4
75.7,359
54.2,25.9
83.5,552
43.3,14.2
50.5,34.6
85.1,27.1
44.5,23.7
54.7,102
85.8,311
44.9,27.9
115,355
38.2,20.9
68.5,305
45.3,89
89,34.9
50.9,61
77.7,37.2
70.4,34.6
77.7,126
61.5,48.3
63.2,167
66.1,11.3
30.8,11.1
62.6,126
50.9,46.1
50,30.2
67.9,82.8
54.2,34
72.3,562
56.7,235
63.8,1433
48.3,19.5
50,14.3
55.2,15.7
47,29.4
66.1,505
30.2,181
39.6,15.8
44.5,17.9
37.5,26.9
79.9,43.3
57.8,22.5
63.2,225
57.8,27.9
59.4,45.3
28.6,37.2
44.1,17.9
33.7,9.22
63.2,362
65.5,21.7
66.1,311
65.5,165
65.5,66.1
56.7,157
69.2,48.3
50,200
57.8,45.3
24.6,27.6
71,23.7
40.7,500
63.8,30
99.1,176
85.1,68.5
61,176
54.7,649
80.6,35.5
79.1,538
66.7,85.8
33.1,157
35.2,32.5
46.1,23.1
44.5,49.1
34.3,139
48.7,59.4
50.5,487
47.4,239
89,49.1
57.8,21.9
58.8,55.2
51.9,26.2
46.6,8.2
58.3,85.8
69.8,583
44.5,23.9
38.9,13.5
75,18.8
36.8,25
79.9,679
65.5,79.1
33.4,36.5
93.9,8.74
42.6,26.7
62.6,20
67.3,170
42.6,49.1
25.3,34.3
40,36.5
44.9,33.4
81.3,47.4
34.9,28.9
64.9,126
42.9,41.8
62.1,588
35.9,16.8
64.4,24.4
93.9,1420
50.9,18.1
110,40.7
90.6,30.2
41.4,27.1
50.5,29.2
67.9,46.6
48.3,62.6
60.4,523
65.5,35.2
47.8,30
69.2,34.6
60.4,68.5
67.9,56.2
65.5,9.65
57.8,573
49.6,61
49.1,866
43.7,30.8
64.9,1075
45.3,13
45.7,11.1
33.4,28.9
77.7,257
97.3,47.8
84.3,55.2
74.3,81.3
79.1,365
49.6,437
76.4,375
56.2,154
66.7,231
34.6,5.94
47.4,21.3
75,27.6
106,509
47,46.1
56.7,42.6
36.2,207
69.2,141
42.6,36.8
115,191
47.4,45.7
76.4,300
63.8,32.2
79.9,147
38.5,43.3
33.4,163
92.2,673
30.2,13.8
83.5,685
34,21.5
37.5,188
30.8,18.1
67.3,44.1
53.3,349
49.6,1
41.8,352
76.4,23.5
36.2,20.9
58.8,29.2
45.3,281
67.3,16.8
108,466
40.7,34
30,403
102,59.9
46.1,16.7
42.6,7.91
47.8,161
189,1346
65.5,418
36.8,58.8
41.8,26.9
48.7,267
46.6,70.4
40,63.2
44.5,22.7
31.3,14.1
47,78.4
54.2,26.7
82,61.5
29.7,313
73.7,11.3
88.2,37.5
51.9,4.49
40.3,11.7
49.6,106
45.3,5.94
51.4,101
53.8,17.6
59.4,57.3
61,610
50.9,10.6
45.3,16.1
57.3,13.2
33.7,31.3
62.1,667
47.4,20.7
51.4,18.3
69.2,81.3
76.4,61
56.2,16.7
114,28.4
39.6,10.6
40,101
59.4,41
57.3,13.7
62.1,51.4
47.4,28.9
53.3,20.4
52.8,24.6
54.2,20.7
44.5,528
53.8,75.7
46.1,22.7
53.3,112
67.3,25
91.4,183
44.5,28.6
58.8,79.1
72.3,146
65.5,77.7
31.6,44.9
55.2,114
66.7,24.8
62.6,523
68.5,75
76.4,340
39.2,461
36.5,25
53.3,89.8
44.5,27.1
41.8,32.8
76.4,262
72.3,44.5
61.5,14.5
53.3,25.5
43.7,10.1
77.7,38.5
56.7,24.1
51.4,14.3
73.7,302
89,453
45.3,69.8
51.4,18.8
81.3,55.2
82.8,279
70.4,583
46.6,44.5
51.4,253
120,1420
45.7,21.1
41.4,44.5
56.2,12.1
46.1,48.3
45.3,18.3
40.7,34.9
