"","Acc","Recall","Pre","FPR","Fmeasure","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",0.4714,0.328947368421053,0.00475285171102662,0.527509068923821,0.00937031484257871,0.4701,0.19047619047619,0.00228136882129278,0.528127201368622,0.00450873567537103
"2",0.4678,0.346666666666667,0.00490658614832987,0.531284634760705,0.00967621883141049,0.4659,0.125,0.00132100396301189,0.53218020917136,0.00261437908496732
"3",0.4699,0.315068493150685,0.0043610163064088,0.528961418353984,0.00860295492799701,0.4689,0.206349206349206,0.0024649222601441,0.529435443292744,0.00487165074011617
"4",0.4952,0.376623376623377,0.00576655398687612,0.503879875037791,0.0113591852722288,0.4932,0.157894736842105,0.00178962020282362,0.504877803479835,0.00353912701533622
"5",0.4871,0.320987654320988,0.00509803921568627,0.51154350236919,0.0100366724570546,0.4856,0.166666666666667,0.00215686274509804,0.512281054962754,0.00425861401471158
"6",0.4626,0.350649350649351,0.00504578583442347,0.53653129094024,0.00994841562269713,0.4607,0.137931034482759,0.00149504765464399,0.537417018708509,0.0029580329081161
"7",0.4944,0.292682926829268,0.004778972520908,0.503932244404114,0.00940438871473354,0.4923,0.0491803278688525,0.000597371565113501,0.504980380319952,0.00118040527247688
"8",0.49,0.253012048192771,0.00415101798774461,0.508016537259252,0.00816802800466744,0.489,0.150684931506849,0.00217434275548527,0.508512138611867,0.00428682774746687
"9",0.4988,0.333333333333333,0.00481154771451484,0.5,0.00948616600790514,0.4972,0.142857142857143,0.00160384923817161,0.500804505229284,0.00317208564631245
"10",0.4992,0.294117647058824,0.00502714659159461,0.49904185577408,0.00988533017002768,0.4979,0.166666666666667,0.00241303036396541,0.499697824335214,0.00475718533201189
"11",0.4728,0.2875,0.0043909889270714,0.52570564516129,0.00864986837156826,0.4712,0.109375,0.00133638793432608,0.526469404186795,0.002640513013957
"12",0.4596,0.289473684210526,0.00409530900967982,0.539097138250705,0.00807635829662261,0.4582,0.129032258064516,0.00148920327624721,0.539746427852687,0.00294442399705558
