,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50
1,0,0,0,0,0,0,0,0,0.586925875992415,0.894228966926304,0.797595960206732,0,0,0,0.818380907862428,0,0,0,0,0.115277940173861,0,0.340208144842776,0,0,0.65450755372369,0,0,0,0,0,0,0,0.969400315629545,0.607777906335424,0.977456949789032,0.976187292906697,0,0.646845870845357,0,0.905332091529612,0.593320817136635,0,0.66326605000783,0.665385260822255,0,0.342003886560959,0,0,0,0
2,0,0,0.81551376141634,0,0,0,0,0,0.574744168242454,0.761409139557274,0.752200961313011,0,0,0,0,0,0,0,0,0.0974614102484872,0,0.232597462583084,0,0,0.626513317591489,0,0,0,0,0,0,0,0,0.598982212392188,0.95189205695623,0.854797283708583,0,0.638251192202986,0,0.847587722816307,0.493163489012724,0,0.622580443296661,0.63834281470819,0,0.269485899227055,0,0,0,0
3,0,0,0.931537291600657,0,0,0,0,0,0.564873267119685,0.674226331732627,0.714956244176161,0,0,0,0,0,0,0,0,0.0823984442079832,0,0,0,0,0.605948714592823,0,0,0,0,0,0,0,0,0,0.889041292610513,0.764243261602764,0,0.630230490100703,0,0.799036174647978,0.420444547529345,0,0.590205727262737,0.616546769988443,0,0.212667874643179,0,0,0,0
4,0,0,0.97459354997296,0,0,0,0,0,0.556874081632818,0,0.684397384954404,0.0977198552694032,0.152437647126042,0,0,0.151472103975694,0,0,0.837972111658275,0.0696634928150213,0,0,0.83048416551819,0,0,0,0,0.885721878124896,0.690955064909497,0,0,0,0,0,0.784909099017139,0,0,0,0,0.758212983019987,0,0,0.564437654961062,0.598970903493328,0.702511101461362,0.168150810736602,0,0,0,0
5,0.992581343510019,0,0.99057169268111,0.989012332967472,0.855311652298906,0,0,0,0.550391184558101,0,0.659323413198396,0.101280324353092,0.15498300702185,0.477924754726871,0,0.157362345860554,0.791960222488594,0.723926299495733,0.882356302902107,0.0588967672312199,0,0,0.892056034409369,0.887651529830708,0,0,0,0.917154096974414,0.734579207767343,0.931400668998077,0,0,0,0,0.659960678857206,0,0,0,0.471729320018035,0.723873074524617,0,0.514124311760786,0,0.584789512680626,0.793357862039685,0,0,0,0,0
6,0.994184931910972,0.748633792733862,0.996501164908721,0.991600507821282,0.8853239116796,0.429548558689489,0.683486514105846,0.479260950824594,0,0,0,0.103661866303145,0.156822642470541,0.488808619749796,0,0.161619312257666,0.840718070031895,0.781206374541912,0.914582362280305,0.0497940778842485,0.87797852985051,0,0.931263650130091,0.913163215518942,0,0.457094352657828,0,0.939940878135659,0.763033871736232,0.945665882693525,0.875961503274819,0,0,0,0.539891249685266,0,0,0,0.480527213435705,0,0,0.529839589213654,0,0,0.856384885851578,0,0.412686181388815,0.418825479955863,0,0
7,0.995441894778967,0.790197583596023,0.998701585917608,0.99357903104895,0.909109100020617,0.440989912187463,0.706516482507794,0.489150628084438,0,0,0,0.10525176511547,0.158152192767357,0.496775834749627,0,0.164710191511959,0.877697838088793,0.826519285774528,0.937980758735065,0,0.899188012134031,0,0.956230199922833,0.932881799568369,0,0.471785928554923,0,0.956460150865858,0.780045597072388,0.956961782763806,0.895558844620938,0.776806094888992,0,0,0,0,0.296254318063155,0,0.487383321225284,0,0,0.542109434289117,0,0,0.900112575204947,0,0.429720406248745,0.434400106420458,0.287447361749807,0.835182932179514
8,0.996427157368378,0.82465769712826,0.999518160822202,0.995091507762463,0.927959234114513,0.450185787709861,0.725774590272154,0.497085736226694,0,0,0,0.106310769748982,0.159113067661069,0.502607975766062,0,0.166961474646298,0.905729985119242,0.862340130032752,0.954969648415233,0,0.916669847221892,0,0.972128352769736,0.948122758730183,0,0.483575537797597,0.790568967494926,0.968435794779053,0.789025371391525,0.965905732728232,0.91142277874714,0.790636775494231,0,0,0,0,0.300831200718651,0,0.492722087687403,0,0,0.551677776766334,0,0,0.93045244457221,0,0.443567351076523,0.447009111187195,0.315947887421826,0.859722265176989
9,0.997199449365181,0.853227273274776,0.999821190330258,0.996247716469332,0.942898258621243,0.457576378019874,0.741874837068137,0.503452470151592,0,0,0,0.107014283122578,0.159807478835888,0.50687719402365,0,0.168604848666386,0.926971451544201,0.890644500611709,0.967304782798202,0,0.931069505751935,0,0.982251947279661,0.959902855790834,0,0.493040177896327,0.80926646548517,0.977117535521068,0.792717137032946,0.97298708980044,0.9242359344624,0.802707633143334,0,0,0,0,0.304794698140599,0,0.4968769642111,0,0,0.559132945547468,0,0,0.951505385350112,0,0.454823417444621,0.457217023576984,0.340142380721064,0.880607978607486
10,0.997804805678043,0.876912827742407,0.999933644046673,0.997131577068239,0.95473766665304,0.463515711060055,0.755332197277548,0.508560744240957,0,0,0,0.107480176592511,0.160309304811301,0.510002323791679,0,0.169806379496953,0.94306264259325,0.913002661930266,0.976260961990038,0,0.942925254177942,0,0.988698429886056,0.969007970848555,0,0.500640400447995,0.824624222685408,0.983411361795288,0.793125635913965,0.978593553631886,0.934583723994649,0.813213742476266,0,0,0,0,0.308218329700419,0,0.500109406904133,0,0,0.564938689462987,0,0,0.966116013589696,0,0.463973393821745,0.465480984179671,0.360629232812319,0.898384053676263
11,0.998279310485859,0.896549107795684,0.999975375422658,0.997807241897312,0.964120579728916,0.468288481871728,0.766578357270315,0.512659252023958,0,0,0,0.107787565742611,0.160671944200338,0.512289962438813,0.794162550562511,0.170685901396892,0.955249543968386,0.930659806933885,0.982763780948137,0,0.95268360187334,0,0.992803408404685,0.976045529179996,0,0.506744653198522,0.837119092580175,0.987974069937257,0.791621165865881,0.983032204723548,0.942950131799175,0.822338117431896,0,0,0,0,0.31116780783031,0,0.502623888712839,0,0,0.56945905834054,0,0,0.976257435982918,0,0.471411349467004,0.472171137605128,0.377943540992846,0.913513479151832
12,0.998651248149442,0.912828278998398,0.999990861862744,0.99832375203682,0.971556682041794,0.472123606238833,0.77597501313099,0.51594755479742,0,0,0,0.107989479554419,0.160933992316285,0.513964545457587,0.797524327884853,0.171330290066113,0.964477750665287,0.944601972699635,0.987485287016301,0,0.96071388500712,0,0.995417368554317,0.981485024118219,0,0.511648094275306,0.847215289165465,0.991281804323582,0.78909774069451,0.986546231614645,0.949726005023124,0.830248676793333,0,0,0,0,0.313702012712642,0,0.504579930218335,0,0,0.572978765699633,0,0,0.983298236337376,0,0.477457615276641,0.477587171162131,0.392554858296269,0.926390310192158
13,0.998942789212519,0.926324230723331,0.999996608573578,0.998718596854108,0.977449906844034,0.47520513166261,0.783825089941723,0.518585784778553,0,0,0,0.108121404626097,0.161123344484692,0.515190363720804,0.800392044694034,0.171802734718454,0.971464457888149,0.955609279124744,0.990913434949468,0,0.967321080583526,0,0.997081882737858,0.985689338555007,0,0.51558737282344,0.855331842405778,0.993679746367436,0.78611799059742,0.989328205824626,0.9552233882597,0.837097190096858,0,0.598246146059557,0,0,0.315873675696441,0,0.506101747890452,0,0,0.575719838407003,0,0,0.98818770056722,0,0.482372584540468,0.481971717710439,0.404870442110326,0.937349931871834
14,0.999171311869783,0.937512766408911,0.999998741343793,0.999020434888889,0.982120376866347,0.477681018231679,0.790382194711711,0.52070243245841,0,0,0,0.108207043379266,0.1612601618469,0.516087679936569,0.802808624284502,0.172149305172822,0.976753386165721,0.964298556403173,0.993402512344862,0,0.972756740580568,0,0.998141808160543,0.988938952321578,0,0.518752337193741,0.861831711019229,0.99541813381317,0.7830241206682,0.991530606510409,0.959690595708148,0.843019371662379,0,0.602124225907753,0,0,0.317729903422187,0,0.507285944790216,0,0,0.57785508612685,0,0,0.991584290766466,0,0.486367928788983,0.485521212209021,0.415240801014754,0.946677794095993
15,0.999350437939819,0.946788360272154,0.999999532876362,0.999251174144544,0.985821794884476,0.479670205294376,0.795858573763272,0.522400597379401,0,0,0,0.10826219281894,0.161359015510579,0.516744528413275,0.804825500899274,0.172403649269654,0.980756605135392,0.971157318405889,0.995209758240035,0,0.977228192941461,0,0.998816744975597,0.991450655428151,0,0.521295354554919,0.86702138190259,0.996678377328744,0.780015802745241,0.993274162174834,0.963325483897091,0.848135623516426,0,0.605623408643744,0,0,0.319312621525721,0,0.508207596053491,0,0,0.579518867576081,0,0,0.993944771147876,0,0.489615715153405,0.488394685544847,0.423965979206382,0.954616846758208
16,0.999490844801647,0.954478054598614,0.999999826634835,0.999427562135696,0.988755224344698,0.481268296237128,0.800431803584623,0.523763004083021,0,0,0,0.108297354043996,0.161430436142719,0.517225351386755,0.806495678560805,0.172590374784644,0.983786325644742,0.976570752695104,0.996521946361848,0,0.980906223196092,0,0.999246529684152,0.99339201000091,0,0.523338748274459,0.871155299771303,0.997591990548651,0.777202340908861,0.994654458468975,0.966286235396993,0.852552122675091,0,0.608734047500589,0,0,0.320658981744111,0,0.508925030166616,0,0,0.580815602405874,0,0,0.995586011116116,0,0.492255816477048,0.490720884920759,0.431301811693554,0.96137386736112
