,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1,0.927884501419828,0.773800378275972,0,0.0415992586031312,0,0,0.760842392437057,0,0,0
2,0.747095085494279,0.72025906278134,0,0.0331973801780386,0,0,0.714139350401719,0,0,0
3,0,0.680738022184003,0,0.0268955248556169,0,0,0.676216305803198,0,0,0
4,0,0.651375728409046,0,0.0221605491075989,0.469598012080869,0.767110858742112,0.645426246729308,0.458126476968384,0,0
5,0,0,0,0,0.505652641296139,0.841534344384891,0.620428355988283,0.473612172373151,0.913834502066179,0
6,0,0,0.81228251451411,0,0.531717097126511,0.892174603562583,0,0.484354008045949,0.932230596054683,0.936576006988974
7,0,0,0.847655715176056,0,0.55057097149594,0.926631950173955,0,0.491821587713069,0.946709621389628,0.949105628957798
8,0,0,0.87636324310202,0,0.564215135295749,0.950077895253543,0,0.497026563197572,0.958094869311638,0.959159982195838
9,0,0,0.899661168094025,0,0.574091709849658,0.966031315017499,0,0.500665644526916,0.967040879122825,0.967228064522949
10,0,0,0.918568867051704,0,0.581241767674622,0.976886560266226,0,0.503218970007285,0.974066259599065,0.973702270159086
11,0,0,0.933913627582821,0,0.586417866503424,0.984272835507115,0,0.505017747600945,0.979580894312434,0.978897474783875
12,0,0,0.946366844731457,0,0.590164517476369,0.989298708095777,0,0.506290739367722,0.983908128727656,0.983066349447998
13,0,0,0.956473396271454,0,0.592875939457407,0.992718480914268,0,0.507196201181217,0.98730267573186,0.98641164893393
14,0,0,0.964675484359335,0,0.594837647998843,0.995045409407535,0,0.50784382901532,0.989964962786213,0.989096073281556
15,0,0,0.971331983238811,0,0.596256469071488,0.996628729850198,0,0.508309837474206,0.992052566176847,0.991250180591957
16,0,0,0.976734141428009,0,0.597282236963739,0.997706074354513,0,0.50864732502151,0.993689289690844,0.992978736775269
17,0,0,0.981118325010026,0,0.598023496623452,0.998439135805438,0,0.508893403296681,0.994972351888442,0.99436581088455
18,0,0,0.984676359596881,0,0.5985588749064,0.998937935482495,0,0.509074105069853,0.995978063406132,0.995478863849336
19,0,0,0.987563923469248,0,0.598945318856252,0.999277335566237,0,0.509207766907022,0.996766303865583,0.996372029466177
20,0,0,0.989907359125496,0,0.5992240657025,0.999508274803256,0,0.509307363982126,0.99738404753494,0.997088747218471
21,0,0,0.991809201272618,0,0.59942496968988,0.999665413630702,0,0.509382124493826,0.997868137016643,0.997663874973916
