"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
"1"	0.502070127570976	0.657390677574308	0.663857325373909	0.686756789242993	0.418226869436952	0.19477586839735	0.940575018181926	0.695160928052606	0.657907335990577	0.823618783883216
"2"	0.428431335826249	0.721074691340161	0.5579595624962	0.679989892921406	0.485693723310434	0.258958793286357	0.775268844273004	0.758334391922798	0.733297322116453	0.89746134448636
"3"	0.36699129867077	0.772921159120356	0.469908883474421	0.673257151439762	0.541349889623492	0.310081000792923	0.646417051803664	0.808416074244569	0.792072950186691	0.940389480773376
"4"	0.315855142532264	0.815130436898451	0.396971629575951	0.666344057784305	0.587170156296358	0.350777357887165	0.547216010600735	0.848119056480615	0.837895673482768	0.96534561991207
"5"	0.273351020250554	0.849493879619229	0.336698542817063	0.659061261400867	0.624900457573551	0.383128526228805	0.472071156177619	0.879594173084302	0.873620037896948	0.979853789652241
"6"	0.238049479788616	0.877469866363949	0.286971783693119	0.651250685674144	0.656044187543169	0.408757450931914	0.416374496980498	0.904546529542708	0.901471508106411	0.988288066606694
"7"	0.208744677226252	0.900245693591165	0.245993346712881	0.642792784024649	0.681885571520852	0.428895308288538	0.376308829678102	0.924327873029597	0.9231851034509	0.993191305886246
"8"	0.184426170582708	0.918787964482506	0.212252767328908	0.633614044751184	0.70352079876125	0.444419299788248	0.348693253798589	0.940009821779158	0.940113483202482	0.996041793753111
"9"	0.16425035988535	0.93388360913599	0.184489421141614	0.623693032957893	0.721885595115059	0.455867103753111	0.330868168453973	0.952441914519253	0.953311205830408	0.997698913120321
"10"	0.147514470303151	0.946173284378017	0.161655716006018	0.613063182464441	0.73777428889543	0.46344087513385	0.320611943543956	0.962297636685329	0.963600429318993	0.998662272631197
"11"	0.133633848520441	0.956178562126763	0.142883664795472	0.601810827652817	0.751849134189087	0.467027268989739	0.316079927782531	0.970110903642518	0.971622125408745	0.999222317710362
"12"	0.122122551705012	0.964324064676487	0.127455606321024	0.590068021872122	0.764641956801917	0.466273113924388	0.315757030042567	0.976304984357714	0.97787600894176	0.999547897328987
"13"	0.112576934474052	0.970955486105015	0.114779084469763	0.578000831640108	0.776553234812645	0.460749699952512	0.318417358853726	0.981215431889508	0.98275166877734	0.999737171814428
"14"	0.104661861419305	0.976354262901693	0.104365570624243	0.565794782905613	0.787855079279191	0.450192055215899	0.323087056632097	0.98510826055468	0.986552836276989	0.999847205823898
"15"	0.0980991698902059	0.980749518310279	0.0958125888804024	0.553639684476248	0.798702932420249	0.434728402711842	0.329008706325892	0.98819435706997	0.989516306832286	0.999911173681012
"16"	0.0926580412905959	0.984327786283608	0.0887887862747899	0.541715910771731	0.809156854583734	0.414983342916381	0.335607235238376	0.990640904945784	0.991826691137351	0.999948361153898
"17"	0.0881469789653183	0.987240927955408	0.0830215126545741	0.530183654229466	0.81920909450648	0.391999207684973	0.34245794956272	0.992580441340383	0.993627915592763	0.999969979951245
"18"	0.0844071326552703	0.989612576603085	0.0782865184658034	0.519175860899395	0.828812536945324	0.367027967180205	0.349257467918836	0.994118037012702	0.995032188263616	0.999982547957686
"19"	0.0813067482639244	0.991543384624706	0.0743994278234661	0.50879482583478	0.837905168040113	0.341303329508289	0.355798124573458	0.995336988334327	0.996126988930008	0.99998985432091
"20"	0.0787365561372545	0.993115295211044	0.0712086925223794	0.499111907074798	0.84642785928468	0.315877129963713	0.361946100137319	0.99630332971473	0.99698051867819	0.99999410184766
"21"	0.0766059409541762	0.994395020001791	0.0685897771272879	0.490169560109409	0.854335071556191	0.291544276357962	0.367623242062339	0.997069410891978	0.997645948517059	0.999996571131345
