"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"	"G51"	"G52"	"G53"	"G54"	"G55"	"G56"	"G57"	"G58"	"G59"	"G60"	"G61"	"G62"	"G63"	"G64"	"G65"	"G66"	"G67"	"G68"	"G69"	"G70"	"G71"	"G72"	"G73"	"G74"	"G75"	"G76"	"G77"	"G78"	"G79"	"G80"	"G81"	"G82"	"G83"	"G84"	"G85"	"G86"	"G87"	"G88"	"G89"	"G90"	"G91"	"G92"	"G93"	"G94"	"G95"	"G96"	"G97"	"G98"	"G99"	"G100"
"1"	0.126486666377203	0.62741525399188	0.548676888567372	0.721451601528312	0.681000201371857	0.34509142512665	0.257053273942953	0.587162329935171	0.709591311599929	0.699549693049412	0.13148901480967	0.496146233251418	0.840970080216506	0.0404933457888694	0.888394010690002	0.376535265628932	0.340977211500084	0.702103902820349	0.126501022731209	0.803810577259818	0.256933213690297	0.134461320555552	0.879637052557614	0.525091041497314	0.312134651766606	0.409291277334053	0.976876059114204	0.303214711498635	0.525416008296266	0.397251063214567	0.815475749770603	0.061619520728878	0.666800140017066	0.572633553206793	0.0285279447667508	0.192509121188172	0.715101834475292	0.388423845003847	0.863201103302299	0.486938174728881	0.109583148275148	0.591451881786074	0.191650146109012	0.312668486890202	0.66546208460184	0.83207812415189	0.0782260163850261	0.0117383664915794	0.423213039762726	0.0962398048982761	0.984472159476956	0.837943427840601	0.543489994085649	0.0259793484853659	0.392039194845994	0.86540312128022	0.724567417703492	0.60961064673345	0.739332111520101	0.392692161943274	0.667534535852845	0.592791108127247	0.880560193988404	0.684394339021864	0.395222397897049	0.607160148455672	0.164349144366148	0.323603498567445	0.0831632935270171	0.476602698607204	0.852557734047091	0.475410398751309	0.189021270819269	0.532243582106129	0.783726133831844	0.472480757361347	0.37758783215871	0.656959308861467	0.406274208695479	0.527421581531057	0.440281792872946	0.566068008616434	0.688888413047943	0.585762129945072	0.451506421044541	0.993559384923884	0.59267507561482	0.445846783050064	0.985964719153492	0.33458611649231	0.453427568295506	0.0521521522832109	0.771208545330191	0.290277667423605	0.814568557776979	0.334132163147308	0.459329689327035	0.452457819759242	0.0404176213647435	0.426180329404465
"2"	0.291416208100548	0.548628615546205	0.578979773112223	0.757725157462114	0.643986162076594	0.442649181430858	0.304855539730501	0.565803221616738	0.662281911744191	0.448487162956203	0.1051183543706	0.406145309676505	0.870037590029685	0.0384077207726565	0.829177044789801	0.452597828099263	0.310385317779044	0.785541865673567	0.182805116005389	0.839418618881726	0.315793263792364	0.254990944785271	0.784260975159088	0.514133739170237	0.465940166108135	0.438285044490238	0.98026914273812	0.294754555365447	0.623212287593511	0.340931299889308	0.765123322822822	0.0645690420635767	0.668152427963276	0.593580238303344	0.154283993898458	0.333235541662664	0.670007276661974	0.545621958017953	0.865170320582432	0.601756933742335	0.226063805886814	0.455059400504049	0.177291591082879	0.402919768014274	0.746796280676909	0.874633783594379	0.170174512181107	0.0351815978530932	0.297882771717989	0.159865275233637	0.942392989668293	0.837882516099182	0.561160156334674	0.205296205525888	0.424656636446235	0.790392588602881	0.690330144689232	0.538439640260215	0.713158852524264	0.514645286307384	0.674845104396299	0.617621525662732	0.80016892561669	0.608171641251289	0.269291095344638	0.686668698086051	0.263222288267549	0.354400120771903	0.146311006326391	0.4538039636943	0.890197723368921	0.387730634446279	0.279170546594786	0.484471167902582	0.649362231786828	0.488545542989248	0.325063901793967	0.728788795919035	0.458948091381304	0.66000366104244	0.452167214028077	0.631732760615161	0.677485933555625	0.489951072983387	0.573243866710394	0.90730757228187	0.663805543123381	0.561629468725036	0.893688991686881	0.294073043990315	0.367330098598273	0.084096535482645	0.692233744696322	0.243141310090154	0.600703567130147	0.311709655768961	0.637068196441414	0.491835142629197	0.0776571856726467	0.340336083591548
"3"	0.425205121914289	0.550799660804473	0.603340810500026	0.781639333959636	0.616135443788564	0.502738357894371	0.343517018798043	0.548759407266049	0.626250600461559	0.292225682900883	0.084057873124895	0.337290605931268	0.893792136790582	0.0364592389263559	0.782434511909402	0.497530605438301	0.281742373169432	0.845609621053598	0.230733647750211	0.868563862412952	0.363212595376448	0.334574310433877	0.714820408566434	0.505762591555969	0.579655934010093	0.461925781282986	0.984010041414756	0.281873249072817	0.700855943976679	0.299770050639343	0.762711340040657	0.058172742500626	0.669033918190138	0.591807329680802	0.259237873703098	0.405743789880559	0.618609540361119	0.662414233732715	0.874245360450547	0.690880256580164	0.323016368008238	0.354002324988896	0.165651647698534	0.44704907211681	0.808356181758264	0.906404760379343	0.243619487043252	0.0453482387460811	0.214053583236377	0.199222427758181	0.908455050987985	0.83785426936815	0.571773436231503	0.327369266952957	0.450779465639291	0.731935884042664	0.64900571291836	0.481164900545649	0.693181126981087	0.612109076623234	0.672295517135649	0.642306646777645	0.737556213484838	0.532772124345549	0.185583597201622	0.750244075587637	0.340293676827663	0.379925706182378	0.198206970743162	0.403265984255667	0.918228739440847	0.318137332196527	0.35740718114243	0.442853170188671	0.54016096534259	0.50067664302173	0.245476062693022	0.778284770144665	0.501968551418268	0.755389781116926	0.457260086207977	0.681653402024414	0.680440729686527	0.410749433594624	0.66796184267455	0.836925164070843	0.722514616555238	0.653220956253766	0.819363290411185	0.258948637303483	0.30081483884164	0.106750101623426	0.630876381871204	0.216437888601019	0.449123477390175	0.294999925375323	0.756377424463129	0.494119105132379	0.107257738334252	0.27236685426145
"4"	0.533733122846723	0.589924636733444	0.620192084323299	0.804238759084264	0.595179297677832	0.538673815037691	0.374787351486963	0.534572040169907	0.598808877817604	0.195005683011548	0.067238276582566	0.2845388924107	0.913204824345982	0.0347088694760969	0.745927307699721	0.524067905490355	0.255956843691998	0.888852949495674	0.271532676415487	0.892419294549826	0.401430228388227	0.387181046325752	0.664263624423421	0.499362395299291	0.663691174297162	0.480809541467524	0.987184295590595	0.270244842034561	0.762499775612849	0.266840749610974	0.777386415616801	0.0510543624304949	0.669974228952642	0.570865842543233	0.346839959425869	0.442452202653963	0.569149954436933	0.749186494520361	0.885007845594317	0.760058557581305	0.403059406881969	0.279126336623447	0.156512077864823	0.468664587874402	0.854949393498586	0.930124166411335	0.302282088554456	0.0487134777561517	0.157993353949912	0.218443205245668	0.880708915372308	0.837761412649327	0.578142898679455	0.398623781097645	0.470717898200467	0.686137195587158	0.612211000461291	0.435107690106202	0.682559301790241	0.690001221421152	0.659664251692187	0.664533698053834	0.688791885884156	0.465495189769193	0.130096725291117	0.800950247277799	0.40039299280981	0.401081653039887	0.240928231973415	0.334860277154299	0.939103821386796	0.26320999682137	0.424092256843568	0.406698424003141	0.451416591914648	0.50975170501634	0.180097536541687	0.809042487783598	0.543151810098868	0.824015284093618	0.456908345976113	0.715695336784772	0.687057094040401	0.34573228392599	0.741657285514574	0.77946163854833	0.770971423093649	0.725675663427328	0.759484836814871	0.228541729816536	0.249872705503703	0.121902706134766	0.582987850878741	0.204828203113295	0.343700592554293	0.283047047483987	0.836465257267372	0.469252147524402	0.127928488636251	0.218550598113352
"5"	0.62176976688743	0.638962958265213	0.630585974253414	0.827563646362156	0.579410602308169	0.559276869526629	0.400081142461745	0.522541382378316	0.57790907655404	0.134549116676289	0.0538055908092823	0.244131104739202	0.929069258260324	0.0331656908281424	0.71780066035003	0.539728139116639	0.233227634206555	0.919984218446022	0.306262833956778	0.911945006924051	0.432240488670329	0.422005410530985	0.627449622853908	0.494470438924883	0.725749224348675	0.495821149212263	0.989765558596903	0.260483751381344	0.811440824418221	0.239898445753505	0.797185142702643	0.0447051661577499	0.670950106682097	0.541441561109405	0.419965342929293	0.460255260062956	0.524957659416658	0.81365501506015	0.895569008220822	0.813755358512407	0.468780198608391	0.223648663018988	0.149421168245304	0.479460298857373	0.890214677209734	0.9478324737508	0.349136247033502	0.0491213549847232	0.120492721312459	0.222527922223554	0.857644035797842	0.837579406697037	0.581977811947672	0.427719116795721	0.485694548620307	0.650169329052929	0.582448421317646	0.398121044736141	0.682190773063033	0.752251891114671	0.639509953453473	0.683715052372873	0.650814929959799	0.405319341321644	0.0935327331593811	0.841366970907651	0.447278279025129	0.418617319957795	0.276148357566733	0.267364500152769	0.954649781055917	0.220013095975308	0.480313607339267	0.375354108984399	0.379302754274182	0.516503817815536	0.132408059605726	0.825150653227543	0.591232045768916	0.873387872452483	0.452363314339293	0.733872310628293	0.694336521188921	0.292570925270621	0.798996119405994	0.732500985284858	0.810966298878262	0.782991957002149	0.711242851480145	0.202240539411016	0.211061192450632	0.131161236425942	0.545436140940976	0.203654794740241	0.273096649214462	0.275205054835882	0.890225230475083	0.436195682758487	0.136334180618744	0.175940297940226
"6"	0.69318406206804	0.687301878249701	0.636316210461777	0.850290316659444	0.567545002171531	0.570331666563823	0.420542168718929	0.512277358945062	0.561991643813677	0.096977700157657	0.0430778039708539	0.213214130229912	0.942033988802169	0.0318194164310301	0.696512217243411	0.54895572852585	0.213447065068538	0.942395904626864	0.335826924127242	0.927926836200227	0.457084080568834	0.44509957884801	0.60063473773617	0.490735581699545	0.771543581372695	0.507733069433782	0.991836423719536	0.25247334627543	0.850296719559631	0.217781299548171	0.817330290882207	0.0393948624982972	0.671929030060633	0.510489444603766	0.481010278271604	0.468069164599376	0.486952409962202	0.861552696909889	0.905221007176591	0.855435283987693	0.522528623507717	0.182543740326265	0.143950911802246	0.485034143126843	0.916906124070254	0.961053047166761	0.386558206425603	0.0485327237064032	0.0953984807275961	0.216632153067782	0.838099274649092	0.837311705026399	0.584303437694192	0.425962961915981	0.496863625433002	0.621885622316646	0.559275924912795	0.368488357943634	0.691397341940199	0.802002040983381	0.615076501576961	0.699902194356153	0.621241152709538	0.351282991290697	0.0697388700397143	0.873574394343354	0.48387272869726	0.433153763954965	0.305219351593453	0.210109632470779	0.96622707031685	0.186123592583611	0.527354930628805	0.348222512338219	0.3207085550339	0.521506948597101	0.0989525767564486	0.83067594288954	0.650620899433363	0.908908959738091	0.444770808895793	0.736528749810114	0.701275789742538	0.249210141492142	0.843608672710882	0.694059723105754	0.843976936666755	0.828332800093069	0.672375125165935	0.179502254584853	0.181619177098597	0.135951347004026	0.515853723513458	0.209231842622437	0.229416310458355	0.271069370025114	0.926312294116299	0.405402024490236	0.131107066115826	0.142202582069453
"7"	0.751114502417232	0.731162880183717	0.638943811067079	0.871198020240186	0.558616222001659	0.575586258010647	0.437095286191197	0.503521897944587	0.5498688019176	0.0736469177459567	0.034510238860486	0.189585824756312	0.95262902414189	0.0306525897389817	0.680773995208405	0.554378972761482	0.196377306419665	0.958530283160218	0.360993417651398	0.941007991044545	0.477119323492947	0.460448599055977	0.581094796718795	0.487889665683423	0.80531206276082	0.517177142421696	0.993488146186598	0.245963422364485	0.881145682221717	0.199655981847191	0.835909192185629	0.035077919002868	0.672881873245285	0.481393056066822	0.531972540033827	0.470629042671464	0.455015616956219	0.897138869934642	0.913733079018449	0.887787605867248	0.566354333534787	0.1520879840251	0.139744002822186	0.488044714535858	0.937108239593934	0.970923192183801	0.416446373247334	0.0477528592245937	0.078602704936717	0.205154200040851	0.821182630929004	0.836970709714318	0.585728768752263	0.405008289530434	0.505163100476614	0.599627335160374	0.541563332956971	0.344840832197188	0.708646329440554	0.841761892951958	0.589077269749185	0.713382521618339	0.598213476153635	0.303254683900919	0.0546689942073078	0.899236869057476	0.512449701108148	0.445205253046611	0.329237258028909	0.164437623646673	0.974848836324487	0.159581046884558	0.566473734164084	0.324766103237071	0.273105060045537	0.525200655057358	0.0758614125539631	0.829294216332651	0.716052062705442	0.9344645905829	0.435144642715603	0.724903609604136	0.707537505080582	0.213899969768573	0.878319527070955	0.662504101821858	0.871222982211977	0.864200298215775	0.641059737930272	0.159850845583605	0.159378469854954	0.137502746686552	0.492446559114548	0.21879331259276	0.207154963842165	0.270407987710698	0.950536193135251	0.379900657004544	0.117072268611429	0.115489947515564
"8"	0.79810699755513	0.769470122938385	0.63961449899508	0.889704227240435	0.551897265285188	0.577435916413882	0.450488383911919	0.49607646755697	0.540635930234245	0.05917332045757	0.0276678982460551	0.171542421042064	0.961287497487371	0.0296457259705034	0.669507471719294	0.557553110912386	0.181733860768657	0.970145570316973	0.382416450636388	0.951714938860344	0.493278392106768	0.470677578480312	0.566848340276096	0.485726998263843	0.830195976891502	0.524660994750671	0.994801579755928	0.240699753875138	0.905637679996144	0.184843403817312	0.852246617549526	0.0316223908593768	0.673777598444296	0.455528796867228	0.574518247399126	0.470468420667447	0.428609173228624	0.923578055749948	0.921084375065759	0.912899760437172	0.602004952754102	0.129522486267138	0.136514675887303	0.489761013537882	0.952398735975222	0.978291992279852	0.440317255920666	0.0470423036373784	0.0673603180518674	0.191285457227257	0.806212622190818	0.836570097248619	0.586614067421467	0.374395386249523	0.511319107065522	0.58210226137259	0.52816041939781	0.326089506200755	0.731749132358846	0.873537592778691	0.563391146832319	0.724513311006732	0.580285356155283	0.261433052293263	0.045692329513649	0.919682978808643	0.534777200595122	0.455197575110637	0.349094070054381	0.128889058534082	0.981269583652731	0.138817851237388	0.598824821053101	0.304506904086887	0.234436613274845	0.527918412487543	0.0600398148856375	0.823971181231127	0.777966148504731	0.952850578112643	0.424342968322447	0.701424507849993	0.713039885246035	0.185177154932995	0.905326351857963	0.636483819634263	0.893711096577071	0.892573776384293	0.615829047564746	0.142871270889196	0.142651382281628	0.136835503179957	0.473850216380197	0.230365446516815	0.202351768282283	0.273085450094573	0.966796792487817	0.3597213205445	0.100489083614005	0.0943395895469992
"9"	0.836226759565816	0.802243400223804	0.639114511263223	0.90568389071354	0.546841140407971	0.577385905590236	0.461326288267363	0.489772695931532	0.533604066611906	0.0502052443254372	0.0222033789505897	0.157770814218687	0.968363373901226	0.0287796017177134	0.661809210825196	0.559399113182476	0.169226476158539	0.978507522124101	0.400652844378522	0.960478594125846	0.50631199184356	0.477516818127701	0.556454456905807	0.484089325079741	0.848521840558132	0.530589683332761	0.995844155689523	0.236456566316115	0.925082675977153	0.172771499715724	0.866225769603352	0.0288827541430258	0.674591645218651	0.433260859712674	0.610037380694887	0.468957042831275	0.407053190920859	0.943221374689865	0.927347366804172	0.932392033959039	0.630949697175412	0.112803096098221	0.134038675002628	0.49079773413829	0.963971745708392	0.983793351658242	0.459382206653305	0.0464592044858752	0.0598352970579413	0.17705848951324	0.792677025030723	0.836121943639827	0.587172551913014	0.340657292816039	0.515881837074468	0.568299387944444	0.518079819693092	0.311368540980679	0.758082022835178	0.898932433289583	0.539163729729591	0.733650792057599	0.566329973957326	0.225853266868988	0.0411322629030795	0.935972306328893	0.552230543490205	0.463483307682139	0.365518497966296	0.101510172288477	0.986051202200095	0.122589888204564	0.625439047256584	0.287023112804154	0.203032364825086	0.529912136021536	0.049230178659798	0.816833895923657	0.830475774906803	0.966078368868297	0.413056944335466	0.669430621073634	0.717804984616759	0.161830667400588	0.926339046547355	0.614880215011198	0.912272149294178	0.915019006899818	0.595500694282259	0.128202826805123	0.130130397769244	0.134758963239462	0.459022088748111	0.242606811356597	0.211913985341678	0.278980962614417	0.977711925972225	0.344061823026125	0.0847227643933083	0.0775932975471865
"10"	0.867149064352568	0.829936965088644	0.637964378006204	0.919260189466231	0.543036277129713	0.576362296363048	0.470098158511552	0.484460983221076	0.52824849698286	0.0446567525105631	0.0178392333001684	0.147262931942051	0.974145920669864	0.0280362678471109	0.656924227350154	0.560462550079402	0.158579064546263	0.984527368016194	0.416176589341156	0.96765166109152	0.51682499833814	0.482107713733602	0.548865396518907	0.482854653794857	0.862011097272246	0.535285403395779	0.996670786325779	0.2330427136156	0.940520692624315	0.16295721086422	0.877980033336246	0.0267247256791657	0.675311559727149	0.414467601678222	0.639689891727395	0.466843846043749	0.389652020474439	0.957815620666769	0.932632610133884	0.947522106810109	0.654412127936196	0.100415245983476	0.132141727564121	0.491459856147592	0.972731079056282	0.987900527152011	0.47460877793954	0.0459990186824837	0.0547990217251604	0.163623638384869	0.780202355717411	0.835635942871471	0.587530930776147	0.307685600878539	0.519263534635225	0.557425725399908	0.510526907954834	0.299987447499637	0.785050231741578	0.919227751066167	0.517004642821156	0.741120908673979	0.555469503165614	0.196280225797493	0.0399565256844434	0.948949531704915	0.565880056278574	0.470354465914851	0.379107916507639	0.0805392645653298	0.989612139096009	0.109914735583884	0.647222559193052	0.271944501691438	0.17753426286473	0.531371584631484	0.0418463309144923	0.809242271383679	0.872297847869151	0.975595097281011	0.401813882189267	0.632497294119939	0.721895790359598	0.142864496185864	0.942688000663449	0.596767100371732	0.927591916555364	0.932774615530306	0.579122106650538	0.115532636955691	0.120805945505712	0.131885917364278	0.447161045907388	0.254651878090008	0.233124872083104	0.287911401984318	0.985038847883249	0.332024247500556	0.070871551706257	0.0643340305926935
