"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
"1"	0.927884501419828	0.773800378275972	0.466790920030282	0.0415992586031312	0.254972204194158	0.260749740020269	0.760842392437057	0.356576772289137	0.776428489648379	0.809378130474117
"2"	0.747095085494279	0.72025906278134	0.567268036995992	0.0331973801780386	0.350608839371011	0.4969890902578	0.714139350401719	0.403414549118543	0.82353709135164	0.847036118328119
"3"	0.661731424783249	0.680738022184003	0.648811397204113	0.0268955248556169	0.419694656006831	0.657734344677691	0.676216305803198	0.435761570208886	0.860917683300387	0.877254644746894
"4"	0.62026189887463	0.651375728409046	0.714988849269299	0.0221605491075989	0.469598012080869	0.767110858742112	0.645426246729308	0.458126476968384	0.890490699654472	0.901503400204436
"5"	0.599248530428563	0.629403544053637	0.768695921885958	0.0185766483475949	0.505652641296139	0.841534344384891	0.620428355988283	0.473612172373151	0.913834502066179	0.920961732956145
"6"	0.587981320904329	0.612867480347237	0.81228251451411	0.0158431379639958	0.531717097126511	0.892174603562583	0.600133299065308	0.484354008045949	0.932230596054683	0.936576006988974
"7"	0.581514123780334	0.600374049954354	0.847655715176056	0.0137459749707702	0.55057097149594	0.926631950173955	0.583656448737423	0.491821587713069	0.946709621389628	0.949105628957798
"8"	0.577522341229645	0.590911738391752	0.87636324310202	0.0121306989626058	0.564215135295749	0.950077895253543	0.570279520343536	0.497026563197572	0.958094869311638	0.959159982195838
"9"	0.574884362472965	0.583734657997143	0.899661168094025	0.0108835451723718	0.574091709849658	0.966031315017499	0.559419327686715	0.500665644526916	0.967040879122825	0.967228064522949
"10"	0.573038552814777	0.578286470099792	0.918568867051704	0.00991923691674317	0.581241767674622	0.976886560266226	0.550602387234998	0.503218970007285	0.974066259599065	0.973702270159086
"11"	0.571689553633669	0.574149053362574	0.933913627582821	0.00917304143703418	0.586417866503424	0.984272835507115	0.543444287345162	0.505017747600945	0.979580894312434	0.978897474783875
"12"	0.570672489266156	0.571006648980381	0.946366844731457	0.00859541103990042	0.590164517476369	0.989298708095777	0.537632934946025	0.506290739367722	0.983908128727656	0.983066349447998
"13"	0.569889063793153	0.568620090811594	0.956473396271454	0.00814822163856836	0.592875939457407	0.992718480914268	0.532914952221763	0.507196201181217	0.98730267573186	0.98641164893393
"14"	0.569276741486631	0.566807898906045	0.964675484359335	0.00780204388054427	0.594837647998843	0.995045409407535	0.529084630694887	0.50784382901532	0.989964962786213	0.989096073281556
"15"	0.568793361274944	0.565432218610956	0.971331983238811	0.00753411557672937	0.596256469071488	0.996628729850198	0.525974963507112	0.508309837474206	0.992052566176847	0.991250180591957
"16"	0.568409123508606	0.564388270175375	0.976734141428009	0.00732681074783528	0.597282236963739	0.997706074354513	0.523450364430129	0.50864732502151	0.993689289690844	0.992978736775269
"17"	0.568102192310722	0.563596388512084	0.981118325010026	0.00716647159304027	0.598023496623452	0.998439135805438	0.521400756556812	0.508893403296681	0.994972351888442	0.99436581088455
"18"	0.5678561388804	0.562995996428422	0.984676359596881	0.0070425114898014	0.5985588749064	0.998937935482495	0.519736773054882	0.509074105069853	0.995978063406132	0.995478863849336
"19"	0.567658365371404	0.562541031896421	0.987563923469248	0.0069467233016271	0.598945318856252	0.999277335566237	0.518385860800402	0.509207766907022	0.996766303865583	0.996372029466177
"20"	0.56749907875663	0.562196473940176	0.989907359125496	0.00687274463138938	0.5992240657025	0.999508274803256	0.517289117046374	0.509307363982126	0.99738404753494	0.997088747218471
"21"	0.56737059055731	0.561935701038857	0.991809201272618	0.00681564374444908	0.59942496968988	0.999665413630702	0.516398721226414	0.509382124493826	0.997868137016643	0.997663874973916
