"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
"1"	0.56016367060088	0.98454274770754	0.0993991980674758	0.483246088661067	0.189325304168642	0.981994501806652	0.0661349629826189	0.168637203919861	0.871984155114432	0.623176717852446
"2"	0.532960270695441	0.961118448034803	0.122984117976281	0.509933961241138	0.257010801190158	0.987197078398279	0.334771687258539	0.257137081122864	0.75205551102923	0.68436666196875
"3"	0.511706332356552	0.955945432925551	0.105093322587487	0.535946011958123	0.25091698747786	0.99089640288884	0.526132053344629	0.317315609307742	0.625424490027176	0.737347169626357
"4"	0.494695520918516	0.957363036291378	0.0883343970666716	0.566091598325745	0.234334306865697	0.993526830634949	0.662445471216535	0.36388466409065	0.519446463023363	0.781456476701902
"5"	0.480651700048365	0.961201631980635	0.0742463335176286	0.599137565063221	0.216465880790508	0.995397212649353	0.759546808965548	0.400597702697085	0.433108412459051	0.818161970739084
"6"	0.468145710966142	0.965801287627145	0.0626671017013287	0.633560862826418	0.199243838598087	0.996727159417508	0.828715860258123	0.429726385157421	0.363337085424946	0.84870368835163
"7"	0.455214860773963	0.970420363510622	0.0532278300437703	0.668016646171602	0.183198826292229	0.997672826470846	0.877987666466779	0.452908087250738	0.307157592074409	0.87411596088846
"8"	0.43916270094537	0.974722139108362	0.0455632556594742	0.701443518773892	0.168466242506401	0.998345248875314	0.913085884328482	0.471389124543101	0.262011751709438	0.895260028236647
"9"	0.417318434746198	0.978567591247131	0.0393535366997517	0.73307473268982	0.155048931676098	0.998823378982983	0.938087705691612	0.486139198781631	0.225776486339345	0.912852683181299
"10"	0.389059877864464	0.981918769732027	0.0343295928542961	0.762410465653375	0.142901887827003	0.999163356351881	0.955897472385092	0.49792076204085	0.196716027679988	0.927490399996864
"11"	0.356842320193582	0.984789441121786	0.0302689242422695	0.789173458005623	0.13196197568579	0.999405099361804	0.968584059696844	0.507336744285756	0.173422085487524	0.939669493508385
"12"	0.324396815763927	0.987218475506286	0.0269891574236571	0.813260327945218	0.122158443608204	0.999576992223485	0.977621207706067	0.514865560355699	0.154757109473012	0.949802922413026
"13"	0.294514742462634	0.989255126657827	0.0243415563710926	0.834695608631933	0.113416641850561	0.999699217735861	0.984058720175764	0.520887663412427	0.139804795198695	0.958234283515333
"14"	0.268488377592238	0.990950894665826	0.0222051964148167	0.853592067188673	0.105659593342102	0.999786126933254	0.988644409443691	0.525706063390685	0.127828428231708	0.965249460549995
"15"	0.24655802842077	0.992355162158301	0.0204819681597786	0.870118557940473	0.0988091056494736	0.99984792424909	0.991910973378279	0.529562358419048	0.118236454372668	0.971086319063387
"16"	0.228435748503457	0.99351303103399	0.019092389892105	0.884475291138565	0.0927869121070841	0.999891865608107	0.994237873286955	0.532649342868919	0.110554323573645	0.975942772392044
"17"	0.213634148162157	0.994464442051101	0.0179721409391206	0.896875663963101	0.0875158794856021	0.999923110379926	0.995895414144388	0.535120967835631	0.104401610149093	0.979983492568462
"18"	0.201631322557165	0.995244028428897	0.0170692134207223	0.907533522066503	0.0829211797429332	0.999945327165838	0.997076144645006	0.53710023329513	0.0994735000643439	0.983345493654249
"19"	0.191942327146548	0.995881371015947	0.016341583332456	0.916654696236762	0.0789313182135047	0.999961124547209	0.997917224675606	0.53868545471589	0.0955258557150869	0.986142777074773
"20"	0.184144392456494	0.996401453655913	0.0157553124787535	0.92443177176751	0.0754789485489244	0.999972357371757	0.998516358531725	0.539955246764441	0.0923631922339928	0.988470196651182
"21"	0.177881009322536	0.996825198324603	0.0152830051380555	0.931041216510825	0.0725014475121276	0.999980344540287	0.998943144764295	0.540972491529314	0.0898290128137048	0.990406674471132
