G2	G1	2.390491497016005e-05	1
G17	G1	0.0009921003683951	1
G80	G1	1.8991336238480822e-08	1
G3	G2	1.6321899102436553e-07	1
G15	G2	1.5686698181408268e-12	1
G1	G4	4.8683018431961816e-17	1
G5	G4	0.0032486784703563	1
G8	G4	2.715502660151968e-18	1
G9	G4	9.143207292325868e-09	1
G14	G4		1
G22	G5	3.505425217978244e-24	1
G4	G6		1
G4	G7		1
G9	G8	1.4213128039922354e-20	1
G11	G8	1.3675368130584345e-20	1
G4	G10		1
G9	G11	3.756721484347855e-13	1
G10	G12	4.458477627957435e-16	1
G12	G13		1
G15	G14	7.25004354350848e-27	1
G17	G15	4.9694207049403876e-20	1
G20	G15	0.1224347917912661	1
G22	G15	1.888809479281332e-13	1
G15	G16	2.2319098600555511e-13	1
G75	G17	4.0768667648246385e-14	1
G17	G18	2.930513257698358e-16	1
G17	G19	3.92418578750617e-09	1
G17	G20	0.0082193455099004	1
G22	G20	6.957776346594478e-08	1
G25	G20	1.6955283882793964e-17	1
G17	G21	6.994919619663495e-28	1
G31	G21	1.0927326982727167e-16	1
G30	G22		1
G20	G23	0.0054281934886481	1
G22	G23	4.843939369912192e-20	1
G25	G23	1.3641270420893082e-24	1
G50	G23	5.962338182414656e-15	1
G69	G23	9.131169557008588e-06	1
G20	G24	0.0122144938540743	1
G22	G24	1.2280796062656298e-24	1
G28	G24	3.884023177037693e-13	1
G32	G24	2.2597173174756355e-11	1
G59	G24		1
G38	G25	3.896363217206038e-21	1
G17	G26	0.0018552380299432	1
G23	G26	4.510311403574688e-22	1
G25	G26	2.1182279942412902e-21	1
G28	G26	1.2975171646338074e-07	1
G31	G26	1.9995451175344647e-07	1
G37	G26		1
G43	G26	3.6783696934159314e-17	1
G47	G26	2.3073496857178346e-15	1
G55	G26	2.357413521242192e-19	1
G56	G26		1
G57	G26	0.0003149528303803	1
G66	G26	3.3278704956655284e-14	1
G67	G26		1
G79	G26		1
G83	G26	1.8801899720689574e-07	1
G91	G26		1
G93	G26		1
G17	G27	0.0867149119665764	1
G20	G27	0.6697688945194891	1
G30	G28		1
G40	G28	6.389488769694138e-12	1
G42	G28	1.0173987225062457e-12	1
G54	G28		1
G56	G28		1
G59	G28		1
G60	G28	1.237634893906357e-11	1
G64	G28		1
G72	G28		1
G81	G28	5.878135934452642e-28	1
G22	G29	1.0063129417504708e-16	1
G28	G29	3.431698057227762e-14	1
G33	G29	0.128200305105453	1
G56	G29		1
G65	G29	3.9477105011676956e-14	1
G54	G31		1
G57	G31	3.052695040225149e-12	1
G30	G32		1
G40	G32	2.59177924166197e-12	1
G28	G33	1.2225972808717229e-18	1
G39	G33	1.0	1
G47	G33	1.6258680464355722e-32	1
G56	G33		1
G65	G33	7.546220886720632e-05	1
G22	G34	1.3582939907650801e-21	1
G28	G34	1.7906336902780177e-06	1
G26	G35	0.080862521108113	1
G28	G35	1.4274275333186108e-10	1
G33	G35	0.0754661277311009	1
G36	G35		1
G37	G35		1
G38	G35	4.978309196464635e-15	1
G45	G35	8.073014026969607e-09	1
G46	G35	2.2443124660170555e-11	1
G47	G35	2.386363757762531e-15	1
G48	G35	1.902081407502387e-05	1
G51	G35		1
G54	G35		1
G57	G35	1.1990959828026313e-17	1
G64	G35		1
G65	G35	2.6473851794693998e-17	1
G68	G35	3.3135568887084084e-20	1
G75	G35	1.3076917219777833e-08	1
G79	G35		1
G81	G35	3.5707036977338667e-16	1
G84	G35	1.5706562535595342e-16	1
G85	G35	0.0013811780310689	1
G86	G35		1
G91	G35		1
G93	G35		1
G28	G36	4.660410100620205e-07	1
G28	G37	1.0652427822069109e-10	1
G38	G37	3.241432851091157e-26	1
G40	G37		1
G42	G37		1
G43	G37	9.702362703103663e-13	1
G49	G37	1.5335106841581577e-19	1
G54	G37		1
G55	G37	1.4410885616866842e-19	1
G56	G37		1
G57	G37		1
G59	G37		1
G60	G37		1
G72	G37		1
G81	G37	4.602865848635155e-28	1
G97	G37		1
G42	G38	2.4972086721944676e-24	1
G49	G38	1.2508313721048102e-11	1
G55	G38	1.9539529426460135e-16	1
G57	G38	2.7753656170549107e-28	1
G64	G38		1
G84	G38	1.3892587630775529e-35	1
G28	G39	2.3889506589842077e-17	1
G43	G39	1.386922038378206e-14	1
G56	G39		1
G22	G41	7.63217154907354e-24	1
G24	G41	0.2599210821645176	1
G30	G41		1
G32	G41	3.144894666155698e-22	1
G50	G41	4.57044789276015e-05	1
G56	G42		1
G57	G42	2.7051931544031113e-31	1
G72	G43		1
G25	G44	3.350704158973345e-25	1
G32	G44	0.0007521126986994	1
G37	G44		1
G56	G44		1
G57	G44		1
G37	G45		1
G38	G45	8.178842537296514e-13	1
G47	G45	5.396251897366417e-13	1
G48	G45	0.0001024357700638	1
G51	G45		1
G54	G45		1
G57	G45	0.0008513836512648	1
G62	G45	5.333024078765695e-05	1
G64	G45		1
G66	G45	1.4158775347185263e-09	1
G74	G45	4.4005103200066935e-09	1
G79	G45		1
G81	G45	3.315947228036209e-13	1
G82	G45		1
G84	G45	1.8840163729500748e-10	1
G86	G45		1
G96	G45	6.693400525050076e-07	1
G99	G45	5.2459186420442505e-09	1
G28	G46	7.605429201644182e-18	1
G38	G46	6.688639301964105e-23	1
G47	G46	4.5972553715734784e-26	1
G48	G46	1.2606252585806132e-05	1
G51	G46		1
G54	G46		1
G56	G46		1
G58	G46		1
G76	G46		1
G85	G46	7.111437794421143e-14	1
G88	G46	2.9972228620514117e-27	1
G91	G46		1
G96	G46	4.1224084889844933e-13	1
G28	G47	1.172369380432152e-11	1
G37	G47		1
G38	G47	3.909781660331949e-23	1
G55	G47	9.128075179435192e-11	1
G57	G47	1.6068937228060148e-26	1
G65	G47	0.0001426119980957	1
G72	G47		1
G75	G47	6.370156523025592e-10	1
G79	G47		1
G81	G47	2.2452077412866526e-19	1
G84	G47	3.6520114283636056e-24	1
G93	G47		1
G28	G48	0.0326334162578486	1
G54	G48		1
G56	G48		1
G57	G48	8.608880058572711e-05	1
G60	G48	0.0266198424990863	1
G64	G48		1
G71	G48	7.248536220450064e-19	1
G81	G48	8.683308707705052e-21	1
G84	G48	6.624476342722866e-19	1
G42	G49	1.865547281373736e-06	1
G64	G49		1
G20	G50	0.0510621707010716	1
G22	G50	1.1422674351423537e-13	1
G38	G51	3.218104049548697e-31	1
G42	G51	6.405382752690898e-28	1
G47	G51	1.1305047042728262e-20	1
G48	G51	1.5829418288625813e-05	1
G54	G51		1
G56	G51		1
G57	G51	5.0835709259882326e-27	1
G84	G51	1.3572240756403017e-18	1
G93	G51		1
G35	G52	5.836341317593725e-14	1
G37	G52		1
G38	G52	4.150159876971284e-35	1
G47	G52	1.8166832963150028e-37	1
G48	G52	0.0002149889762318	1
G51	G52		1
G54	G52		1
G64	G52		1
G74	G52	1.3750352379310261e-19	1
G79	G52		1
G81	G52	2.602165227793181e-30	1
G84	G52	1.5937974787476743e-33	1
G86	G52		1
G96	G52	5.204438636973149e-19	1
G99	G52	1.0967562560741095e-31	1
G22	G53	5.663858644808027e-22	1
G28	G53	3.08967183832534e-15	1
G30	G53		1
G37	G53		1
G51	G53		1
G56	G53		1
G65	G53	4.511548357884973e-19	1
G67	G53		1
G83	G53	6.874159959037009e-25	1
G93	G53		1
G54	G56		1
G40	G57	1.1648920319093076e-22	1
G43	G57	7.480457668647991e-20	1
G54	G57		1
G56	G57		1
G64	G57		1
G72	G57		1
G75	G57	1.5443420771633403e-36	1
G84	G57	7.644881346581287e-25	1
G33	G58	0.0557418741516192	1
G37	G58		1
G47	G58	1.305987877475571e-19	1
G53	G58		1
G65	G58	0.00390625	1
G74	G58	1.9632327270923536e-17	1
G76	G58		1
G79	G58		1
G81	G58	4.5680181164494775e-12	1
G82	G58		1
G83	G58	1.1627812326344357e-19	1
G91	G58		1
G93	G58		1
G40	G59		1
G42	G59		1
G56	G59		1
G57	G59		1
G71	G59	3.527987869008172e-25	1
G54	G60		1
G56	G60		1
G71	G60	3.462090605342294e-28	1
G23	G61	8.019494509247827e-36	1
G25	G61	3.529873831258362e-23	1
G26	G61		1
G28	G61		1
G37	G61		1
G47	G61	4.07005342870634e-27	1
G56	G61		1
G57	G61		1
G65	G61		1
G66	G61	5.193952953483505e-10	1
G67	G61		1
G73	G61	1.1145166247482867e-14	1
G79	G61		1
G82	G61		1
G83	G61		1
G84	G61	6.121464868708073e-29	1
G91	G61		1
G93	G61		1
G37	G62		1
G47	G62	2.4997680119125823e-30	1
G51	G62		1
G57	G62	6.37515687131632e-21	1
G63	G62		1
G79	G62		1
G84	G62	7.710612840846697e-32	1
G96	G62	7.217334953991068e-12	1
G38	G63	7.329757840120871e-11	1
G48	G63	3.211248711775476e-05	1
G49	G63	7.940504987132539e-21	1
G51	G63		1
G54	G63		1
G57	G63	2.1184505482440882e-07	1
G82	G63		1
G84	G63	4.2370666317140235e-09	1
G43	G64	6.068351714646294e-12	1
G28	G65	1.1060054474136723e-31	1
G57	G65	5.192084807733583e-25	1
G75	G65	1.4691362518989568e-30	1
G98	G65	7.212666973806981e-37	1
G38	G66	2.5279965005781446e-46	1
G57	G66	4.0655844447510753e-07	1
G83	G66	2.823452577433808e-24	1
G84	G66	7.630513048396044e-43	1
G85	G66	1.6911844737594056e-26	1
G93	G66		1
G56	G67		1
G57	G67	5.755049648726144e-22	1
G65	G67	4.014040205862511e-22	1
G72	G67		1
G97	G67		1
G38	G68	9.328584925669702e-21	1
G46	G68	1.6231409555571404e-05	1
G47	G68	1.9322641515639743e-16	1
G51	G68		1
G57	G68	3.27817808608055e-08	1
G66	G68	1.3694938215554034e-07	1
G76	G68		1
