G2	G1	1.5304799296881151e-23	1
G4	G1	3.3009053629664906e-29	1
G8	G1		1
G9	G1	1.1890056166039227e-26	1
G4	G2	9.636618748470794e-22	1
G2	G3	5.305730693956682e-18	1
G9	G3	5.539913636115673e-25	1
G2	G5	4.7926142211170086e-35	1
G4	G5	3.4940266925379563e-08	1
G9	G5	0.0016628963119363	1
G2	G6	1.3180640242460268e-25	1
G4	G6	1.5991533850439542e-17	1
G9	G6	6.389751830755119e-16	1
G2	G7	1.5043805506998688e-41	1
G4	G7	3.7084589920531965e-26	1
G8	G7		1
G9	G7	2.7402144287854534e-13	1
G47	G7	0.0141177459945971	1
G29	G8	3.3408285938570865e-22	1
G17	G9	5.3505206323601e-35	1
G4	G10	4.566028742891477e-06	1
G4	G11	1.1544194406099382e-19	1
G4	G12	3.9223781030941e-23	1
G9	G13	1.920959740614677e-15	1
G4	G14	1.6429535393913291e-13	1
G8	G15		1
G4	G16	1.206956252353897e-23	1
G8	G18		1
G4	G19	2.4228459258326345e-25	1
G8	G20		1
G8	G21		1
G8	G22		1
G23	G22	6.913006809202211e-13	1
G8	G23		1
G8	G24		1
G29	G24	1.9964560691676602e-16	1
G8	G25		1
G8	G26		1
G8	G27		1
G29	G27	2.189082303300546e-36	1
G26	G28	6.243978807719414e-17	1
G8	G30		1
G29	G30	4.1885642467410447e-10	1
G8	G31		1
G29	G31	6.621788752685562e-23	1
G29	G32	1.0397034934072806e-15	1
G8	G33		1
G29	G33	1.1204160032327445e-07	1
G39	G33	3.896039327181054e-30	1
G47	G33	3.853303666353701e-36	1
G8	G34		1
G29	G34	1.0348516556058409e-23	1
G29	G35	1.0519338224579265e-10	1
G39	G35	1.3106044035957916e-14	1
G29	G36	2.3330638742815124e-06	1
G8	G37		1
G29	G37	0.0025934918570703	1
G39	G37	1.2755466290070333e-18	1
G47	G37	4.263258473266055e-18	1
G29	G38	2.72901243955072e-17	1
G29	G40	2.7970018127827756e-14	1
G39	G40	1.6649666605020017e-19	1
G29	G41	8.69820457749167e-17	1
G39	G41	8.865384002235795e-10	1
G46	G41	5.72670404379908e-07	1
G29	G42	4.7393050881533856e-11	1
G39	G42	1.0573296513612966e-18	1
G29	G43	1.5457334802963043e-26	1
G39	G43	1.4416117100591106e-15	1
G47	G43	2.029498111624926e-06	1
G29	G44	1.0780712784465929e-13	1
G39	G44	2.887855945868262e-07	1
G47	G44	5.679515700275807e-13	1
G29	G45	2.698351915007478e-18	1
G39	G45	5.781753940128331e-20	1
