"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
"1"	0.821960647385836	0.292747811581418	0.70570155600586	0.397335606926146	0.0817760720883929	0.652685835336731	0.739933722577811	0.181139966214896	0.881625201988586	0.964078019857811
"2"	0.776277832375678	0.355129836027927	0.661111959463486	0.393334378677938	0.164793778158579	0.707366996811322	0.800164713444003	0.238920326929448	0.913113071722121	0.728305728547925
"3"	0.73750024234272	0.402004503761573	0.596610776857654	0.40524151203888	0.2299496844607	0.753436205533458	0.703088842645156	0.274041943264827	0.936225121965257	0.673551344304541
"4"	0.704584107360375	0.437215627799439	0.537756403745232	0.423175150025322	0.281116655423831	0.792249591429105	0.55350785146077	0.295534636270594	0.953189332997834	0.722914356691097
"5"	0.676643432313038	0.463654997478007	0.487283782375299	0.441567761879359	0.321326215823775	0.824949659577706	0.425514348749758	0.309129108208673	0.965641039131146	0.784447502276601
"6"	0.652926146808969	0.483498288695536	0.444728957459109	0.458479217410997	0.352950169664506	0.852499035543239	0.333580504373196	0.317966867277351	0.974780573171019	0.836726454868815
"7"	0.632793860943997	0.498382460922925	0.409082486550019	0.47336333437473	0.377843839459478	0.875708795596938	0.272087204974634	0.323823996131652	0.981488977736842	0.877534878338119
"8"	0.615704681490978	0.509539160446141	0.379310874900102	0.48618635462514	0.397458588818641	0.895262327439496	0.23238739465404	0.327757733825451	0.986412936838304	0.90845530306764
"9"	0.601198625686548	0.517895050793878	0.354481932824972	0.497102852195176	0.412930006380843	0.911735431552985	0.207293983171885	0.330425188754699	0.990027115589001	0.931575293876717
"10"	0.58888523989145	0.524147280509437	0.333789955266304	0.506328585127157	0.425146910279257	0.925613256651961	0.191680751000267	0.332247984398022	0.992679917485366	0.948745882977536
"11"	0.578433089762747	0.528820259787858	0.316551271631698	0.514087939217931	0.434805289918239	0.937304568555341	0.182113764188653	0.333502763956204	0.994627070345937	0.961450192607141
"12"	0.569560839256614	0.532308382224861	0.302191032103364	0.520592118360184	0.442450443332261	0.947153772503521	0.176362308806945	0.334373808752255	0.996056277643074	0.970829811123986
"13"	0.562029677817918	0.534908180172056	0.290228248858413	0.526030857969383	0.448509882039579	0.955451043581572	0.173000585386733	0.334985067980168	0.997105313668725	0.977746561367684
"14"	0.555636892452046	0.536842528735551	0.280261574060222	0.530570309252364	0.453319018256089	0.962440862570613	0.171125174339496	0.335420369719636	0.997875304547807	0.982844215266819
"15"	0.550210411367663	0.538278868860158	0.271956633732833	0.534353742597789	0.457141218043561	0.968329208655001	0.17016627628334	0.335736531400474	0.998440476705267	0.986600671358209
"16"	0.545604172341012	0.539342928791897	0.26503509008479	0.537503469420319	0.46018345769442	0.973289620380697	0.169765401360468	0.335972041903128	0.998855312295694	0.989369322277504
"17"	0.541694191350982	0.540129055852355	0.259265350767711	0.540123197239098	0.46260854950896	0.977468302670861	0.169697408930098	0.336152898531509	0.999159800982252	0.991410845601718
"18"	0.538375225197119	0.540707997259101	0.254454749745565	0.542300432393867	0.4645446934974	0.980988430564058	0.169821235846449	0.336296573763421	0.999383295210765	0.992917225963441
"19"	0.535557938767737	0.54113275804453	0.250443004292812	0.54410874610573	0.466092941755081	0.983953775428752	0.170048876783561	0.336414729646859	0.999547339631406	0.994029717851751
"20"	0.533166500443447	0.541443011373869	0.247096757767479	0.545609824855428	0.467333035519515	0.98645176054042	0.170325863494807	0.336515082891061	0.999667747984332	0.994852193305578
"21"	0.531136540969241	0.541668418163594	0.244305037287442	0.546855280181497	0.468327972327332	0.988556035715837	0.170618960535545	0.33660268810726	0.999756127530541	0.995461017550128
