"Time"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"
0.0	0.8032235685775851	0.21809642371353422	0.15870757555938209	0.30269076774078196	0.9574333315570558	0.500953263076428	0.788938134745488	0.07727851478290887	0.735964561105677	0.31850498409167394	0.9760887532189388	0.3618044643408237	0.14756401991945284	0.019441247377486648	0.6812151109005116	0.7842078270447281	0.8923292945378751	0.9289255415690042	0.9484635506777539	0.22888135741164348	0.4281180985513374	0.3076461522448485	0.2582360443528171	0.6559787574740992	0.04797984006084954	0.2603470067172674	0.5986420667419265	0.9220915865957089	0.9364118707157932	0.8929046216999368	0.49656318851498565	0.48176989626227607	0.7436881974349798	0.6806002041165332	0.43402885857853446	0.8293995668520777	0.21110163639796947	0.8721705353846309	0.315760480693395	0.46568779155135265	0.8819114140449	0.9465128739249757	0.49778632870467965	0.4028981072399093	0.8950991173429803	0.13518914080780106	0.4071962182984181	0.17583082997226002	0.9150324115934463	0.6502905617638822
10.0	0.8457580090242135	0.34537713596937214	0.687796960036406	0.4669438536583058	0.9660021566545662	0.4818352696695931	0.7572808519552072	0.1610209411150279	0.6848816592155424	0.3368903281780675	0.8884978013900227	0.30048594309957133	0.1599056187823524	0.1531623637181005	0.6280237506138056	0.6386536265914331	0.9165474605519196	0.9430951934414273	0.9625808957656616	0.1935319895961537	0.508374264142088	0.26322475673379764	0.5276609759846291	0.7340978612206408	0.17661983472049347	0.3190777929763484	0.5353653079204532	0.9435203102230056	0.945861066230777	0.914642491367386	0.5813737615105599	0.5364521271195816	0.6496306688363805	0.6724785100982691	0.6056528162355048	0.7510004927495385	0.24045207593908968	0.7950003522674686	0.3579675571928922	0.47475197503112093	0.6942515493712237	0.8612986689148976	0.4949120996950193	0.4237983231300152	0.9266772325213155	0.10744590257682621	0.4252722311514714	0.23752012028842065	0.8408369845431506	0.7023582053817564
20.0	0.8790983675853146	0.45462207382391934	0.884141675450971	0.5925066785334018	0.9729764297707123	0.47503183793144965	0.7454381403427482	0.23171021156316726	0.6508110399008874	0.37051565169844164	0.8231142028071837	0.2494031752702665	0.161882026111084	0.251073631656625	0.6286936744788293	0.5275523721953367	0.9349839045772452	0.9543215983952539	0.9728310859600589	0.1636245212848253	0.5927707468207654	0.21134775392530314	0.6992248656227837	0.7944779604702132	0.2721229582659114	0.3617221615055178	0.5530767044771364	0.9590550594269879	0.9518867921669341	0.9323197742605445	0.6518686085266128	0.5838022303791909	0.5929845628714625	0.6621685400388394	0.6958289520798091	0.6894537701164263	0.262851830383354	0.7392584494421908	0.39103940974769574	0.48296536649135474	0.5598357823699421	0.796174694752039	0.49173825478575883	0.4416079666799052	0.9486698155762815	0.08570902549223511	0.43996321327608573	0.2875949407258956	0.7791115672952579	0.7466735860768923
30.0	0.9052320018169993	0.5458063481616566	0.9570050587307755	0.6884928385509314	0.9785431837496837	0.4729465121149773	0.743321314729443	0.2894668972903573	0.6250286826672302	0.4025703196422864	0.771339352965874	0.21062914522249482	0.16233378189688358	0.32275077416264303	0.6476005294987734	0.4428744645084369	0.9490054641241894	0.9632109478350896	0.9802734484105493	0.1383367396141453	0.6639066778315947	0.1682846225473411	0.8084729889760526	0.8411471644177612	0.3431182448263623	0.3954280247999058	0.5965740203938605	0.9703169729659107	0.9540547854712517	0.9463683587736083	0.7104286917213671	0.6247481328062635	0.5699736503646046	0.6504708426532592	0.7172368070772069	0.6440162751922252	0.2797871867012094	0.699125269889706	0.4170009181740908	0.49039862852467386	0.4639211106066893	0.746509948797523	0.4884529569433885	0.45652540719762813	0.9639907875995712	0.06867814847614105	0.45190267570593673	0.32815246543054133	0.7277249874961618	0.7843909250935277
40.0	0.9257166896883218	0.6216579527421331	0.9840446180490215	0.761869197633153	0.9829692967067682	0.47294993824184434	0.7462102335393812	0.3362494104029215	0.6048167716845108	0.4289379408764707	0.7296243500292445	0.18210721508863614	0.16238531394906436	0.3752204524636057	0.6711623794719469	0.37839235666580806	0.959661903344741	0.9702467029332965	0.9856771295071541	0.11695665303518836	0.7228608988157074	0.1366358957585651	0.8780397995539042	0.8772188937822033	0.39601923407551154	0.42234379004024125	0.6435046646961102	0.9784812951080895	0.9519633254812246	0.9575064234457614	0.7590111823013375	0.6601189430178678	0.5728195779380161	0.6383610119056035	0.6823972496782944	0.610804567795979	0.29254067502557757	0.6704160970532839	0.43740875625771003	0.4970943020841185	0.3957071412298146	0.7086896307149063	0.4852180341417708	0.4688953910281479	0.9746647185557085	0.055334433331875904	0.46160575928708636	0.3609920436777133	0.6849223217780671	0.8164925936410606
50.0	0.9417734858110478	0.6846755832227636	0.994078972881774	0.8179615557726115	0.9864838108268948	0.47390806544072167	0.7516227347424397	0.37401203639195046	0.5887567877114802	0.4493991667212161	0.6957801688042091	0.1614179362098866	0.1623130102330718	0.41362904870359524	0.6942794910548602	0.32930880898492376	0.9677565123765719	0.9758134922804645	0.9896005838514351	0.09888073052448094	0.7715223007229973	0.11448339218715295	0.9223384189345902	0.9050995848527905	0.4355817590243648	0.44390155523636354	0.6866757236300663	0.9844000189167588	0.9455035751060926	0.9663308691591512	0.7992213901919691	0.6906483544833323	0.592422967646156	0.6268602702133711	0.6114085412680876	0.5866131336033603	0.3021179222824594	0.650111646354687	0.45346286644268924	0.5030834806379251	0.34732135992263696	0.6799081731901785	0.48215867814356667	0.47909721249250303	0.9821026757941169	0.04487961634299499	0.46949131033099095	0.38757994003053753	0.6492539641474095	0.8438146993432788
60.0	0.9543595063228725	0.7369986365848937	0.9978027124488476	0.8608412063984986	0.9892728023743474	0.4752705227461908	0.758169692613239	0.40444141345095974	0.5759140341481249	0.46483466167426335	0.668227480889946	0.1465133874879012	0.16220729892866387	0.44174448495094665	0.7150876480430401	0.2919542895918467	0.9739025402831992	0.9802168171849411	0.9924492889686429	0.08359842755215663	0.811626341191033	0.09928452029678005	0.9505468082905871	0.9266492290830385	0.4653102052667684	0.46118984700244897	0.7240413377213754	0.9886907966339105	0.9350844104699826	0.9733202296000291	0.832387457838103	0.7169813792723713	0.6208064568734757	0.6168866414047764	0.5270203934650763	0.569021406626953	0.3092876099380249	0.6359995638362556	0.4660926663384507	0.508396585415017	0.31305766374717436	0.6580012924630451	0.4793609597294348	0.48748380351413045	0.9872876157176036	0.03668825510265126	0.47589983144731385	0.4091054058237877	0.6195198816122365	0.8670688631851937
70.0	0.9642249808347949	0.7804271089095539	0.9991845901473717	0.8936204388871721	0.9914853361461631	0.4767546176047481	0.7650519835730591	0.42893744939727774	0.5656079065693118	0.4763055706293152	0.645753136440857	0.13581193177977524	0.16210120298558495	0.46232514359315857	0.7330482741348917	0.2635294454781801	0.9785674159641219	0.9836990562522204	0.994517650223376	0.0706780272847108	0.8446531618260822	0.08891547160387497	0.9685092931463887	0.9433054578489319	0.4877652593720405	0.47506352349642794	0.755416350736127	0.9918013951781605	0.921616193993182	0.978855255491529	0.8596315769561682	0.7396824172338782	0.6522350256069654	0.609068870353332	0.4458569394956703	0.5562412738326161	0.31463413405669755	0.6264197749957001	0.47602250329647544	0.5130691136105663	0.2888059440573497	0.6413097417632256	0.4768744833030114	0.4943640253937164	0.9909039249218765	0.03027031373955241	0.48110808942741967	0.4265319546605095	0.5947250548596833	0.8868607541231096
80.0	0.9719579721179709	0.8164652813481839	0.9996974027423345	0.9186784339728122	0.9932402246034419	0.4782133158336272	0.7718099875026598	0.4486448018437868	0.5573196623026974	0.48476134365020856	0.6273988416625308	0.12813822027969934	0.16200651920893927	0.47739026328547923	0.7481843682567553	0.24190127548908938	0.9821070232456022	0.9864523515238545	0.9960194266546265	0.05975450925697182	0.8718400851629612	0.08182204446155188	0.979947409195021	0.9561794502028778	0.504807516813809	0.48620152878654177	0.7813010096792039	0.9940564229997979	0.9062683993942213	0.9832381449459396	0.8819225843925979	0.7592436185619649	0.6831613502881138	0.6036241748898207	0.3760899724530872	0.5469626088380144	0.3186015369374925	0.6201050744779398	0.4838206304101614	0.5171436408309042	0.271625779000928	0.6285691767061182	0.47471795812803796	0.5000006905019045	0.9934279561773798	0.02524184826425315	0.48534100872142955	0.440639913069501	0.574043454641525	0.9037058640715522
90.0	0.9780194295884176	0.8463664075116295	0.9998877066544494	0.9378339501316403	0.9946319556131675	0.4795726481239462	0.7781873999915762	0.4644929026310088	0.5506447891447611	0.4909688233003333	0.6123970064436077	0.12263559485461016	0.16192648256259662	0.48841797108515667	0.7607483407033468	0.22544547524265232	0.9847920954100122	0.9886289284733553	0.9971098224660055	0.0505192573461033	0.8942136965175709	0.0769293627154379	0.9872309503924074	0.9661300627597379	0.5177905165099921	0.4951457050490149	0.8024154548413046	0.9956912049885329	0.8901815873546138	0.9867084982034999	0.9001032961794373	0.7760929957829157	0.7116796982337983	0.6003951847493498	0.3198777462027785	0.5402291817374144	0.3215273793129663	0.6160897625590838	0.48993542947846175	0.5206691876048098	0.2594280060954379	0.6188213356671751	0.472886267407206	0.5046141404526502	0.9951912105771517	0.021302038107501777	0.48878135789557253	0.45206114325998753	0.5567886934303811	0.9180429342414385
