"Time"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"
0.0	0.8032235685775851	0.21809642371353422	0.15870757555938209	0.30269076774078196	0.9574333315570558	0.500953263076428	0.788938134745488	0.07727851478290887	0.735964561105677	0.31850498409167394	0.9760887532189388	0.3618044643408237	0.14756401991945284	0.019441247377486648	0.6812151109005116	0.7842078270447281	0.8923292945378751	0.9289255415690042	0.9484635506777539	0.22888135741164348	0.4281180985513374	0.3076461522448485	0.2582360443528171	0.6559787574740993	0.04797984006084954	0.2603470067172674	0.5986420667419265	0.922091586595709	0.9364118707157932	0.8929046216999368	0.49656318851498565	0.48176989626227607	0.7436881974349799	0.6806002041165332	0.4340288585785345	0.8293995668520777	0.21110163639796947	0.8721705353846309	0.315760480693395	0.46568779155135265	0.8819114140449	0.9465128739249756	0.49778632870467965	0.4028981072399093	0.8950991173429802	0.13518914080780106	0.4071962182984181	0.17583082997226002	0.9150324115934463	0.6502905617638822
10.0	0.8087095662795614	0.23518302713388164	0.21417044990577153	0.3314255038770193	0.9586079710116763	0.49798359898734923	0.7858642629365162	0.08622609583348746	0.7217990116458936	0.32068418922882097	0.9621199273771286	0.35282429384215314	0.1498000543232455	0.036784356181258505	0.6724475165636722	0.7681736496683597	0.894991489734986	0.9302365741402264	0.9499462012954064	0.2189172828811671	0.4379502591534825	0.3036128241779611	0.2888796259779378	0.6656156107774924	0.06688046792998333	0.2671945951451144	0.5858606944068105	0.9255302311785155	0.9373797167422685	0.8956495493537387	0.5069574529758477	0.48774861356071864	0.7312619583436919	0.6792730745524977	0.46954200470216406	0.8207221437646943	0.21515945601846573	0.8639273452223456	0.323558055523347	0.46683974479021456	0.8624362929379537	0.9207827869358575	0.49739059888522624	0.4057142331554618	0.8984423609442559	0.13150775578014282	0.409141719389411	0.18493248877840032	0.9061861171291511	0.6551301656346304
20.0	0.8218128772574733	0.2778415937535209	0.3179087238728139	0.3961991557848574	0.9614494988200574	0.4928185420116654	0.7799627596747503	0.1089389511342552	0.695434339570221	0.33102943618463904	0.9307811347052396	0.33080090540592144	0.15278133764438487	0.07701164406548326	0.6607027313256512	0.7295790307083224	0.9013943390617039	0.9334986063773191	0.9534600278344867	0.19793446814846155	0.4674735659530325	0.29083105802896325	0.3572011891883985	0.6886264728445258	0.1101958904300737	0.2828605509107444	0.5724871405468644	0.9332242352992678	0.9396130304604593	0.9023781743659359	0.532584048106736	0.5029532641033363	0.7041068332602191	0.6753616877703931	0.5375054365812879	0.7992379049426646	0.22466477405088242	0.8444638089112579	0.3411406469276145	0.469777051790583	0.8164604649920052	0.8702714886110942	0.4962849733320738	0.4126602531840909	0.9062258559126307	0.1227493056357584	0.4139624897681519	0.20660592083023588	0.8842981430263622	0.6675397858775904
30.0	0.8387952413597242	0.3348555710732858	0.4249620106958658	0.4750006619954213	0.9651480009534736	0.4879504356194463	0.7739966018899863	0.1399465803526019	0.6677641010491352	0.3484457597433333	0.8918684848714896	0.3026150570215093	0.1552422865211235	0.12748083806507463	0.6549399823099844	0.6791402565131018	0.90975480553249	0.9379214586293693	0.9579784567406396	0.17384146216022947	0.5092277174824212	0.27140178922235336	0.4395385223342083	0.7184379506879016	0.16383517784105095	0.3031480053601347	0.5733122333582354	0.9424994405883526	0.942190632554054	0.9112247393889072	0.566990506194271	0.5240759923430941	0.6742434897350792	0.6691245332102926	0.5999265744272056	0.7712234502296329	0.2366790406926499	0.8195558532714102	0.3625740536724816	0.47387841173741546	0.757640538601947	0.8168495926847106	0.494606156673402	0.4219469156784333	0.9160485190980149	0.11144697064799897	0.4204694144854411	0.2345862163166497	0.8547860546065376	0.6849369785278446
40.0	0.8572234661983559	0.39840721208105523	0.5212088939811793	0.5552750463816997	0.9691640049456518	0.48410340893402076	0.7691355000336239	0.17516677694964355	0.6424750469090089	0.3694541758197195	0.8508575633509627	0.2730629199207931	0.157111656931602	0.1804752407083222	0.6561785916094618	0.6239594513135596	0.9188945599532456	0.9429450583925155	0.9628468229331382	0.1502594488447099	0.5568072152315217	0.24863295579002045	0.5228633553359319	0.7507729621499826	0.21944518679426686	0.32547487866733515	0.5876643052854883	0.951851961061576	0.9442827008117112	0.9209257205343371	0.6056888626602027	0.5486703673689983	0.6493973259039442	0.6610286467666879	0.6364889509264292	0.7409665097721234	0.2493599954591222	0.792881775595622	0.3844913842257119	0.4786842223035347	0.6946335307501491	0.7689524595878592	0.4925012484853672	0.4323040522782502	0.9264415927704898	0.0992354279567637	0.4278266890273892	0.2648419129409235	0.8214341347701989	0.7053792738072446
50.0	0.8755692312062338	0.46331616554479477	0.6035222348564974	0.6303467918096882	0.973158373860391	0.4813797338859473	0.765791527948908	0.21174453735733248	0.6206616421595392	0.39112891943958894	0.8108778679932753	0.2449766060446656	0.1584846485359331	0.231521733430959	0.6630502590824913	0.5685827845475826	0.9280605459793577	0.9481806298788243	0.9676629966282663	0.12869767442466565	0.6058717227992542	0.22515452009283318	0.600502034747621	0.7829466725377696	0.27237040454170897	0.3481578550126993	0.6112065785266849	0.9605006096184985	0.9451636230857479	0.9306700806564261	0.6456190483484456	0.5749539840987717	0.6333887935820681	0.6517162777166121	0.6399890919721604	0.7111181981317699	0.2616193295241232	0.7667040391997196	0.40510140537042505	0.4838533535559319	0.632694625176448	0.7290108397954991	0.49011626497304234	0.44287348936692594	0.9365463524290583	0.08713083662010698	0.4354594649012577	0.29487598157374983	0.7868316268452064	0.7274240439291896
60.0	0.8929234573803765	0.5262922727166162	0.6724838129091089	0.6971118838022233	0.9769305672990406	0.47965514614531246	0.7640020584708272	0.24776815017541112	0.6023860625748569	0.41158909569214847	0.773637616906278	0.21979573471307232	0.15947329386583686	0.2782438018098716	0.6737347329099467	0.5157791537946972	0.9367947848679424	0.9533658041907962	0.9721940850259982	0.10964699408435565	0.6536544257688229	0.20264520257866744	0.6694957430759398	0.8133638074376262	0.32028352609930044	0.3701249752711265	0.6396933946200646	0.9680987676410682	0.9442718387973322	0.9399635405202674	0.6847514856233642	0.6016528046145677	0.6270705667126791	0.6419388613866591	0.6137543721992892	0.6831972512522387	0.2728661858362903	0.742336997998741	0.42356012801983167	0.48913351535500993	0.5748036935390292	0.6969333733811259	0.48758612861421774	0.45310489709593216	0.9458973240308648	0.07572934392609919	0.4429840325570596	0.3232266960168273	0.7526996216348119	0.7500171075025195
70.0	0.9087938117192024	0.5853696022980551	0.7297458954134205	0.7545650693111186	0.9803732291547823	0.4787366788907867	0.7636239797831003	0.28202135816389373	0.5873164315720676	0.4298409646929713	0.7399630241263206	0.19807130889702265	0.16017477659838647	0.31958738705129214	0.6865995757616707	0.46710315883123155	0.9448407412620035	0.9583305595411853	0.9763186760404086	0.09312537614671895	0.698502996999156	0.18201998099896763	0.7289873376387139	0.8411621844187045	0.36227506715905666	0.3907294387316251	0.6698711143764438	0.9745513379774633	0.9412790128434056	0.9485285691877754	0.7217972886546242	0.627879097253139	0.6294672940137992	0.6324567206279853	0.567045279174977	0.657973529104622	0.2828283561979921	0.7204632944348527	0.4395768801883747	0.49434064064812505	0.522452058194914	0.6717059015718162	0.48502745501276867	0.4626690472988981	0.9542772892586324	0.06534684551207293	0.4501552714134886	0.3491188254683676	0.720134226463427	0.7724044101892712
80.0	0.9229622931089364	0.6394923357359753	0.7771058199339946	0.8028734932059437	0.9834400081090862	0.4784284604368806	0.764437279477384	0.313788218286187	0.5750024134765764	0.4455053277215786	0.710137039554076	0.179830067658971	0.1606661268552549	0.35530435006535166	0.7003724737694229	0.42329685963974156	0.9520765888121028	0.9629715310724029	0.9799871019134008	0.07894726025393548	0.7395310224217803	0.16367534968841776	0.7792480606560863	0.865961973385238	0.3982585482648952	0.4096185741244544	0.6995239809835534	0.9799004095252756	0.9361191387954482	0.9562327097736945	0.7559989189284916	0.653036209201736	0.6387525192322779	0.6239183782067595	0.5100992455134519	0.6357384529275805	0.2914310261204651	0.7013483073416572	0.4531705267600367	0.499344086097178	0.4761857345676464	0.652098752234297	0.4825344301385817	0.47139080038231596	0.9616212111972127	0.05611656732785893	0.4568272955692787	0.37222221050022575	0.6897867906911003	0.7940622065899611
90.0	0.9353860357060203	0.6882164963774228	0.8162068475831509	0.8428049943374867	0.9861231751457011	0.47855771617143633	0.7662010829612484	0.3427048821230193	0.5649925519816698	0.4585805401136415	0.6841173841435773	0.16481707982077815	0.16100594409307975	0.38561268771174106	0.7141426382554691	0.38457335141359866	0.9584681180068961	0.967232753888366	0.9831943620055952	0.06685426079848636	0.7763648769622689	0.1476877859897523	0.8211006712905263	0.887691042870622	0.4285921917740612	0.4266399806703512	0.7272859292036231	0.9842554237429206	0.9289592096251481	0.9630379225524344	0.7869775894958164	0.6767446438454295	0.6529067945667263	0.6167659158489877	0.45117130396353344	0.6164901537155408	0.2987159704075847	0.6849888190064625	0.4645209473960067	0.5040555030602557	0.43597522594143995	0.6369565979068744	0.48017751920745017	0.47919927132164714	0.9679533221074069	0.04805651185344221	0.462924154175365	0.39248629654233963	0.661996854947715	0.8146420487678186
