"","min","max","links","AUROC","AUPR","Acc","Recall","Pre","FPR","Fmeasure","AUROC0","AUPR0","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",4,20,619,0.434461202062969,0.0273851881554252,0.7072,0.115646258503401,0.0274636510500808,0.255843603909902,0.0443864229765013,0.425510013493815,0.0392162704252051,0.7064,0.103448275862069,0.024232633279483,0.256475583864119,0.0392670157068063
"2",5,17,588,0.458215406310246,0.0348702745121456,0.7228,0.156862745098039,0.0408163265306122,0.24030677460588,0.0647773279352227,0.426819840066326,0.0380905311111796,0.7188,0.0979020979020979,0.0238095238095238,0.243529910903691,0.0383036935704514
"3",5,17,584,0.447301777512467,0.0300887658017783,0.7204,0.108843537414966,0.0273972602739726,0.241393965150871,0.0437756497948016,0.439788342467215,0.0425268494664235,0.7204,0.108843537414966,0.0273972602739726,0.241393965150871,0.0437756497948016
"4",3,21,557,0.462293880939583,0.0373567695418046,0.734,0.153846153846154,0.0430879712746858,0.227389078498294,0.0673211781206171,0.458671824633644,0.0523175752714757,0.7332,0.142857142857143,0.0394973070017953,0.228047740835465,0.0618846694796062
"5",3,20,566,0.443662757568571,0.0288966190022929,0.7276,0.114093959731544,0.0300353356890459,0.233517652062952,0.0475524475524476,0.424761384973573,0.0373757654571482,0.7252,0.0769230769230769,0.019434628975265,0.235468816291896,0.0310296191819464
"6",4,16,521,0.490490617505966,0.0465192824667267,0.752,0.188679245283019,0.0575815738963532,0.209739427595045,0.0882352941176471,0.46421814481157,0.0484336910217464,0.7484,0.14,0.0403071017274472,0.212765957446809,0.0625931445603577
"7",4,19,612,0.462153390839996,0.0373045565309424,0.7148,0.169934640522876,0.042483660130719,0.249680443118875,0.0679738562091503,0.436636240731664,0.0417156056531481,0.7116,0.124137931034483,0.0294117647058824,0.252229299363057,0.047556142668428
"8",5,18,610,0.424080331175459,0.0256372861628466,0.7092,0.10738255033557,0.0262295081967213,0.252658443215653,0.0421607378129117,0.43320736885912,0.043392933661615,0.71,0.119205298013245,0.0295081967213115,0.252022137079608,0.0473061760840999
"9",4,21,690,0.447038510932948,0.0397631714965622,0.6804,0.148387096774194,0.0333333333333333,0.284434968017058,0.0544378698224852,0.378972546467191,0.0297400109016992,0.6728,0.0294117647058824,0.00579710144927536,0.290186125211506,0.00968523002421308
"10",5,19,579,0.457614008860474,0.0346145900389012,0.7244,0.142857142857143,0.0379965457685665,0.237425404944587,0.0600272851296044,0.454352814170134,0.048162147913277,0.7236,0.131578947368421,0.0345423143350604,0.238074957410562,0.0547195622435021
"11",3,19,587,0.449413326129923,0.0312319409791452,0.7228,0.136986301369863,0.0340715502555366,0.240866610025489,0.0545702592087312,0.452737625790766,0.0458333682477725,0.7236,0.148648648648649,0.0374787052810903,0.240221088435374,0.0598639455782313
