"Time"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"G11"	"G12"	"G13"	"G14"	"G15"	"G16"	"G17"	"G18"	"G19"	"G20"	"G21"	"G22"	"G23"	"G24"	"G25"	"G26"	"G27"	"G28"	"G29"	"G30"	"G31"	"G32"	"G33"	"G34"	"G35"	"G36"	"G37"	"G38"	"G39"	"G40"	"G41"	"G42"	"G43"	"G44"	"G45"	"G46"	"G47"	"G48"	"G49"	"G50"	"G51"	"G52"	"G53"	"G54"	"G55"	"G56"	"G57"	"G58"	"G59"	"G60"	"G61"	"G62"	"G63"	"G64"	"G65"	"G66"	"G67"	"G68"	"G69"	"G70"	"G71"	"G72"	"G73"	"G74"	"G75"	"G76"	"G77"	"G78"	"G79"	"G80"	"G81"	"G82"	"G83"	"G84"	"G85"	"G86"	"G87"	"G88"	"G89"	"G90"	"G91"	"G92"	"G93"	"G94"	"G95"	"G96"	"G97"	"G98"	"G99"	"G100"
0.0	0.9171608363496004	0.22282245336891437	0.6845141051780772	0.43440901954743033	0.1630702913597319	0.6867376577437562	0.5628886605974474	0.702447407868723	0.41837589771248024	0.8537352989878586	0.3824906298992415	0.4035356632117567	0.5496702308015446	0.8620982767751483	0.15479433538220644	0.26665433694423124	0.9785200425403497	0.9317908840126342	0.5655185031085986	0.810281927181077	0.9562087301893079	0.6414367860710828	0.5273798391245135	0.24707151635931215	0.09001107998577533	0.308529114425028	0.21937841015424453	0.6705446278392644	0.8482940122841262	0.6150709552207279	0.4336945029583794	0.4045161800716725	0.16891043379767268	0.3985857262559225	0.1476065445959558	0.7877191113561222	0.2605795777028323	0.798787316453378	0.5470311542503864	0.46425950243851966	0.3765768527754204	0.6136073254338507	0.6755886319957644	0.6831108526806791	0.00935872872360334	0.9246885517322418	0.6648859178653886	0.25098465021988736	0.8125969928845403	0.34182159745015306	0.20227032111615723	0.8295382958616877	0.6914984706533798	0.9415861400868851	0.5364912159466197	0.1568417580732983	0.5540568281355418	0.3510901018741269	0.34068158431836976	0.4759584109432168	0.9356462424000292	0.9022688463999734	0.21806628289966115	0.7869920659524042	0.12371060276060641	0.4870606709985776	0.7447591464941672	0.4986379315119187	0.9605595235585617	0.24867675434375358	0.7748989561071723	0.6562215404318215	0.8714351031011516	0.567835622847304	0.8129046534705262	0.2661411387099419	0.6842079671893551	0.10425484107736027	0.017160242831463834	0.8901852639008658	0.46437886907384335	0.7411649051571804	0.7207601325883863	0.17200314086628726	0.7922072442452008	0.8270058337345247	0.4589601042510439	0.40132024753276896	0.2649576414731579	0.330880174116094	0.39574545268403694	0.6497538712818978	0.7062944340609562	0.5037734578214745	0.5410907652466983	0.6492767436517302	0.058940393921495346	0.22764504189713441	0.08391586157432378	0.4805190875319142
10.0	0.7846811534035698	0.1615950513642855	0.7528752767953831	0.31847601475863496	0.14122319274705353	0.7464543481662261	0.6125765902101159	0.637569702825421	0.3733275825476341	0.8685326700349992	0.4506266165115047	0.30685302276292664	0.6244079909748208	0.8725455624362958	0.2820529814798023	0.42339570873925975	0.9354982540970325	0.8414534321586551	0.6800277636240148	0.659242129553848	0.9274453222363487	0.7229500709822041	0.6314013032884489	0.3129726069084444	0.0702420033081648	0.26741994039331457	0.3699009443100628	0.6906525213753242	0.7523441446021629	0.7223465246202606	0.4424533418410426	0.43746903426823364	0.15656663263223342	0.5037696644307595	0.23187069448370073	0.7138958341196731	0.2400516780533388	0.7610626446566149	0.5073110951487808	0.3938121185168213	0.30488764600194046	0.6835753871178938	0.5359013787877329	0.6452149509265981	0.02017572834005025	0.8241512271377738	0.6357524136559816	0.23146180647286768	0.7483846092090113	0.5073952555490521	0.16216744318617002	0.6821460693285836	0.785754330018506	0.9598053456729694	0.6116745205295792	0.16020630951621115	0.6637555512669918	0.4924910924101682	0.436936200485174	0.48631339793889683	0.9196128661767886	0.9174379798382979	0.1821218862499767	0.7360525682531748	0.282664586392543	0.4931373300886919	0.7366348499466744	0.4947041344517981	0.9666239538526417	0.34943264745659813	0.7525110383627573	0.6036196317759114	0.7957633698905549	0.5704403988421213	0.7950736024918034	0.2022790083862758	0.7427689955093509	0.10356754292778549	0.06838969742395223	0.9003999371671362	0.3331585271983295	0.7060454896230306	0.6894528474143339	0.2580854611256663	0.7341172564562821	0.7594200461356999	0.4304354965612154	0.40814190915338067	0.32938607217807186	0.3602779419835406	0.3279264818826828	0.6303059948321077	0.6790126894675942	0.5534691859060686	0.6067131635217978	0.729822502030083	0.07095289012351808	0.3215406856954032	0.11596880042872336	0.4511493088474177
20.0	0.694681204675665	0.1169691430362872	0.8057883985724532	0.23402428099134778	0.1380195585744884	0.7930781842450606	0.6445296409902136	0.5909082840391914	0.3355309327021326	0.8884408541088296	0.5052245315904625	0.23734217036188604	0.6950581444122046	0.8876596526845653	0.3796367441927872	0.5469503755848154	0.9014634884619983	0.7726325428832816	0.7643576708839134	0.5437108256167149	0.9048020945686581	0.7859326887375876	0.7125281348532115	0.33448710776611446	0.05961529774673993	0.2341642755005373	0.4916209678247658	0.7194135088353832	0.6776940972230687	0.793718035036292	0.4198761846104938	0.46245475306169576	0.1483807938962879	0.5889007408766098	0.29624694534665563	0.6603030950304719	0.22492804253497045	0.7578249257677825	0.47537171164311887	0.33834140759540704	0.24923785531305087	0.7403386083114513	0.42871296138885906	0.6056246343541021	0.029332797933578608	0.7472285408097705	0.5883243898620595	0.21171586712083765	0.6950451929468972	0.6313166262677963	0.13998833970777322	0.5622295557374212	0.8512123846068915	0.9723420052989551	0.6714072692329733	0.16253296132554237	0.7384159700682502	0.6029149090104344	0.5101572672596026	0.49848632888092476	0.907135118161794	0.9297574064087353	0.15281129513536484	0.700702314479572	0.4127852086663941	0.4982539056087344	0.7345729030237692	0.49665760838710965	0.9717343646627541	0.43375017424326384	0.7282274230668645	0.5611689699550195	0.7560527432883022	0.572511333643702	0.7838588476127292	0.15497585559868288	0.7904703640801133	0.10933866600000491	0.11100127413790709	0.9015983355276392	0.25784205999851934	0.6699157486296603	0.6666568366834229	0.32668665694881505	0.6953007363612609	0.6948116148984957	0.41002573511693596	0.41270574252219006	0.3800080235822898	0.39226576557905113	0.27603524941448987	0.5951662166162274	0.661794276944701	0.5872907096103186	0.6600728876972621	0.7912927311830574	0.07806092909740632	0.39068612508684364	0.15323978266651447	0.4260603525955947
30.0	0.6335398248917502	0.08467542479881339	0.8466820922234586	0.17259822848542755	0.15179121072656931	0.8286813736505223	0.6622794164626026	0.5572812806968509	0.30479347995992384	0.9075062220025782	0.5489055813754036	0.18737493318502108	0.7548222190554644	0.9027767615851015	0.454435480326661	0.6422986826087992	0.8736231642777392	0.7202026891652509	0.8264621083999101	0.45443495286258395	0.8870101040964299	0.8345972730851157	0.7757993341044183	0.3185293529824466	0.05531613472651648	0.20662359657499307	0.5897131252227178	0.7425139449107881	0.6198347434713294	0.8412065706713593	0.39592635161255757	0.4813961790798274	0.14416646252884244	0.6573541442534595	0.34542910686708367	0.6213969157144923	0.21441815188337762	0.7615168752844838	0.449681825245774	0.2902185920534106	0.2068871402033147	0.786260681865255	0.34705101934787114	0.5710648281786557	0.037061343522205914	0.6884252308343616	0.5417948044507328	0.19443973769459222	0.6507785430422902	0.7240639039762741	0.13325157800907594	0.464965154895207	0.8966711696143976	0.980968497336508	0.7180902632569133	0.1631283967226526	0.7846939859362256	0.6891231667485418	0.565933101218776	0.5094714892697605	0.899278674513457	0.9396548114674879	0.12891468473998705	0.6764139583490463	0.5193026795834945	0.5025070650033284	0.7358560058767799	0.4986371659954055	0.9760395889343435	0.4967704731272728	0.7051638747024163	0.5269255301091629	0.7362830842071182	0.5741682625821798	0.7768976655602078	0.12047323224103683	0.8293259072107061	0.12147679640911253	0.14644621358427878	0.8965346255464801	0.2204952387490113	0.6377774354177117	0.6500474493835645	0.38148668868220065	0.6703356818312864	0.6369360378006994	0.39532450034017974	0.4157590318011066	0.4196836669572006	0.4223138229765939	0.23655104456137155	0.5552641018342188	0.6509230267310663	0.6136142441148362	0.7032787237155217	0.8382113252158138	0.08245267129627713	0.44160533294166526	0.18651430672808747	0.40471400112125266
40.0	0.5920034865413512	0.06138665329543476	0.8782263470444809	0.12797298244476688	0.17816195743631413	0.8556537536392048	0.6691593840271033	0.5334037707202703	0.28022495135378994	0.9238347900138213	0.5837884644223734	0.15145895856496963	0.8031665097720916	0.9159213506351607	0.5117707967988468	0.7149956767199774	0.8505231725872079	0.6802593898164702	0.8721986837680231	0.3851707625058885	0.8730180713306509	0.8721987868696909	0.8251448413487159	0.2768164200948352	0.055104280892363834	0.18329969117178352	0.6686080528802734	0.7594213410217961	0.5750213357550271	0.8730244332189604	0.3772703781887166	0.49575410340223786	0.1436289301218361	0.7119817722073366	0.38300317113323956	0.5931525898044271	0.20736610168475342	0.7663849554043375	0.4290164835925802	0.24900546624605546	0.17526808289641538	0.8233668278436699	0.2851245846899424	0.5420130790182275	0.0435562417584428	0.6434530733488253	0.5015019055141541	0.17998296894376659	0.6140441032090383	0.7934793524371934	0.13702088734865467	0.38615295784953835	0.9282410222070733	0.9869043978948764	0.7541393174898315	0.1629105907781617	0.8113406033688876	0.7564098782499223	0.6084650884126851	0.5186008140323578	0.89702964901415	0.9475451129266742	0.10943416593208015	0.6598531318819594	0.6064984784684451	0.5060204855316768	0.738799236463555	0.5002867479757022	0.9796651770999717	0.5394225994854215	0.6862699726026399	0.49931238057751565	0.7274915811410048	0.575509293844554	0.772657168042646	0.09553840313566175	0.8609760102834038	0.13928825174054946	0.1759320486776088	0.887916971355401	0.20908462053649918	0.611072576119688	0.6379416910932203	0.42537608667567683	0.6551468388871721	0.5864474771641268	0.38465656836215467	0.4178015880754303	0.4507127337460526	0.44920596808860735	0.20659228808440727	0.5167812487803218	0.644058713764997	0.6344155786131149	0.737855936282276	0.8740277279451307	0.08530707767435554	0.4791026120613257	0.21341678950886242	0.38663141148730007
50.0	0.5637858144891957	0.04462311070469291	0.9025138596926084	0.09557735769586963	0.21013998675777296	0.8760017295915183	0.6681448100149631	0.5169867473949067	0.26079053843438577	0.9373156579927631	0.6115894215693138	0.12564375040997267	0.8415742213739918	0.926608810585725	0.5557274207990445	0.7700271502955585	0.8312732918206203	0.6498283889709355	0.9058812096884014	0.3313614268799403	0.8619820148828169	0.9012522321594872	0.863629635599721	0.22429817455033016	0.057376463106658795	0.16343286121902525	0.7319840485879737	0.7715746890526104	0.5403208970083409	0.8947196941888899	0.36447731443606846	0.5066370291401385	0.14631830957646944	0.7552212178425325	0.411708835149774	0.5726483418874588	0.20275486269083046	0.7711296498304729	0.4123975546253349	0.21424903065797457	0.15215371902237182	0.8533337954622282	0.23832828259575545	0.5178944503118	0.04898842010843226	0.6090430151675604	0.46827383187060084	0.16811018086721738	0.583559375595499	0.8454324081395508	0.14694264984151928	0.3223293700429534	0.9501654003566147	0.9909888989047252	0.7816797554352954	0.1633007315658065	0.8247790700300742	0.8089206944681094	0.6409144442375759	0.5257601840784988	0.8998424248025445	0.953788083098047	0.09355473765092893	0.6486357525041967	0.6778774483005585	0.5089127290327765	0.7424400587161016	0.5016139454899922	0.9827170734516518	0.5655133071475369	0.6728483796430111	0.4770578161278781	0.7245945351210162	0.5766139867345007	0.7701416736054192	0.07761211911922786	0.8867568627384985	0.16149568920345259	0.2004629772644436	0.8777352748358485	0.2150989169553356	0.5900831250980568	0.6291167428639963	0.46060812968810494	0.6466792844592097	0.5424936586270358	0.37685513118762015	0.4191678532482921	0.4749390612689103	0.4727616929164718	0.1838988907683608	0.48293620395249415	0.6397243169738493	0.6500301934762932	0.7645355498475626	0.9013723742151117	0.08723803254494036	0.5067158848844845	0.23375952455460774	0.37138907924257886
60.0	0.5446161654224584	0.032569495513463984	0.9211829790015114	0.07206665896917273	0.24007824719287219	0.8913181647381502	0.6617422509510053	0.5062432949583049	0.2455186083789215	0.9483017570562385	0.6337000380607641	0.10708859487535555	0.8718600390893686	0.9349941978108409	0.5894398764350433	0.8115060987787066	0.8152613608186816	0.6266440646523292	0.9306865771610984	0.28956070865467326	0.8532317116432346	0.9237008678773663	0.8936441085369508	0.17301897016794002	0.06107964341493957	0.1465941693047735	0.7828511859507216	0.7802936738614786	0.5134543027247216	0.9099537860242997	0.356723957345472	0.514885689041047	0.15164875218974858	0.7891637225069056	0.43363921739825634	0.5577630800822112	0.19978917002298108	0.7754056184161913	0.39904234077623596	0.185271671044022	0.13566469790892746	0.8775307058872984	0.20307229012757583	0.49798035743751945	0.05351029116506798	0.5827047298957293	0.44151323021058825	0.15845073939047236	0.5582598337797898	0.8843159717953865	0.15984039802495412	0.2706652055405648	0.9653912669370811	0.993799449482611	0.8024983112120768	0.16416806033896736	0.8295865820911519	0.8499006952177705	0.665666167746287	0.5309516054013663	0.905834712310959	0.9586856137695126	0.08061130945263123	0.6411060192962674	0.7363086732375826	0.5112885116547953	0.7462383411327702	0.5026699657032152	0.9852847435122613	0.5797005177779395	0.6647907146615445	0.45913725810488276	0.724706343041301	0.5775446565355066	0.7687071419884931	0.06476690527282611	0.9077568687214007	0.18649961459648207	0.22087367967998595	0.8672565119170256	0.23220668599740257	0.574816275798316	0.6226827087715263	0.48894204614067766	0.6426808788464516	0.5040242177677196	0.3711051519285111	0.4200816380521478	0.49383303381029914	0.49316294112589565	0.16672768913863317	0.4551461387780856	0.6369873274036152	0.660808024047981	0.7828860836310667	0.9222514617858444	0.08855642227008582	0.5270505024444055	0.24811154580615138	0.35861200227643747
70.0	0.5315932821446138	0.023908178467778547	0.935512569176581	0.05500176420636465	0.2626649916803023	0.9028384404256391	0.6519533234203843	0.49966386235159616	0.23356950822707884	0.9572072028842038	0.6512487131419674	0.09375091801242634	0.8956634269362587	0.9414446483851365	0.6153005363168619	0.8426893787843092	0.8020197478913846	0.6089805883158645	0.9489543953121786	0.2571170844515594	0.8462420862020058	0.9410461858508282	0.9170525378929367	0.1292187267440342	0.06550114447337506	0.13241524228403137	0.8236540707650638	0.7865558072483002	0.49265428858492827	0.921067352421124	0.3529130809669427	0.5211375551224205	0.15896233395203768	0.81559479978928	0.4503934390594299	0.5469569768210958	0.19788378369626983	0.7791398156455424	0.3883216793657557	0.1613140459077906	0.12424249736102226	0.8970681414007488	0.17658751994747227	0.4815853897024052	0.05725778023504943	0.562538930576259	0.42023676231882223	0.15063388457472973	0.5372623828905084	0.9134178505571167	0.17362379075206713	0.2288553290998317	0.9759652049385228	0.9957333930932675	0.8180629005941639	0.16498268120975093	0.8290072432148025	0.8818871869853139	0.6845286611311262	0.5341814871536805	0.9131172706543317	0.9624893864073213	0.07006137032709343	0.6361112373819172	0.7841408016403792	0.5132372706166468	0.7499003203154898	0.5035062873511494	0.9874438006245863	0.5861059370907253	0.6611467001580714	0.44472319280562744	0.7262078424073027	0.578347725990869	0.7679393976395008	0.05559036755019398	0.9248625967972652	0.2127024788139429	0.23785774242035004	0.8572136637985123	0.25558907029894057	0.5651246201403272	0.617991452106135	0.5117591140491266	0.6415271242209077	0.47032452076845754	0.36683460580707655	0.4206927154264294	0.5085597836525656	0.5107165572464228	0.15374502078644744	0.4336930580835512	0.6352589602910108	0.6674854573298427	0.7910398994760467	0.9381953695696518	0.08942584419801276	0.5420250639521398	0.2572968321349216	0.34797163435087614
80.0	0.5227461989691463	0.01768711076598226	0.9464977019392632	0.042609424185817514	0.27641363590736473	0.91150609859793	0.6403007846130044	0.49595989460591855	0.22424719625552056	0.9644070549878629	0.6651495674701937	0.08416202907395541	0.9143432273729462	0.9463529670099338	0.6351327126406834	0.8660984811580782	0.791158332794517	0.5955232887027022	0.9624076599996888	0.23197165458734761	0.840608224534905	0.9544483389778419	0.9353088825136399	0.0945669770634069	0.07013162363841724	0.12053424051788736	0.8563693717934782	0.7910576585860469	0.4765515903409021	0.9295097554105511	0.35200111574089504	0.5258759059518516	0.16760394368408157	0.8360219944426149	0.4631932032818044	0.5391121792815755	0.19662864818352482	0.7823500994239692	0.3797270985134303	0.14163086911894557	0.11661761491699377	0.9128441761160833	0.15675069298973707	0.4681116662269587	0.06035113072183543	0.5470955024560595	0.4034448768269864	0.14432926565611834	0.5198345203350023	0.935198758908269	0.18703156730839454	0.19502362854907032	0.9833085085028396	0.9970641422168037	0.8295611477385944	0.16553941617666817	0.8253083429611198	0.9068609134882615	0.6988819499280309	0.5354693910971037	0.9204926033307687	0.9654094225461078	0.061462514705876534	0.6328433292501301	0.823296450101145	0.514834146536321	0.7532767997228369	0.5041670517985551	0.9892581978403324	0.587791859854952	0.6606891683706223	0.43314458974436754	0.7282136963187213	0.5790556804005087	0.7675740686240482	0.04906132807143653	0.9387962086521215	0.23874692063213482	0.251991486327487	0.8479886418395245	0.281641366774732	0.5606215203903842	0.6145707090197097	0.5301509183639452	0.642078785790416	0.44093411763881013	0.3636395712606022	0.42110130560612175	0.5200369612056944	0.525759236941644	0.1439350266702381	0.41815416965289937	0.6341674475593858	0.6709970128272957	0.7865290806533541	0.9503717267472118	0.08994917325714882	0.5530524395166585	0.2621965686909039	0.33919082634313347
90.0	0.5167359415596525	0.013220191508524905	0.9549102520566475	0.03360386951685002	0.28257106112798885	0.9180334888393817	0.6278913932191413	0.49408412924985673	0.21698820337770838	0.9702188894696042	0.6761416968252214	0.07726589815396566	0.9289909274637449	0.9500671916137952	0.6503365193741191	0.8836595919391825	0.7823333001884292	0.5852706592336283	0.9723152652350467	0.2125174410945012	0.8360222357199054	0.964803739133361	0.949547091914248	0.0683719439734583	0.07461690861596718	0.11061149890771593	0.8825910451726647	0.7942939648198933	0.464085698800143	0.9361584386765912	0.35310161833249815	0.5294670894353815	0.17698169911538447	0.8516997961791423	0.47297186690466364	0.5334171709191947	0.19574986993079416	0.7850853009938183	0.37284592917810944	0.12553806944959917	0.11177679540393304	0.9255840364003228	0.14193986459878222	0.45705232021699654	0.06289553403798798	0.5352663379188347	0.39024846435987287	0.13925582299878878	0.5053686473617361	0.9515003857717949	0.19937837514126291	0.16764508789136226	0.9884082270022627	0.9979798324261949	0.8379422366239546	0.1658377744838482	0.820033216193849	0.9263657816348551	0.7097853242353465	0.5349024705575965	0.9273824610991503	0.9676210696884339	0.054454031464525814	0.6307377220330477	0.8553494834404146	0.5161416980430942	0.7563032915494131	0.5046884058416905	0.9907820512389922	0.5868128532597295	0.6622948466524669	0.4238555112112701	0.7302621653047964	0.5796896800656306	0.7674440686971704	0.04444409422024872	0.9501459470824739	0.2636236996172141	0.26375386723326505	0.8397456704093208	0.3078100878118774	0.5606445454455747	0.6120762766723827	0.5449851442357587	0.6435684727779927	0.41546946941609064	0.36123280948450565	0.42137446447706683	0.5289836381903597	0.5386172742858142	0.13652597306323055	0.40772695345743687	0.6334780479978669	0.672237594879799	0.7688725930537306	0.959671555195413	0.09020884941933578	0.5611730770041569	0.26366378975358945	0.3320556382292946
