,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19
S1,5.51576692811247,1.4755739693554,4.7419400049234,1.52848505810261,3.587445616372,2.07187776274424,6.04622135183688,2.76318303166455,3.72146613394758,4.28311375137497,2.33621135252318,5.61989315125396,2.8118455503525,2.69691122449703,1.23747755837995,2.13913246890504,4.55830529921302,0.656227244359007,5.6546333829498,4.20584387328197
S2,2.50863461593457,6.62463187882539,1.69504508923442,1.77721418470222,6.02970228654786,3.65267689140025,3.23421353772251,4.52540106520036,1.23812824618743,5.67869198687441,1.51952670151787,8.9164560146761,4.40601207069948,1.175704739878,0.206067280818813,1.74739779531484,3.44642100869413,1.20798550200136,3.58011858490874,1.28861089242714
S3,5.60891119882915,1.60195162652128,2.62225759701072,1.06185913736681,2.84375582870601,0.757140423753921,6.89849602078554,2.19627459515672,3.66045150389,6.462275989655,1.41428207978719,4.46796408010935,2.86530146213761,2.81434192279968,4.07914929323739,0.83727782774026,2.71949240903679,0.625474819216212,4.13543096257893,2.57748823492605
S4,3.22315430219297,5.57447012211672,5.20382604258335,0.711358009064772,2.19157043638422,3.39576431819293,4.34044439019754,4.72402930872811,3.92455298728967,2.65270513673863,4.19566261676526,3.46197149116898,5.27500869181997,6.3163196425484,0.899620646017481,2.58572290323522,4.88012727795288,2.16812176044674,2.54427121022278,4.90136214553375
S5,4.25907175824357,4.07699519735938,4.09293016525916,0.590670915607012,4.60390800190704,5.81887079773801,3.78113353132942,1.2951917685428,5.72155535645118,2.970891381297,6.22793320051444,3.98757825517717,7.53905253787594,5.53790181964076,4.17694908065693,2.04000797121335,2.03139658003912,0.75459127767794,6.2031714020905,4.19665559266141
S6,3.64854240568857,3.41745694745262,2.52548234183774,2.54550243040642,5.2368867110267,3.63506622970093,3.27525998070567,2.41433999396831,1.59923912409528,5.76647395025819,0.321297759472879,6.43768064379197,2.87174616409735,1.605994285048,0.0393031266665341,3.30129837800927,1.00350730698161,1.06862224265441,7.12748856566939,2.0492853230328
S7,5.0852663296803,2.42399556687293,2.14217396705866,2.36050996147855,4.40039762680016,3.40712673300408,3.60327466379717,2.67823311059663,3.38511738517742,5.00284560529016,0,5.91923123400681,2.42044841711677,1.03388520092579,0.494988385975735,2.85836937883438,0.794101749780242,1.13133670089627,6.2409280632022,1.71834154689702
S8,4.13937823905849,3.22296920147238,6.4786365185156,0.60379478884312,2.51377009227201,2.34496652496374,4.71376946486003,2.54233442900799,1.50412728477259,1.51487394185797,3.79418859085901,2.05540834516597,4.95407466866864,5.96363241448891,2.6708676754265,3.86670275596111,3.17999814703744,0.0109421399618564,6.34116299375145,4.39410148081536
S9,1.86128837105608,4.50480567324689,5.32215287051769,0.45783374892969,0.839905216816851,2.36072332628412,3.2875764221304,3.70025226349207,3.73755638229782,2.79752777361089,2.72674764526174,4.10783970040269,2.18216776569404,7.96882902628837,2.0589964468134,0.808637938350244,5.81554507132295,1.47594564753933,2.21763722786046,3.93054966620636
S10,3.10893825644115,2.80675198523249,4.89802074571795,2.81689472217506,3.25098371419349,3.13681613472018,7.29217717305039,0.59504921623831,1.57309604299804,2.56941141547369,1.4901229817524,1.24060230453537,6.86191493488639,2.63680618026848,0,3.34610821610773,4.82606420824966,0.244164785714484,5.12905214795499,2.16984097224628
S11,4.80673221855283,5.75860418255921,0.595612142460101,0.594385162462867,3.82514709829074,3.00866845069294,3.01654545158855,1.53290571250475,2.15648370462499,5.90360450569788,4.55940964164501,4.94840713985419,3.04813213083455,1.9724813935312,3.60494930598293,1.45931590751437,5.79801154906427,0.208645865064931,2.37223046734356,4.06930649024788
S12,2.64164630145076,6.1434662613135,2.3465260811425,1.59736355600228,1.97008347055174,3.78449091805418,3.37850775801085,3.30797189833458,1.98890456696784,4.04273933421708,1.16539959441342,7.93551935682648,1.99789834114047,0.784002548138769,0.786350251977588,0.754405466157527,3.6734210227945,1.36815166920094,3.3206859855271,1.55247512489371
S13,3.12989845690659,4.20447208589144,1.65876353754876,1.28800674926809,5.51765411437922,4.23638170054898,3.08779433549027,5.0442632080459,2.10812618093261,4.73744095476013,0.307177001199476,5.59911332014647,4.23690987855369,0.252210539780215,0,3.55666965010241,2.02046071024354,0.688728170760323,5.83637275529481,2.01185370976804
S14,3.13631071237495,6.34258234049318,2.25744121778727,1.9357667124404,2.92609215227307,4.07052582991818,3.25041984403803,3.60393893924282,1.54067390477494,3.75888201265477,0.34557554974063,7.49548329866359,2.2910803710236,0.678414052618646,0.309747105072924,0.595793408829358,4.13204153722875,1.0774446067788,4.130825422607,1.03513161633046
S15,2.68181303608218,5.62426355975502,1.45034885891022,1.49618434046481,3.47921559296192,3.72732104740816,2.5469371678114,4.7032941738799,0.727381969073036,5.67464106076754,1.26596857823804,8.02749706814771,2.49834799566504,0.461367234727417,0.0460203754208831,0.70785743081699,4.31972143838159,1.02890009149942,3.53648785893375,1.21458870452685
S16,3.06410934442844,3.66541808992562,1.717571022371,1.00790529535073,3.69525589679717,3.24829096405289,3.90307658647798,2.65500758217371,1.14042387473244,5.80585302204476,2.48511511728181,5.72660630364774,4.13317805599676,1.53086117439078,0.0422839016329809,0.803409299897229,4.11571451482486,0.971724808194968,3.64438216512143,1.99742394361337
S17,4.7264483802707,6.9393018038864,3.17208575792225,3.87988737835892,3.15781462671603,3.46014156969897,7.08887543191612,1.22912971631509,2.71794608749915,4.80062796443306,1.0313022229906,3.91297474013409,6.35538080212635,2.66388645534499,1.49929055866591,4.49125093506986,4.85523732342849,0.920000285628007,4.89261173536368,5.08842557930504
S18,2.69853267027563,5.83580752834363,1.41351243401242,1.99370329497414,4.02918538592712,4.13204031255012,2.92456586268306,4.70724822638865,0.724241428663976,5.98506548140648,0.989407567471079,7.32520184895063,2.65526690589391,0.284478699717027,0.346386451994297,0.62643433352675,4.31510062520352,0.918604105839003,3.13432953227427,1.33416359102599
S19,5.48940474462753,5.22011529198152,3.3852169337692,3.43272396590891,3.9933894003248,1.2978146952875,5.90973887014984,0.323327236439155,2.63648379206421,3.17961597335771,2.26004667840275,1.78452510813133,5.18887183516672,2.92903094542835,1.11235254455713,3.21483973270831,5.90899157589346,0.467980553327862,5.7414296818811,2.13140245165046
S20,3.0088551495629,4.64455815718218,4.32651828979484,0.282017034120317,3.59673699871589,2.83825753590457,3.86074603223557,2.36556801609615,4.15370159819626,4.11968362023437,4.12918935935856,3.40409580878882,6.90897759876932,5.28366085603646,4.04900435413309,2.51025300832581,1.34555125649045,1.05768468976191,6.25095632534266,8.34739880292522
S21,4.08630515335371,6.31358678222431,1.62248137097734,0.585415170306825,3.09484672041609,2.73690092384154,4.13377807666187,1.588423844055,1.86972411185207,4.93359494888937,4.44453159425704,5.15490730768381,2.38739471973322,3.08907048411705,3.27217807404883,1.35501997589335,5.83197807602935,0.33454159545003,3.56323168113737,3.19532680534094
S22,3.89620463137195,3.29237079050501,5.49797959822768,0.225853482897268,2.27664481035008,1.60293212366981,5.59711145484066,2.32220304888676,0.513715459108517,2.8778708250862,2.12580194225502,2.1335404055687,4.90740500716331,4.12862347506926,2.13523049356908,2.88461940866402,1.22686685660019,0.322545103068333,5.47534887476887,1.92010551461894
S23,4.70670408688803,3.56432008635107,5.88836619187166,1.0218435271339,2.86563539353997,1.83605286072039,4.53611768673281,2.99026955075769,2.42863362632065,2.1332511607392,3.57984478757007,2.59486562028314,4.61648896582967,5.39885855974725,2.62370844973073,3.38002496699137,2.88420878284519,0,5.95549401671017,3.6343309714447
S24,2.32677604428547,4.17457635808843,1.37690234164803,1.89754545122104,5.16341715811014,3.68907704919846,2.90450917347533,4.55868579491139,1.78291255738092,4.45634344768146,1.84515528959542,7.49562680783725,2.83963662670672,0.820306563413859,0.206611475177195,2.26798648740211,3.33541518774731,1.13119963787284,2.95119194090447,1.23347660896915
S25,3.43826136402838,2.16944005483195,4.34216268073094,2.74704629667943,3.99274841070848,2.59415342065232,6.0614559944598,0.81339286961765,1.98522028844478,2.95507396948712,1.505404596944,1.47265089831267,6.56429171362735,3.13351627462976,1.16782754307194,3.55207594051213,5.63024473220906,0.106372533221269,5.42422029764272,1.84683867865976
S26,4.81777063935164,6.15227179110089,3.78865911042593,2.94145005617124,3.37276592704353,3.35340400693031,5.64532180995186,0.320844634817066,2.79793160527044,3.5947579081153,2.00484422420788,2.50243403492587,6.27983059853953,3.47694808804224,1.49575264720206,4.28080868677789,5.52972491414821,0.675294872405029,4.93835484929378,3.70839879514125
S27,4.24047655155993,2.82432568144922,3.10618292980953,1.36291542568868,2.64883908840507,1.59399699057275,4.7282237421279,2.56252233179437,3.33347599318709,6.1870554566009,1.59260985112295,2.34428700808307,1.3605133006164,2.10671695396963,3.63960784667853,1.30805801889948,1.2944671135266,0.975147955407112,4.41709019464736,3.62335680295103
S28,4.0406341428828,3.46252841873981,2.25068445570401,1.89216973955753,5.14625647826215,3.56042102782094,3.07271970770416,2.65212866770551,1.99301521953135,5.0702376045499,0.345272015967464,6.13530022694634,2.82439376418342,1.78496917165495,0.125279529499794,3.50444689874613,1.03278221535894,1.14712323958209,6.41868988689699,2.24041562374667
S29,4.56254212240396,5.64291081376898,0.958996416715396,0.802178834388889,3.43962775848617,2.88104296820324,3.87250611077867,2.02456268689409,1.86984630395661,5.43241645459579,4.60111143442673,4.72893893108765,3.32263810317939,3.10813570214418,3.11805915518145,0.970788848550982,5.29108321752611,0.188348349233809,2.63189265244444,3.42310937241268
S30,5.62664025810525,3.26380957178723,2.99601697188582,2.15883500423766,3.12461156784842,4.17976567554985,3.51574075926703,3.91088710010897,4.09587853030009,2.94172536858464,3.67607420428994,5.83873330909406,5.13960602124361,4.70938608294381,1.51700801062973,2.46372650924488,5.64667648683768,0.21887699586562,5.70760163655543,5.68646129525996
