,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19
S1,5.06035678440849,5.29646690782643,1.01324084092627,3.46680366336125,2.26398580387093,3.55155082940906,5.6209033299583,4.17304084524766,4.75071012352655,3.4668936716292,4.0408919997288,6.62108719085867,7.68911127395862,6.33767331682419,3.23761662712572,5.73256387437425,7.61116160236794,1.05184696836521,3.8858260546548,4.94322191996896
S2,5.26730365581351,2.45867421838302,3.99451940839679,1.63898006534427,2.94746874727179,1.17134407877096,4.91298683457037,5.64522025781796,3.93213313517294,3.49974035279517,2.05210924287856,7.11734441849668,6.28838057522587,12.019998585126,2.88478360762602,2.27189850727714,5.05359259682717,0.641379633461297,4.34106852367714,2.74495378734457
S3,2.09787705176748,7.69444272814884,0.339590424077077,0.858350771937532,0.705907524720899,5.07941587854949,7.09599505970569,5.48758185283239,5.08235757253266,3.15379905858668,3.91939725746125,6.30092705258435,9.31804960046856,7.23161541136754,3.12847240553312,2.92062234111748,9.28836346831245,1.60442735157646,6.78356055788453,4.39419511533347
S4,4.2645870715851,3.36879160910116,3.25083894745196,0.908875947501474,2.41045200880204,3.91740944422128,2.93104473289652,5.33118159230863,5.64287188314888,5.28858123028649,5.53695568245526,8.09340763535501,10.9298152483379,5.77517018500257,2.34039356112813,2.32590299954841,5.23705450505757,1.63731518344047,5.84032540719228,4.97067471534937
S5,4.20103866355892,3.86271545986156,2.77182210269048,0.0983648266219049,2.13720111388584,4.95941467675811,3.03092167189205,5.2283238938531,5.22198221365028,4.49700785630373,4.12938080576274,7.69621168045474,9.25147700847563,7.26841380825816,2.52623671083108,3.22608407885233,6.2214160695256,1.87015520984904,3.52947274878443,6.17143845137499
S6,3.71818734707498,3.12433917384568,2.56703723013202,0.62138357546792,2.33880755998795,2.36941954985928,4.62381451491261,1.08817840168412,5.07555802616478,2.97804529773586,1.24931837398777,5.17696121403098,3.15132942681427,5.00992840919112,0.326475966052506,1.98664905281558,5.87642442549898,0.425958174919316,3.52611535034749,2.32951346452859
S7,1.95418651606825,5.22136034794272,3.6993749368677,0.741078820273124,4.49418924470984,0.442026031039022,4.33800394163018,2.51761142962179,2.94300108808205,2.7629322697319,2.49820987285329,4.45209991041341,4.44054790588715,8.81455835911484,3.37064962809557,5.57930332136989,7.50287291500358,1.5287375258753,1.95707520384353,2.18588605003276
S8,1.22290166972301,2.41267051580025,2.1622722737359,1.15320412066639,2.54247968180586,0.382543363566087,4.72969739639782,1.55103952276579,3.31419518036507,3.06141261555267,0.83120628807612,4.90774918274009,9.08085950480566,4.7302662437212,4.10738636825435,2.93233686584092,5.85328452666035,0.0342438942987049,4.69057067741892,2.67381988240386
S9,4.66712016753032,1.52298400698575,3.18599861756033,2.30351256117559,4.30738765131847,0.690396037211533,2.88235180290932,4.05201841524932,3.85367034559364,3.27621734386713,3.48827457863859,10.2050953650827,4.30056660629726,6.39080181040896,3.29291462306914,1.0555560386838,4.10066912131735,0.56321086596192,3.2682806640252,2.34035619168253
S10,3.90199991735868,3.11626879293039,2.01998743900017,0.948225392874547,2.99566259506541,4.28920643023732,4.45495825302169,3.76891993256624,3.6406670124118,3.13792133032881,5.65818233837861,9.34456609995266,10.5633968532376,10.3200562951574,2.79411139240803,2.00065050151065,7.0490974954251,1.42118700713555,5.92472925752723,4.69843169140371
S11,4.8934339025083,1.6118234369771,3.51063596548334,3.03655066228961,4.37167409325223,0.903489960950179,2.78154024720026,4.33281348530594,4.42346816698629,4.12736294650586,2.89397095966201,9.35296109871756,4.60544772350908,6.67215440689027,2.77258205457922,0.943382154893639,4.55501654374699,0.475932849390738,3.1839173818781,2.73361978115841
S12,6.82510560242095,1.23671519054274,3.37768858561833,1.95438678442018,4.01474613632387,1.35944679606281,3.02158444165117,6.22650924313128,4.11147450378044,2.94067343895073,3.02459941889717,9.51861200037335,5.9275308040773,9.3358707277079,2.58505832782473,1.28854626405032,4.9270561361346,0.477013909670691,4.65137669768173,1.34249761338617
S13,1.38328881452872,0.674291295287962,2.27862043017155,1.59695204887052,1.31785360007558,1.31831402053617,7.29185811446562,1.49328051976604,2.84657288741717,3.13757796597788,1.82087748331106,7.94751969097202,9.20291782005035,6.4970430789413,5.20533701539361,3.43501190120762,8.86078614037523,0.110797196324956,1.5348381585373,4.37963281719842
S14,0.662343315767148,3.55086361853364,3.6031180317286,1.65666061434697,2.3829222822642,0.674485879126454,3.34432345147961,2.02869423458272,5.27152958367896,3.68634019375037,3.93551758549052,5.93177433860548,5.91188422478707,6.96618476919442,4.95566897572441,4.92362292910285,6.50587628215054,1.27431386225496,2.77920113467318,2.87683075620639
S15,6.86524505005681,1.44275944226166,3.83513710867535,1.56093818348491,3.86402876026651,1.0849287483378,3.14144731459815,6.44721987508393,4.17174354979139,2.78913555904878,2.89570086705253,9.00431325376719,5.57266011493685,9.10797784426651,2.59719260781818,1.7016726786762,4.15732213107067,0.444080593181622,4.86421983579111,2.1259636848862
S16,1.27577536504073,4.73545811232752,5.30989705732086,0,3.47016028630829,1.31543395225544,4.79201360833409,3.93533041554593,3.62348632242945,2.94145424980007,2.27305902087137,4.18381412461389,3.93984104203292,8.7807621475864,4.13610721769405,4.94044754357514,6.86416441392532,1.18396275867672,3.6060666753649,2.92950269794838
S17,1.48392414326008,2.41985528870243,2.24258658329293,1.1952779147872,2.56755747221621,0.153110977058243,3.08658508040262,1.84168564312521,3.25888992857512,2.52972809786624,1.59456320553042,4.73479337432363,8.84652896011838,4.15906251168101,4.17188669958609,3.61803807109349,5.42640284217189,0.135341184918148,4.51075668230516,2.95113816881315
S18,4.74410990032774,3.62000046758671,2.43841880967473,1.38819253224676,4.06749789317941,2.14758690111234,4.47345477762707,1.62445983529258,5.92123390609641,2.65724028650617,2.21299138779105,5.02644399295846,3.0852267572632,5.84154526790778,1.48651400832351,3.37747387684631,6.2580026039882,1.03527253181653,3.67740625879935,2.39708154467524
S19,3.49419566217622,3.28294810463577,3.19316836621901,0.526827277781158,2.67189753606885,2.21865136506104,4.58381515807717,1.40095592225585,5.24835808497214,2.90365805166899,1.63722116932421,4.55997200810891,2.76671699594473,4.92692530795864,0.754901254476864,1.69992300348826,5.79602154123114,0.383602650399278,3.95348390362076,2.05241593755844
