,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19
S1,3.68782595960769,5.17884748483259,3.2832547413947,0.949564467319604,1.25322565744259,4.16640149250382,5.90748452316478,3.38561268168496,3.38736752613362,3.92632467219129,0.666679934435563,3.26128622877621,7.49670424370196,3.32581848615526,0.82648285960995,1.64551418806867,4.92614051788621,0.514463274581312,5.51680897658958,7.13373857276032
S2,3.28349684406319,3.44193163026044,5.46719919557905,0.534844235274058,2.28832233417349,1.58792266430656,5.57422620154372,7.48243978032883,5.92122439236274,2.16216076774679,5.92795932540739,4.2923110577917,9.18269951180314,0.868086399172735,3.47846484327336,5.80413837034269,6.87892898426764,0.882625491877648,1.09857306104811,7.22048096967733
S3,3.67570885563608,8.22752789483877,3.76267267686148,1.03204353344277,0.958286816204652,2.07914735256345,2.49683096206099,4.37451290624136,2.60942113078498,2.2266302820223,2.44703189456214,3.35146404921991,9.60278931937033,4.93056069464494,0.179174432203285,3.67936009833501,4.87352925437198,0.195755858402548,1.8327040066383,3.55624558330242
S4,2.48896181599577,3.70977799182994,4.82561643452338,1.0275439067811,2.88215147906142,6.02418690039361,5.48487148751103,5.45898668369222,5.33112985340496,3.36341452697226,1.76102434659801,4.77127718542218,7.17571255638974,5.01200419780352,1.10820707586996,1.68010546292643,4.61595092992921,0.79527552651608,4.72613046761258,6.23958803981044
S5,4.86576719524845,3.28637141770282,4.42629967398923,0.438772169357717,2.11939912639338,1.98544550581585,6.68617446523487,7.28606038858904,5.36402160957395,3.24086497182483,4.58220102795774,5.8330939516205,10.5477197593389,1.11884402457074,2.56065469825576,6.06435801510688,6.08059094733063,0.752730437225806,1.0358225170278,5.85096651389653
S6,3.59574271514973,8.12110505054772,4.10712701184539,0.996007166120654,1.12627140221829,2.38630495241368,3.00089485229909,3.96167615602,2.19866606339817,2.10662288138884,2.28475234527442,3.20617598192247,10.6750051999088,4.70087276133277,0.0425620422014385,3.94055489618896,6.09289732900656,0.177632758488039,1.57904956989994,3.26423352281631
S7,1.51777017724441,3.46434169580102,7.30561378648649,0.296290306535338,2.34936251300731,4.21393310726628,6.56680881535786,7.33844341783831,6.39818252257252,2.37374906917903,2.6828886401976,2.60040469872922,10.6457406060509,1.5064079990408,1.3008315911833,5.18792896529916,5.22811053892008,0.566872257134083,2.17045366357905,7.24323089605252
S8,0.501919750390936,4.52056343691423,4.03702866354117,0.815600656455573,2.54446977642228,4.0350774027291,6.10153286976405,3.90664572729106,1.87945307728136,4.57117045029498,2.37018465621875,5.26046084327064,10.46165591011,2.04530257646464,4.09857448073448,1.61374229522005,4.2679438752135,1.09187189319571,3.4414149212943,3.70325347256494
S9,4.13412169170428,5.62455180611922,2.95005172391351,0.502243400786491,1.59390214598115,2.93466685478591,4.46769861848891,2.68175794118779,5.00732076035635,2.48235637267938,2.78550706577098,4.12309704849952,7.99314974121807,1.9908769572892,0.14588097198055,6.79702016150619,2.64952921922512,0.662635479797515,1.07455657191594,2.84585209562185
S10,5.86629771960976,5.36022760095196,2.37680400695118,2.02136377285126,2.66981589906332,2.14122897799819,3.46847401054898,4.15038652026173,1.97414730025665,2.69300744910227,1.39436689685465,3.4415045086201,8.14746077750129,6.15913113624295,1.38749662732987,3.47948040085418,3.68473533331764,0.66164645792121,2.38441316905921,2.61362410895877
