,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19
S1,4.30995634100142,1.19813888854524,4.67674182066747,2.74291975715602,3.30375578140148,0.229896443087925,3.85287011646082,3.5576113259277,4.40013754372029,1.98459337473482,2.82822603969334,2.7857181853255,6.67717881594942,3.42206689414011,3.5434985007656,2.99853282449517,3.57615906884253,0.514463274581312,5.71095946505882,3.96714665017995
S2,5.41658971462887,5.3470228114002,1.78308852762421,6.16337389209309,1.76090617888888,5.32356912358863,4.98472017596216,1.37813787280045,6.52780491774531,1.32780647465517,7.40183974219631,1.40967074465463,4.77355902168281,4.57454695275198,3.0291924831086,2.99018795508054,9.7881596872425,0.882625491877648,6.43712837261648,3.34839822843662
S3,3.58351695798896,2.25415025176444,4.08790176032874,2.62042595641414,2.43805250357546,0.0845942204422925,3.7579314328752,4.28688003318941,3.98015974415503,0.212685019806379,3.42259949030669,2.39665654512038,5.39969123577698,4.25869461993166,3.92670382187067,4.09108133455667,4.46433594829679,0.79527552651608,5.81758592528992,4.9807764427096
S4,9.25993294430704,3.09450629549314,3.73124596362335,5.24333610130784,1.05752575356164,5.73525286207263,7.04327864690904,0.536572473287523,5.64714764238795,1.6551947422938,6.39928734889376,2.5973727690691,5.02235541007681,4.55501961929826,2.12903766236944,2.69323562624079,9.68071211303436,0.752730437225806,6.8183306148275,2.56608634176509
S5,4.63152517237269,4.08854832073672,4.28707496470424,3.72888679851267,0,6.24294577947103,2.99218326513168,1.91914279790944,4.014295240158,0.175318893531059,5.56533806079469,1.49627833857537,5.04380719335337,3.90531240686461,5.09640951525274,5.02318187629444,7.12158603011893,0.566872257134083,4.75801599552162,3.41276903300573
S6,2.96991498358629,3.04751824446167,4.48211612541477,5.81223960697829,1.90263367635845,2.45941373545116,3.31917762937152,3.56617654783672,2.237033162532,0.525011287161927,3.59849773596101,1.33264095203631,6.14677648642221,5.50951171859873,2.81680126980582,2.76636310451845,5.5961042836899,1.09187189319571,2.19831079873399,6.14002598828203
S7,3.21024854209707,2.58610693543423,4.01574556336232,6.45243715056124,1.56049129975487,2.47207254127854,2.67900074495881,3.12261689382537,2.27767678017696,0.776194258492732,3.75291940745978,1.85660886729302,5.3644917625728,5.91887778175569,2.18004858332983,2.74394132176195,5.33643329154506,1.15361279476147,2.41025577595142,6.32105157796486
S8,3.20164841711197,3.33202191117483,4.71396178721817,4.73884446217062,2.10015583832045,2.74439913416529,2.30181480772148,2.50337122069245,2.27941434387792,0.661410552966812,3.6472384432012,1.61853958406936,5.98972244011025,6.08298487709378,2.61742222122017,2.46254207654825,5.23772783565776,0.909647506815538,2.171053551494,6.07331905182209
S9,3.41597867507415,2.40460086275703,3.74774333982659,2.95020655967003,2.02045243573035,0.139430498791764,3.20574248800629,4.21463287834877,4.56242845439943,0.260216284681812,3.50581945439546,2.42711538021069,5.43558404865233,4.20553416869204,4.35117946212668,3.6373092490139,4.46176126650593,0.784750210769921,5.54293045911744,5.58547030395299
S10,5.81275633670174,4.84739069118709,1.80012931950171,6.10787457722996,1.92102527779303,5.38205607523736,5.5087878485636,1.30978376706667,6.84949547415092,0.803681308308723,7.01289915099176,1.3497945979504,4.33543203474904,4.39140722028499,3.18364402860955,3.26536120594849,9.86311187458065,1.01520616380322,6.70601499169173,3.08792277882168
