,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19
S1,4.88100781476024,2.37307328697466,3.02805649415756,0.540505206187107,1.00215269523223,6.76057362665607,5.06687855521855,4.87421544184468,5.72700024317281,5.34837723931497,3.12809974218901,7.02706420109053,6.05621334541032,3.97329612398067,2.0945487221222,3.58213255208491,4.99173803909578,0.446564216109053,3.00837261608857,5.07237617070357
S2,2.0305735732515,4.27874884328848,3.34344012709673,2.44292402987753,1.53057633765908,4.19928176022928,4.19361651532856,3.75379818927645,3.24331986934311,4.08926838105566,2.63647201307812,7.28578449614016,2.98307908215559,4.60900285441314,1.44384314681819,3.79247807780527,2.2168324283725,0.142940363781332,2.81367237198047,6.46370673339251
S3,3.43640934875088,1.88560732435361,4.14548125815971,0.640115301868146,1.99063346760739,6.83611892169053,4.53296497737941,4.02529830198307,3.32247521167158,4.92224262667963,2.40158516302566,6.47116794782977,3.76650126593222,4.83574399497707,3.12391582965846,3.96972391218957,3.17767448960485,0.00895018882961767,4.50906421335273,7.65918397002997
S4,1.82794688707209,4.12770920388197,2.86900795300904,2.37173980575932,1.30513037779125,4.38170731009207,3.96216203867494,3.87430003915046,3.43843304603535,4.13004023388681,2.48934332923839,6.08287568142634,3.58324781356095,5.11893738233953,1.48961451117752,3.97291432224485,1.86185063567794,0.161453735688278,2.85170620718813,6.64571870664941
S5,1.42313449318452,3.40765632955796,2.46611222137637,2.31410255132919,1.73970111118519,4.22883259445718,3.77595969755204,3.22968996665082,4.24971088294989,3.92402591050409,2.68732463693363,6.17601116057033,4.39201782439578,5.74245107131889,1.68486121488562,4.27710720437311,1.90393049592182,0.0375369721508097,2.65730669901288,6.93395242680912
S6,2.57804269807855,1.85014615701762,3.46144844450334,0.806668561138441,2.45411387921438,6.48888973626946,4.19357684111792,3.72059171386641,3.23399983585635,5.7345504508372,2.93463029436952,7.40602283541592,4.48319621499859,5.59333438944774,2.15482554610857,3.21482054035777,4.48340461279779,0.202045312530909,3.30444029990902,9.11617330203813
S7,1.99899162083312,4.50157552713911,3.4620514352456,2.69694358248833,1.76536709187676,3.22376937532073,4.08451580664975,4.02211193714044,3.11403407728034,3.81128918104089,2.10133487026476,6.96222642934529,2.74812575181549,4.58844118272014,1.29073676310344,4.13641561248214,2.93817495172884,0.30517302719811,4.03036427155875,6.51574024037935
S8,1.97056373515981,2.99045477618108,1.82206526431333,2.14913864834119,1.45749015753592,4.76238169815048,3.93130815744908,3.04958932932097,4.50629378165992,4.12902371561742,2.1189131919337,6.26773843187375,4.2798269539263,5.28740764507295,1.83109785678394,3.50308565100149,2.66139109500378,0,2.41262499342566,7.63559276788856
S9,3.66929359866469,2.04194952319429,4.21710305536265,0.691532389973652,2.17427549135644,6.72050421947809,4.64688624862505,3.72477495353323,3.29371112952354,4.8111370642595,2.42099866728575,6.37238157967415,4.30271858703247,4.87847879870543,3.34321783768477,4.45693509105805,3.27388043177684,0,4.3938730664758,8.06578140151243
S10,1.43836626922599,3.64061117836568,2.72289653316295,2.27468613146203,1.50515915104178,4.12918475860991,3.74239294065428,3.41165604361075,3.80503314374454,3.66089375006105,2.3295180111636,6.37350810900189,4.0747531571884,5.36873014725294,1.69340300910956,4.21988460224318,2.01326799893226,0,2.53875103013468,6.60764350453302
