"","AUROC","AUPR","AUROC0","AUPR0"
"1",0.490087507531212,0.0152844466494128,0.462796402289452,0.0106
"2",0.466188524590164,0.0066,0.475092836123919,0.0246697481157423
"3",0.478198171357159,0.0131090036981384,0.460483210483211,0.0112
"4",0.487847747329932,0.0202382545792145,0.496305141707904,0.0560207279679128
"5",0.476814169869329,0.00997756062021353,0.468250716919295,0.0116
"6",0.475892726126083,0.0116814579281307,0.467374084521407,0.0139173324082334
"7",0.471827598860336,0.00945576078899681,0.471827598860336,0.0141757607889968
"8",0.467011612021858,0.00938695652173913,0.467528439575006,0.0141438664450506
"9",0.474912454042573,0.0101875572752266,0.475375190501323,0.0145634169018663
"10",0.491391661299297,0.0162570780263029,0.466830466830467,0.0112
"11",0.492393974252371,0.0172977384932267,0.458077709611452,0.0108
"12",0.473789983801477,0.0120378986421039,0.457394510446538,0.0114
"13",0.480005407970708,0.0128724833853597,0.47984622087013,0.0174799233931112
"14",0.497654740797587,0.0194155395351158,0.465601965601966,0.0114
"15",0.467827868852459,0.0068,0.467827868852459,0.012
"16",0.48842209479951,0.0160116359480208,0.462940212940213,0.0114
"17",0.501604302839451,0.0207666173963083,0.485793004692945,0.0179316181246763
"18",0.488025527658528,0.0147278755472794,0.479532757173787,0.0150374123358782
"19",0.479932901187541,0.0123747229583545,0.463160049119935,0.011
"20",0.470089240442284,0.0100476632076007,0.470082630696749,0.0147457161022149
"21",0.472486036335773,0.00978183162825096,0.472902624212911,0.01389295090873
"22",0.487669724396657,0.0143001073907639,0.470708725931995,0.0112
"23",0.457072771872445,0.006,0.475173194061842,0.0157022369195794
