"","AUROC","AUPR","AUROC0","AUPR0"
"1",0.508940455406376,0.033314614789005,0.51674653164557,0.0508185714285714
"2",0.494329113924051,0.0033,0.494329113924051,0.00625
"3",0.493721518987342,0.0033,0.493721518987342,0.00625
"4",0.499436561752832,0.0171435671417854,0.503412658227848,0.0269716279069767
"5",0.493874227848101,0.00978126169154229,0.493874227848101,0.0127076616915423
"6",0.514446389781302,0.0448325203252032,0.522167088607595,0.06386
"7",0.492911392405063,0.0033,0.492911392405063,0.00625
"8",0.493822784810127,0.0033,0.493822784810127,0.00625
"9",0.493974683544304,0.0033,0.493974683544304,0.00625
"10",0.496308658227848,0.00656683308270677,0.496308658227848,0.00949323308270677
"11",0.504268556962025,0.01303589482008,0.504268556962025,0.01591509482008
"12",0.496860759493671,0.00682118124272256,0.496860759493671,0.00974758124272256
"13",0.502261063291139,0.0200879789473684,0.502261063291139,0.0229415789473684
"14",0.517210469259699,0.0446239103750539,0.524887493670886,0.0621243896958175
"15",0.492556962025316,0.0033,0.492556962025316,0.00625
"16",0.494126582278481,0.0033,0.494126582278481,0.00625
"17",0.493367088607595,0.00335,0.493367088607595,0.00625
"18",0.498093367088608,0.0115529162393162,0.498093367088608,0.0144793162393162
"19",0.50251017721519,0.0204839229357798,0.50251017721519,0.0233375229357798
"20",0.493670886075949,0.0033,0.493670886075949,0.00625
"21",0.517280847102285,0.0488573170731708,0.524958379746835,0.0664099999999999
"22",0.493822784810127,0.0033,0.493822784810127,0.00625
"23",0.493367088607595,0.0033,0.493367088607595,0.00625
"24",0.493721518987342,0.0033,0.493721518987342,0.00625
"25",0.496352810126582,0.00658673700624677,0.496352810126582,0.00951313700624677
"26",0.49739017721519,0.0110998595419847,0.49739017721519,0.0140262595419847
"27",0.492556962025316,0.0033,0.492556962025316,0.00625
"28",0.497942683544304,0.0114469333333333,0.497942683544304,0.0143733333333333
"29",0.493974683544304,0.0033,0.493974683544304,0.00625
"30",0.49859564556962,0.0119491140186916,0.49859564556962,0.0148755140186916
"31",0.496703594936709,0.00674601647241647,0.496703594936709,0.00967241647241647
"32",0.493873417721519,0.0033,0.493873417721519,0.00625
"33",0.492253164556962,0.0033,0.492253164556962,0.00625
"34",0.497239493670886,0.0110150925373134,0.497239493670886,0.0139414925373134
"35",0.494430379746835,0.0033,0.494430379746835,0.00625
"36",0.501777688498674,0.0193927419354838,0.505735291139241,0.030172
"37",0.493113924050633,0.0033,0.493113924050633,0.00625
"38",0.493670886075949,0.0033,0.493670886075949,0.00625
"39",0.510377062673931,0.0367980364656382,0.51426835443038,0.0478695652173913
"40",0.502308319892575,0.0198986886122032,0.51415817721519,0.043475536085536
"41",0.492405063291139,0.0033,0.492405063291139,0.00625
"42",0.496770029004821,0.0107405913978495,0.500766379746835,0.0211433333333333
"43",0.501563544303797,0.0190947,0.501563544303797,0.0219975
"44",0.49819382278481,0.0116266434782609,0.49819382278481,0.0145530434782609
"45",0.493367760226813,0.00325,0.49739017721519,0.0140262595419847
"46",0.503954683233384,0.0247084430041559,0.507895898734177,0.034567300613497
