"","Acc","Recall","Pre","FPR","Fmeasure","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",0.9731,0.032520325203252,0.025974025974026,0.0151867976106105,0.0288808664259928,0.9733,0.048,0.038961038961039,0.0149873417721519,0.043010752688172
"2",0.9763,0,0,0.0113417721518987,0,0.9763,0,0,0.0113417721518987,0
"3",0.9743,0,0,0.0133670886075949,0,0.9743,0,0,0.0133670886075949,0
"4",0.9652,0.0161290322580645,0.0087719298245614,0.0228837586067234,0.0113636363636364,0.9653,0.024,0.0131578947368421,0.0227848101265823,0.0169971671388102
"5",0.967,0.008,0.00483091787439614,0.0208607594936709,0.00602409638554217,0.967,0.008,0.00483091787439614,0.0208607594936709,0.00602409638554217
"6",0.9769,0.040650406504065,0.0423728813559322,0.0114407208666599,0.04149377593361,0.9771,0.056,0.0593220338983051,0.0112405063291139,0.0576131687242798
"7",0.9724,0,0,0.0152911392405063,0,0.9724,0,0,0.0152911392405063,0
"8",0.9746,0,0,0.0130632911392405,0,0.9746,0,0,0.0130632911392405,0
"9",0.975,0,0,0.0126582278481013,0,0.975,0,0,0.0126582278481013,0
"10",0.971,0.008,0.00598802395209581,0.0168101265822785,0.00684931506849315,0.971,0.008,0.00598802395209581,0.0168101265822785,0.00684931506849315
"11",0.9716,0.024,0.0181818181818182,0.0164050632911392,0.0206896551724138,0.9716,0.024,0.0181818181818182,0.0164050632911392,0.0206896551724138
"12",0.9729,0.008,0.00675675675675676,0.0148860759493671,0.00732600732600733,0.9729,0.008,0.00675675675675676,0.0148860759493671,0.00732600732600733
"13",0.9765,0.016,0.0175438596491228,0.0113417721518987,0.0167364016736402,0.9765,0.016,0.0175438596491228,0.0113417721518987,0.0167364016736402
"14",0.9743,0.0487804878048781,0.0410958904109589,0.0141743444365698,0.0446096654275093,0.9745,0.064,0.0547945205479452,0.0139746835443038,0.0590405904059041
"15",0.9721,0,0,0.0155949367088608,0,0.9721,0,0,0.0155949367088608,0
"16",0.9747,0,0,0.0129620253164557,0,0.9747,0,0,0.0129620253164557,0
"17",0.9736,0.008,0.00709219858156028,0.0141772151898734,0.0075187969924812,0.9736,0.008,0.00709219858156028,0.0141772151898734,0.0075187969924812
"18",0.9752,0.008,0.008,0.0125569620253165,0.008,0.9752,0.008,0.008,0.0125569620253165,0.008
