"","min","max","links","MeanAUC","DyAcc","AUROC","AUPR","Acc","Recall","Pre","FPR","Fmeasure","AUROC0","AUPR0","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",3,51,1798,0.987846665030876,0.9855,0.460200315418528,0.0231792348504239,0.7916,0.100558659217877,0.0200222469410456,0.182742169674341,0.0333951762523191,0.499575384781631,0.0416885247359304,0.7947,0.172236503856041,0.0372636262513904,0.180106128394548,0.0612711476909008
"2",2,34,1510,0.954666094139778,0.982,0.467345751265336,0.0206278809037851,0.8195,0.09366391184573,0.0225165562913907,0.153159697001141,0.0363053924185798,0.499049798070388,0.0407289321242827,0.8221,0.154241645244216,0.0397350993377483,0.150868796171054,0.0631911532385466
"3",3,28,1516,0.994762748589279,0.9945,0.481968980189143,0.024753181668502,0.8207,0.122615803814714,0.0296833773087071,0.152704245821655,0.0477960701009028,0.504517638449304,0.0397093653153893,0.8229,0.172236503856041,0.0441952506596306,0.150764748725419,0.0703412073490814
"4",4,35,1700,0.99220664591478,0.989,0.484979411682891,0.029260179603384,0.8049,0.140401146131805,0.0288235294117647,0.171070355403585,0.0478282088823817,0.53075417814688,0.055712714730733,0.8089,0.22879177377892,0.0523529411764706,0.167620434918323,0.0852082336045955
"5",4,35,1758,0.951448604558652,0.9805,0.455228430858736,0.0208643566297788,0.794,0.0896739130434783,0.0187713310580205,0.179090531561462,0.0310442144873001,0.481368686640389,0.0353986533355752,0.7961,0.138817480719794,0.0307167235494881,0.177296847362397,0.0503027480204937
"6",4,29,1963,0.986793281906064,0.985,0.466350292700699,0.0211778379573724,0.7787,0.136627906976744,0.0239429444727458,0.198425849212925,0.0407455570004335,0.508153548352238,0.0420605292248237,0.7832,0.236503856041131,0.0468670402445237,0.194672770783477,0.0782312925170068
"7",3,39,1748,0.994844065708727,0.9925,0.485067234294828,0.0305402092107514,0.7992,0.142857142857143,0.0297482837528604,0.176006641760066,0.0492424242424242,0.513577389232934,0.0459740548804439,0.8017,0.197943444730077,0.0440503432494279,0.173863281656435,0.0720636406176883
"8",1,38,1626,0.996380471380471,0.9965,0.45902986233973,0.0217372995767883,0.8074,0.0833333333333333,0.018450184501845,0.165560165975104,0.0302114803625378,0.492812835763649,0.0391523103788276,0.8103,0.151670951156812,0.0362853628536285,0.163042347310374,0.058560794044665
"9",3,36,1720,0.990333422395721,0.988,0.460768039240237,0.0198460167778125,0.7997,0.0968660968660969,0.0197674418604651,0.174733132967147,0.0328343795267987,0.506828615133847,0.0456027598311506,0.8035,0.185089974293059,0.0418604651162791,0.171470190406826,0.0682788051209104
"10",2,36,1763,0.962744537345813,0.987,0.457130994416165,0.0212229426108334,0.7941,0.0911602209944751,0.0187180941576858,0.179497821124715,0.0310588235294118,0.491312172026538,0.0466144913239446,0.7968,0.154241645244216,0.0340328984685196,0.177192799916762,0.0557620817843866
"11",3,34,1874,0.99294532627866,0.994,0.463963513771623,0.021614274983202,0.7851,0.116991643454039,0.0224119530416222,0.190021781972824,0.0376175548589342,0.498345271150585,0.0395303759414785,0.7881,0.185089974293059,0.0384204909284952,0.187493497034648,0.0636323464427751
"12",3,29,1921,0.995038255205719,0.993,0.4598881503832,0.0200210664878312,0.7806,0.111111111111111,0.0203019260801666,0.195046118768784,0.034330985915493,0.502004317567783,0.0400836305027985,0.7844,0.197943444730077,0.0400832899531494,0.191863489751327,0.0666666666666667
"13",4,32,1900,0.984761893254716,0.982,0.451755559948017,0.0201135849378939,0.7815,0.0963172804532578,0.0178947368421053,0.19342800870737,0.0301819795827785,0.496707393172828,0.0409265257649269,0.7851,0.179948586118252,0.0368421052631579,0.190406825512434,0.0611620795107034
"14",4,36,2026,0.988177830940989,0.987,0.465242896258698,0.0287599167475251,0.7708,0.128491620111732,0.0227048371174729,0.205351586807716,0.0385906040268456,0.49858559667733,0.0445236156396118,0.7739,0.197943444730077,0.0380059230009872,0.202788471543024,0.063768115942029
"15",4,28,1740,0.987038302827776,0.9845,0.468626111075412,0.023790809566701,0.7979,0.115068493150685,0.0241379310344828,0.176232485729113,0.0399049881235154,0.497287143400115,0.0389257736458659,0.8003,0.169665809768638,0.0379310344827586,0.174175423993341,0.0620009394081728
"16",2,29,1557,0.994887787650946,0.9945,0.472625659671846,0.0253969169874328,0.8151,0.101092896174863,0.0237636480411047,0.157774548474154,0.0384815392615705,0.500879989964369,0.0431660045860696,0.8174,0.154241645244216,0.0385356454720617,0.155759026115909,0.0616649537512847
"17",4,29,1954,0.945533747789387,0.977,0.47127418753758,0.0242009877164709,0.78,0.146551724137931,0.026100307062436,0.197161210111894,0.0443092962641182,0.51537508301729,0.0429436315428804,0.7841,0.236503856041131,0.0470829068577277,0.19373634377276,0.078531796841656
"18",3,31,2042,0.979132231404959,0.9935,0.463287523613126,0.027123467064835,0.7701,0.131805157593123,0.0225269343780607,0.206817946326806,0.0384776244249268,0.507007555342408,0.0482804129204606,0.7741,0.22107969151671,0.0421155729676787,0.20351680366247,0.0707527766351296
"19",3,59,1859,0.989876418106083,0.9895,0.468402491399562,0.0279835747663746,0.7868,0.121883656509695,0.0236686390532544,0.188297541238718,0.0396396396396396,0.501818556768313,0.0491270716910353,0.7896,0.185089974293059,0.0387305002689618,0.18593278535012,0.0640569395017794
"20",4,35,1860,0.992175514543936,0.9895,0.459059569467978,0.0248172012182238,0.7854,0.104972375690608,0.0204301075268817,0.189043369993775,0.0342034203420342,0.492113257115683,0.0437026598882868,0.7881,0.167095115681234,0.0349462365591398,0.186765164915201,0.0578034682080925
"21",2,49,1680,0.991921092080582,0.9885,0.451590139344201,0.0186624713021443,0.8023,0.0793201133144476,0.0166666666666667,0.171244946615528,0.0275454992621741,0.496899172140747,0.0418903791071261,0.8059,0.16452442159383,0.0380952380952381,0.168140672146499,0.0618656355727405
"22",3,41,1699,0.963407029478458,0.9685,0.477037977199565,0.0263262544096918,0.8033,0.125698324022346,0.0264861683343143,0.171541174030284,0.0437530384054448,0.511255847319333,0.0436928535957737,0.8064,0.195372750642674,0.0447321954090642,0.168869004265945,0.0727969348659004
"23",4,38,1883,0.965302038766951,0.978,0.454697518145244,0.020450583319167,0.7828,0.0974930362116992,0.0185873605947955,0.191681360854683,0.0312221231043711,0.487585989596861,0.0380448926674075,0.7858,0.167095115681234,0.0345193839617631,0.189158256164811,0.0572183098591549
"24",3,50,1751,0.988061556864188,0.981,0.468463991230761,0.0276950409239125,0.7975,0.11731843575419,0.0239862935465448,0.177245384774943,0.0398293029871977,0.505197825221154,0.0479270873152875,0.8006,0.187660668380463,0.0416904625928041,0.174591613775882,0.0682242990654206
"25",3,29,1977,0.981893939393939,0.995,0.479039613315385,0.0265649872343072,0.779,0.16231884057971,0.0283257460799191,0.198964267219057,0.0482342807924203,0.523812287709108,0.0526394946377615,0.7834,0.25706940874036,0.0505816894284269,0.195297055457289,0.084530853761623
"26",3,36,2212,0.983171487481369,0.9795,0.478376141983244,0.0261767741872863,0.7568,0.178362573099415,0.0275768535262206,0.222716918616691,0.0477682067345341,0.53039027956131,0.0480669539178118,0.7615,0.277634961439589,0.0488245931283906,0.218915825616481,0.0830449826989619
"27",2,32,1929,0.99457604529973,0.993,0.469495543502939,0.0278024437498218,0.7817,0.132947976878613,0.0238465526179368,0.195048684483116,0.0404395604395604,0.52047126806019,0.053206310394768,0.786,0.22879177377892,0.0461378952825298,0.191447299968786,0.0767903364969802
"28",3,41,2217,0.988528344056016,0.987,0.469860552113148,0.0253437787571718,0.7549,0.165714285714286,0.0261614794767704,0.223730569948187,0.045188936501753,0.513033748016346,0.0434227709643764,0.7588,0.249357326478149,0.0437528191249436,0.220580584746644,0.0744435917114352
"29",3,33,2082,0.987961538461538,0.9965,0.449655491211928,0.0199234510088523,0.7655,0.112094395280236,0.0182516810758886,0.211572301004037,0.0313919867823214,0.509537727095585,0.0430461066536214,0.7705,0.226221079691517,0.0422670509125841,0.207470606596608,0.0712262242007285
"30",3,38,1947,0.985018274853801,0.9845,0.462750933615336,0.0274695155806383,0.7775,0.118131868131868,0.022085259373395,0.197592361975924,0.0372133275638252,0.491279272705681,0.0436426577730522,0.78,0.174807197943445,0.0349255264509502,0.195505150348559,0.0582191780821918
"31",3,37,1526,0.981399213239284,0.9785,0.47729857579428,0.0251783716163188,0.8182,0.105405405405405,0.0255570117955439,0.154413291796469,0.0411392405063291,0.500274562218367,0.0413876211387345,0.8201,0.149100257069409,0.0380078636959371,0.152741650192488,0.0605744125326371
"32",2,33,1856,0.986992822966507,0.987,0.483372336347268,0.0295843973091814,0.7902,0.15028901734104,0.0280172413793103,0.186865547959395,0.0472297910990009,0.530521609370581,0.0517108018120593,0.7945,0.244215938303342,0.0511853448275862,0.183227551763604,0.0846325167037862
"33",2,34,2083,0.977181818181818,0.9915,0.467753907979469,0.0242541209138809,0.7662,0.140845070422535,0.0240038406144983,0.21078278900985,0.0410172272354389,0.507183553335283,0.0442242420974983,0.7696,0.215938303341902,0.0403264522323572,0.207990843824784,0.0679611650485437
"34",3,35,1749,0.984906589511853,0.9855,0.462256367805167,0.021914647147282,0.7965,0.102777777777778,0.0211549456832476,0.177593360995851,0.0350877192982456,0.49763365616572,0.0432653499990105,0.7994,0.169665809768638,0.0377358490566038,0.175111851004058,0.0617399438727783
"35",3,34,1846,0.984907555082994,0.9855,0.477882744565726,0.0256822721384311,0.7902,0.15,0.0292524377031419,0.185892116182573,0.0489573889392566,0.510965236651769,0.0446850749168699,0.7931,0.213367609254499,0.0449620801733478,0.183435646654875,0.0742729306487696
"36",3,37,1558,0.988953290787422,0.986,0.479036693121546,0.0250136054251442,0.8166,0.120879120879121,0.0282413350449294,0.157119136571191,0.0457856399583767,0.508007908675765,0.0415443009662395,0.8191,0.177377892030848,0.0442875481386393,0.154926646550827,0.0708782742681048
"37",2,27,1630,0.904058125110757,0.9765,0.471026224439789,0.0263535154710097,0.8083,0.106849315068493,0.0239263803680982,0.165127140633108,0.0390977443609023,0.499438036803909,0.045214689213632,0.8107,0.161953727506427,0.0386503067484663,0.163042347310374,0.062407132243685
"38",1,36,1755,0.994392153861851,0.995,0.468956349490949,0.0237045850207114,0.7968,0.112044817927171,0.0227920227920228,0.177849217048636,0.0378787878787879,0.505771958491222,0.044035814375198,0.8,0.185089974293059,0.041025641025641,0.175111851004058,0.0671641791044776
"39",3,53,1960,0.977582846003899,0.9875,0.453490472075816,0.02070061606882,0.7766,0.10632183908046,0.0188775510204082,0.199233319519271,0.0320623916811092,0.503214103163176,0.0471955032474276,0.7807,0.200514138817481,0.0397959183673469,0.195817292685465,0.0664112388250319
"40",2,38,1788,0.983869047619048,0.993,0.479882709861217,0.0320446321550756,0.7955,0.140056022408964,0.0279642058165548,0.180234366898268,0.0466200466200466,0.516200240780234,0.0533396294174597,0.7987,0.210796915167095,0.0458612975391499,0.177504942253668,0.0753330271015158
"41",1,34,1586,0.992559523809524,0.994,0.46673276188096,0.022455260867684,0.8119,0.0958904109589041,0.0220680958385876,0.160975609756098,0.0358790363915941,0.495924630063186,0.0424273921242342,0.8143,0.151670951156812,0.0372005044136192,0.158880449484965,0.059746835443038
"42",3,28,1505,0.995602846401719,0.9925,0.480042720063831,0.0280934912743314,0.8213,0.110497237569061,0.026578073089701,0.152002490143183,0.0428494911622924,0.511425960880835,0.0471438312639649,0.824,0.172236503856041,0.0445182724252492,0.149620226823431,0.0707497360084477
"43",3,39,1476,0.967453067931537,0.985,0.474225522367894,0.0234082201133762,0.8236,0.0977653631284916,0.0237127371273713,0.14945032151006,0.0381679389312977,0.511233112016303,0.0444086558224615,0.8267,0.169665809768638,0.0447154471544715,0.146706898345646,0.0707774798927614
"44",3,39,1880,0.940167832167832,0.9855,0.459209142931526,0.0215052705224348,0.7846,0.10632183908046,0.0196808510638298,0.190944881889764,0.033213644524237,0.509023374298783,0.0440809914082112,0.7887,0.200514138817481,0.0414893617021277,0.187493497034648,0.0687527545174085
"45",3,31,1625,0.992061403508772,0.9915,0.469624352321242,0.0245964786392757,0.8089,0.104972375690608,0.0233846153846154,0.164660717991285,0.0382486160040262,0.501031514072215,0.0438415459799142,0.8116,0.167095115681234,0.04,0.162314015190927,0.0645481628599801
"46",2,32,1862,0.958082096474954,0.991,0.448627578355524,0.0205267499882141,0.7853,0.0893371757925072,0.0166487647690655,0.189681964156221,0.0280669986419194,0.501081130527654,0.0450812502784572,0.7895,0.187660668380463,0.0392051557465091,0.18614088024139,0.0648600621945802
