"","min","max","links","AUROC","AUPR","Acc","Recall","Pre","FPR","Fmeasure","AUROC0","AUPR0","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",4,41,2537,0.426643057332775,0.0059944414621632,0.7336,0.0794701986754967,0.00472999605833662,0.256371205198497,0.00892857142857143,0.404803503307102,0.00735988664426143,0.7328,0.027972027972028,0.00157666535277887,0.25697473876433,0.00298507462686567
"2",4,39,2536,0.443345130273949,0.00591838578517354,0.736,0.128571428571429,0.00709779179810726,0.255375253549696,0.0134529147982063,0.433049158706157,0.00765010903159046,0.7351,0.0687022900763359,0.00354889589905363,0.256054311480393,0.00674915635545557
"3",2,39,2603,0.445115206895468,0.00744261647822594,0.7285,0.121621621621622,0.00691509796388782,0.262383272431993,0.0130861504907306,0.42138823097273,0.0081975865195303,0.7275,0.0579710144927536,0.00307337687283903,0.263131210707767,0.00583728566216709
"4",5,39,2559,0.420177139930305,0.00610797438788173,0.7325,0.0915492957746479,0.00508010941774131,0.258267397037939,0.00962606442058497,0.410090431643562,0.00845176411651326,0.7321,0.0652173913043478,0.00351699882766706,0.258568241735956,0.00667408231368187
"5",4,44,2585,0.451525255334232,0.00791372331677828,0.7311,0.133802816901408,0.00735009671179884,0.260296206127003,0.0139347268060139,0.428508022340991,0.00867528981921674,0.7305,0.0955882352941176,0.00502901353965184,0.260746147607461,0.0095553105475928
"6",4,42,2759,0.449221862714502,0.0083159689833727,0.7138,0.13986013986014,0.00724900326205147,0.277873592370904,0.0137835975189524,0.404673475760663,0.00720400805232047,0.7123,0.0390625,0.00181225081551287,0.278970826580227,0.00346380325597506
"7",3,42,2775,0.442930872910693,0.00619808117087368,0.711,0.0921985815602837,0.00468468468468468,0.28015011664469,0.00891632373113855,0.426002393570609,0.00763833995314778,0.7104,0.0518518518518519,0.00252252252252252,0.280587937151546,0.00481099656357388
"8",3,42,2827,0.43116903019565,0.00662299949750594,0.7064,0.113475177304965,0.00565970993986558,0.285120194745917,0.0107816711590297,0.412183912715103,0.00810469919164658,0.7056,0.0601503759398496,0.00282985496993279,0.285699807438938,0.00540540540540541
"9",3,42,2749,0.460531083419648,0.00938756817982182,0.7156,0.172413793103448,0.00909421607857403,0.276407914764079,0.0172771250863856,0.416982596647074,0.00754292453134858,0.7139,0.0625,0.00291014914514369,0.27765397082658,0.00556134862704206
"10",5,40,2695,0.444237912743282,0.00810651125176559,0.7209,0.161971830985915,0.00853432282003711,0.271048894299046,0.0162143108917871,0.40644750420542,0.0077338220769777,0.7195,0.0703125,0.00333951762523191,0.27208265802269,0.00637619553666312
"11",3,40,2605,0.439472832411752,0.00780404382391335,0.729,0.132867132867133,0.0072936660268714,0.262351628284468,0.0138282387190684,0.411493710291118,0.00830862391000827,0.7281,0.0746268656716418,0.00383877159309021,0.263024528684371,0.00730193501277839
"12",4,40,2769,0.441977580567333,0.00801052154463114,0.7131,0.147887323943662,0.0075839653304442,0.278758368837492,0.0144280316042597,0.419623192355954,0.0089673559317356,0.7126,0.116788321167883,0.00577825929938606,0.279123998783332,0.0110116999311769
"13",5,42,2763,0.41592733396656,0.00561750793396059,0.7115,0.0821917808219178,0.00434310532030402,0.279175969149584,0.00825025782055689,0.411048735138766,0.00833779518097732,0.7111,0.0563380281690141,0.00289540354686934,0.279468452018665,0.00550774526678141
"14",4,40,2738,0.45724120675939,0.00587448506231515,0.7151,0.100719424460432,0.00511322132943755,0.276239732278674,0.0097323600973236,0.444205713689057,0.00693633286742367,0.7143,0.0458015267175573,0.00219138056975895,0.276826426182997,0.00418264203555246
"15",2,41,2895,0.434122588797329,0.00748938791622604,0.7009,0.161971830985915,0.0079447322970639,0.291336985189694,0.0151465261771485,0.392177747273865,0.00647968347935236,0.6988,0.0165289256198347,0.000690846286701209,0.292843405202956,0.0013262599469496
"16",4,48,2831,0.442939424067395,0.00661661978628804,0.7071,0.144927536231884,0.00706464146944543,0.28503346177246,0.0134725496800269,0.416931014760031,0.00666197525555339,0.7055,0.0327868852459016,0.00141292829388909,0.28619153674833,0.00270910938029123
"17",3,40,2753,0.457904718860962,0.00803163677759607,0.7142,0.132867132867133,0.00690156193243734,0.277366338642589,0.013121546961326,0.420775860062796,0.00685534325196285,0.7126,0.0236220472440945,0.00108972030512169,0.278537425301327,0.00208333333333333
"18",4,42,2848,0.424219384085448,0.00614154933853682,0.7039,0.099290780141844,0.00491573033707865,0.287453088548534,0.00936768149882904,0.396403116490422,0.00709967956229051,0.7029,0.0305343511450382,0.00140449438202247,0.288175093727835,0.00268546492111447
"19",3,36,2602,0.458202384583656,0.00843179056134078,0.73,0.15,0.00807071483474251,0.261764705882353,0.0153172866520788,0.419799687984836,0.00793581243533637,0.7287,0.062992125984252,0.00307455803228286,0.262736756811506,0.00586295346280689
"20",5,43,2690,0.460910093056468,0.00609810487525219,0.7205,0.111111111111111,0.00557620817843866,0.271160669031931,0.0106194690265487,0.454205849954401,0.00793439017014107,0.7196,0.0476190476190476,0.00223048327137546,0.271824994936196,0.00426136363636364
"21",5,39,2854,0.444647452136079,0.00790709432423541,0.7062,0.186567164179104,0.00875963559915907,0.286742347455909,0.0167336010709505,0.383872857270224,0.00627885995499279,0.7041,0.0353982300884956,0.00140154169586545,0.288257307575604,0.00269632625547691
"22",4,46,2881,0.463458572824273,0.00844476332447993,0.7025,0.169014084507042,0.00833044081916001,0.289815378372895,0.0158782666225604,0.429501838259895,0.00789265718991756,0.7012,0.0852713178294574,0.00381811870878167,0.290750683821295,0.00730897009966777
"23",3,40,2697,0.445396479903238,0.00808869916340012,0.7205,0.154929577464789,0.00815721171672228,0.271353215662406,0.0154984149348362,0.397627611639334,0.00726632843364482,0.7189,0.0476190476190476,0.00222469410456062,0.272533927486328,0.00425079702444208
"24",4,41,2570,0.433431099760365,0.00759267908485894,0.7322,0.119718309859155,0.0066147859922179,0.258977480219111,0.0125368731563422,0.412010847119157,0.00772160138248408,0.7311,0.0458015267175573,0.00233463035019455,0.259803424865741,0.00444279896334691
"25",3,42,2875,0.45027254635995,0.0085421259345489,0.7036,0.179856115107914,0.00869565217391304,0.289017341040462,0.0165892501658925,0.392704255296474,0.00660311402666113,0.7016,0.0420168067226891,0.00173913043478261,0.29045643153527,0.00334001336005344
"26",3,41,2820,0.457922707582249,0.00835291037538232,0.7088,0.161764705882353,0.00780141843971631,0.283657745336577,0.0148849797023004,0.419766377524766,0.00727190188234463,0.7075,0.0731707317073171,0.00319148936170213,0.284600587222841,0.00611620795107034
"27",3,42,2797,0.418108363538119,0.00677984760696169,0.709,0.110344827586207,0.00572041473006793,0.282191780821918,0.0108769544527532,0.380450038964354,0.00697284663330711,0.7078,0.0300751879699248,0.00143010368251698,0.283064761325631,0.00273037542662116
"28",3,40,2745,0.447190110397986,0.00800472247645581,0.7157,0.154929577464789,0.00801457194899818,0.276222357476161,0.0152407343262903,0.416645690944825,0.00778237976388377,0.7143,0.0625,0.0029143897996357,0.277248784440843,0.00556909154194222
"29",3,40,2661,0.466601637973295,0.0100098132882199,0.7244,0.172413793103448,0.00939496429913566,0.267478437341451,0.0178189593727726,0.428607421159497,0.00941291910648573,0.7234,0.111111111111111,0.0056369785794814,0.268220983274202,0.0107296137339056
"30",4,41,2748,0.458663486367707,0.00813459767510436,0.7139,0.115646258503401,0.0061863173216885,0.277174464630062,0.0117443868739206,0.427060403940997,0.00775884745637855,0.7127,0.037037037037037,0.00181950509461426,0.278053725291434,0.00346860908775581
"31",4,39,2711,0.441650487536914,0.00766680179299798,0.7186,0.134751773049645,0.00700848395426042,0.273050005071508,0.0133239831697055,0.3995788247726,0.0073754479006756,0.7173,0.046875,0.00221320545924013,0.274007293354943,0.00422684043677351
"32",4,39,2848,0.431065511605778,0.00685234971946425,0.7052,0.13768115942029,0.00667134831460674,0.286858649361184,0.0127260549229739,0.390711821635829,0.0066663712509753,0.7037,0.032520325203252,0.00140449438202247,0.287941682697175,0.00269269606193201
"33",4,39,2721,0.486838103759392,0.00564239811912226,0.7176,0.144827586206897,0.00771775082690187,0.273972602739726,0.0146545708304257,0.489962825234487,0.009853413653099,0.7166,0.0814814814814815,0.00404263138552003,0.274708565636087,0.007703081232493
"34",3,44,2913,0.42349734740671,0.00677560844912242,0.6988,0.143884892086331,0.00686577411603158,0.293377953554406,0.0131061598951507,0.400220620830613,0.00782951511869843,0.6978,0.0775193798449612,0.00343288705801579,0.294093810150947,0.00657462195923734
"35",4,43,2773,0.432394871207963,0.00749206644473041,0.712,0.115107913669065,0.00576992426974396,0.279586248859142,0.010989010989011,0.389849313608258,0.00639856348610237,0.7105,0.00806451612903226,0.000360620266858997,0.280680437424058,0.000690369347600966
"36",4,44,2841,0.454565331004254,0.0134901686215566,0.7058,0.151724137931034,0.0077437521999296,0.286047691527144,0.014735432016075,0.401499119479525,0.0117527799062908,0.7041,0.0390625,0.00175994368180218,0.287277147487844,0.00336813742000674
"37",4,46,2923,0.421565162954554,0.00709322313845451,0.697,0.120567375886525,0.00581594252480328,0.294756060452379,0.0110966057441253,0.37980737191921,0.00711300761593654,0.6957,0.03125,0.0013684570646596,0.295684764991896,0.00262209111766634
"38",4,38,2603,0.437165186367222,0.00680238286362015,0.7282,0.103448275862069,0.00576258163657318,0.262607813292745,0.0109170305676856,0.413644522238263,0.0079025542293741,0.7274,0.0510948905109489,0.00268920476373415,0.263205921119335,0.00510948905109489
