"","min","max","links","MeanAUC","DyAcc","AUROC","AUPR","Acc","Recall","Pre","FPR","Fmeasure","AUROC0","AUPR0","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",NA,NA,NA,0.913876488095238,0.935,0.50301089905251,0.0471513280327645,0.7996,0.185185185185185,0.0214132762312634,0.186835650040883,0.0383877159309021,0.558747254492047,0.0723788692825194,0.8028,0.290322580645161,0.0385438972162741,0.184167350287121,0.0680529300567108
"2",3,15,510,0.978517722878625,0.986,0.479886970795851,0.0251666829617683,0.7808,0.148148148148148,0.0156862745098039,0.205233033524121,0.0283687943262411,0.536601259625819,0.0494976250056314,0.784,0.258064516129032,0.0313725490196078,0.202625102543068,0.0559440559440559
"3",2,21,445,0.950475678993402,0.927,0.515865664616193,0.0306691728356419,0.8088,0.2,0.0247191011235955,0.177505112474438,0.044,0.565002381645453,0.0464197781321172,0.8116,0.290322580645161,0.0404494382022472,0.175143560295324,0.0710059171597633
"4",NA,NA,NA,0.889597505668934,0.91,0.521736254478361,0.0311338180772545,0.8012,0.218181818181818,0.0257510729613734,0.185685071574642,0.0460652591170825,0.570867183571938,0.0638954594901469,0.804,0.306451612903226,0.0407725321888412,0.183347005742412,0.071969696969697
"5",2,22,529,0.963184321347587,0.983,0.513353213484239,0.0311037542225203,0.776,0.218181818181818,0.0226843100189036,0.211451942740286,0.0410958904109589,0.560500410172274,0.0535136531809322,0.7788,0.306451612903226,0.0359168241965974,0.209187858900738,0.0642978003384095
"6",2,16,408,0.925677316713501,0.946,0.48764986887257,0.0260029006933975,0.8196,0.135593220338983,0.0196078431372549,0.163867267513314,0.0342612419700214,0.509837518854694,0.0347618702466383,0.8208,0.17741935483871,0.0269607843137255,0.162838392124692,0.0468085106382979
"7",4,16,525,0.973242630385488,0.99,0.471783818385342,0.0156680319139615,0.7736,0.140350877192982,0.0152380952380952,0.211625051166598,0.0274914089347079,0.511706448966629,0.0279033977693661,0.7756,0.209677419354839,0.0247619047619048,0.210008203445447,0.0442930153321976
"8",3,14,540,0.974792423234958,0.993,0.511369062756426,0.0285264826359302,0.7724,0.226415094339623,0.0222222222222222,0.215774417654271,0.0404721753794266,0.56951427664135,0.0521632529610407,0.776,0.338709677419355,0.0388888888888889,0.212879409351928,0.0697674418604651
"9",3,19,582,0.98469387755102,0.984,0.519049626044801,0.0311471224318693,0.7556,0.245614035087719,0.0240549828178694,0.232501023331969,0.0438184663536776,0.551651935748499,0.0419146787989266,0.7576,0.306451612903226,0.0326460481099656,0.230926989335521,0.0590062111801242
"10",4,17,515,0.98177775562644,0.98,0.509685707009947,0.0278810703132542,0.782,0.211538461538462,0.0213592233009709,0.205882352941176,0.0388007054673721,0.575908333112814,0.0460957676122797,0.786,0.338709677419355,0.0407766990291262,0.202625102543068,0.072790294627383
