G51	G1	2.1569918592567306e-12	1
G1	G2	2.2046523672586962e-05	1
G1	G3	1.693884817048458e-175	1
G1	G4	0.3741549747680538	1
G6	G4	6.149477037329408e-05	1
G1	G5	2.2347316852756972e-178	1
G6	G5	2.7535819897621296e-07	1
G6	G7	2.7536141216666314e-07	1
G1	G8	1.8435545913305188e-229	1
G6	G8	0.09925296230475397	1
G1	G9	3.19281891352857e-104	1
G1	G10	0.009947346107286032	1
G6	G10	8.624786913616603e-08	1
G6	G11	1.642174909486784e-18	1
G6	G12	nan	1
G6	G13	7.657958713739727e-08	1
G6	G14	4.767810223701984e-06	1
G6	G15	6.868789315254151e-06	1
G6	G16	1.654861717371143e-07	1
G6	G17	7.828624083489777e-06	1
G6	G18	0.0008284684393626309	1
G6	G19	9.366848251517646e-07	1
G6	G20	0.00021882325696714636	1
G6	G21	0.007839849678467709	1
G6	G22	2.2918520802426733e-15	1
G6	G23	2.013675112481806e-10	1
G6	G24	0.0005893236047519013	1
G6	G25	1.1875302346680407e-07	1
G6	G26	1.5585602273962328e-05	1
G6	G27	0.06358437312796844	1
G6	G28	4.838771063602122e-06	1
G1	G29	4.768960034758952e-183	1
G31	G29	0.010073537090857322	1
G1	G30	2.4921888694078267e-76	1
G31	G30	2.2077579373397077e-08	1
G39	G31	0.004787950928570153	1
G44	G31	5.457880540678379e-12	1
G31	G32	1.0656507708534884e-05	1
G31	G33	8.162891201859571e-216	1
G31	G34	2.247900689054132e-214	1
G31	G35	1.7511751472428035e-96	1
G31	G36	0.02355905809727604	1
G31	G37	0.028418617963514584	1
G39	G37	0.00499090033093226	1
G31	G38	0.017226061660984462	1
G39	G38	0.10145459286252685	1
G44	G39	6.0184761145800605e-06	1
G83	G39	0.00010381105913687382	1
G31	G40	2.7551525181524956e-08	1
G39	G40	0.00011243935792705635	1
G31	G41	0.007674982458973966	1
G39	G41	0.031564608888623745	1
G31	G42	0.005318428082831391	1
G39	G42	0.003790162937033138	1
G39	G43	0.06086512356680544	1
G50	G44	5.7506780318208375e-18	1
G44	G45	1.593594282257658e-06	1
G44	G46	0.00025179248419033516	1
G44	G47	0.00017432616121302927	1
G48	G47	1.4273808850579096e-29	1
G51	G47	4.636121384389645e-11	1
G44	G49	0.008549445849624429	1
G51	G49	1.3498246624542996e-06	1
G50	G52	1.6933793018750075e-05	1
G51	G53	0.00013618698523234325	1
G51	G54	4.120894302078096e-08	1
