"","min","max","links","MeanAUC","DyAcc","AUROC","AUPR","Acc","Recall","Pre","FPR","Fmeasure","AUROC0","AUPR0","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",3,32,1482,0.943669723551303,0.979,0.465334881349279,0.0329966285671192,0.8096,0.0862745098039216,0.0296896086369771,0.151527924130664,0.0441767068273092,0.49999846342933,0.0595990629661292,0.8137,0.15426497277677,0.0573549257759784,0.147846332945285,0.0836202656173143
"2",3,28,1456,0.946323426841687,0.972,0.470539298950583,0.0316526699416718,0.8113,0.0895238095238095,0.0322802197802198,0.148707124010554,0.0474507824331146,0.492735478014651,0.0522219600204203,0.8139,0.132486388384755,0.0501373626373626,0.146364694676685,0.0727453911310414
"3",4,34,1610,0.952949954086318,0.9875,0.461450751096198,0.0291388367725868,0.797,0.0882352941176471,0.0279503105590062,0.16491043203372,0.0424528301886792,0.497138521269692,0.0556550928940096,0.8011,0.156079854809437,0.053416149068323,0.161286908667584,0.0795927811198519
"4",3,32,1678,0.986679662118259,0.987,0.450194490314287,0.0257269320813284,0.7889,0.0746561886051081,0.0226460071513707,0.1727952797387,0.034750800182899,0.486246348003679,0.0502489710873504,0.7931,0.14519056261343,0.0476758045292014,0.169118425230183,0.0717810677433827
"5",3,49,1804,0.957483718766614,0.9855,0.456262838471162,0.029934049192983,0.7793,0.100990099009901,0.0282705099778271,0.184623486045287,0.0441749675184062,0.494653598389213,0.0562558028036872,0.7839,0.176043557168784,0.0537694013303769,0.180654037464282,0.0823779193205945
"6",2,32,1576,0.996020467836257,0.994,0.463639233718562,0.0285405033853044,0.8005,0.0916179337231969,0.0298223350253807,0.161167913987562,0.044997606510292,0.497199023739826,0.0541594324204788,0.8043,0.15426497277677,0.0539340101522843,0.157794475605884,0.079924776680771
"7",5,34,1622,0.962430426716141,0.985,0.456944163825977,0.0276468541388409,0.7951,0.0805500982318271,0.0252774352651048,0.166578864187125,0.0384795870483341,0.49344278070121,0.0539349414813133,0.7993,0.150635208711434,0.0511713933415536,0.162874378241084,0.0763920846755637
"8",4,61,1660,0.950135919075313,0.984,0.462776968605644,0.0319596573717102,0.7932,0.0984251968503937,0.0301204819277108,0.169616519174041,0.0461254612546125,0.49999606253766,0.0579098044098965,0.7975,0.168784029038113,0.0560240963855422,0.165837654778283,0.0841248303934871
"9",1,27,1624,0.993760852451642,0.9915,0.465368064638287,0.0301872794067688,0.7964,0.0992217898832685,0.0314039408866995,0.165823318574742,0.0477081384471469,0.496402888061403,0.0536287091772962,0.8001,0.159709618874773,0.0541871921182266,0.162556884326384,0.0809195402298851
"10",5,30,1562,0.98140589569161,0.983,0.463141735696941,0.0301851560340666,0.8014,0.0826771653543307,0.0268886043533931,0.160134850400337,0.0405797101449275,0.500398548017545,0.0589677145946736,0.8057,0.15426497277677,0.0544174135723431,0.156312837337284,0.0804543303360152
"11",3,31,1571,0.937865497076023,0.9765,0.466439552265784,0.0324775682375529,0.8012,0.0935672514619883,0.0305537873965627,0.160535469589965,0.0460652591170825,0.49918225629653,0.0588354910498943,0.805,0.156079854809437,0.0547422024188415,0.157159487776484,0.0810556079170594
"12",2,42,1569,0.937301587301587,0.9915,0.460358769680813,0.0301230617660692,0.8011,0.0833333333333333,0.0267686424474187,0.160804549283909,0.040520984081042,0.500730735389279,0.0579469661086711,0.8058,0.161524500907441,0.0567240280433397,0.156630331251984,0.0839622641509434
"13",1,28,1647,0.985893831254656,0.9845,0.470855467666837,0.0326106879429175,0.7951,0.108949416342412,0.0340012143290832,0.167720851781573,0.0518278574733919,0.501463487527559,0.0564941253265312,0.7988,0.168784029038113,0.0564663023679417,0.164461847814584,0.0846223839854413
"14",4,34,1678,0.965636363636364,0.9935,0.467805071733302,0.0318996232702358,0.7919,0.107212475633528,0.032777115613826,0.17107620954991,0.0502053856686445,0.498876574768857,0.0544015031007277,0.7957,0.168784029038113,0.0554231227651967,0.167742618266483,0.0834454912516824
"15",3,30,1619,0.925676691729323,0.973,0.458610850406555,0.029225569548,0.7953,0.0836575875486381,0.0265596046942557,0.166139574109214,0.0403187998124707,0.491595246541804,0.0536565520464589,0.799,0.14519056261343,0.0494132180358246,0.162874378241084,0.0737327188940092
"16",4,30,1569,0.95194019138756,0.9865,0.451525530036381,0.0256350343446287,0.798,0.0655105973025048,0.0216698534098152,0.161902752874169,0.0325670498084291,0.480067797339389,0.0481594486494576,0.8012,0.11978221415608,0.0420650095602294,0.159064451264684,0.0622641509433962
"17",3,29,1655,0.947126699324068,0.979,0.470363584725797,0.0320814335666713,0.7953,0.111111111111111,0.0338368580060423,0.168386689132266,0.0518758684576193,0.509261871785087,0.0578354945903161,0.8,0.186932849364791,0.0622356495468278,0.164250185204784,0.0933816863100635
"18",4,28,1532,0.957128099173554,0.9935,0.468740542011059,0.0320465486931107,0.8053,0.0955165692007797,0.0319843342036554,0.156319173605987,0.047921760391198,0.499958896734576,0.0568598109407441,0.8091,0.157894736842105,0.0567885117493473,0.152926235580485,0.0835333653384542
"19",3,39,1604,0.951187753036437,0.978,0.462305464183036,0.0305095373707382,0.7969,0.09021113243762,0.0293017456359102,0.164257833104758,0.0442352941176471,0.487356232205791,0.0523935690482991,0.7999,0.139745916515427,0.0480049875311721,0.161604402582284,0.071461716937355
"20",3,31,1798,0.933282051282051,0.976,0.46089571525618,0.0310260837413669,0.7802,0.104743083003953,0.0294771968854283,0.183800294923109,0.0460069444444444,0.498900199542909,0.057016789226557,0.7847,0.177858439201452,0.0545050055617353,0.179913218329982,0.0834397616006811
"21",3,41,1640,0.947662068276103,0.978,0.46762688580294,0.0326966745665384,0.796,0.107843137254902,0.0335365853658537,0.167017913593256,0.0511627906976744,0.501105850704104,0.0559572997626425,0.8001,0.174228675136116,0.0585365853658537,0.163403534765584,0.087631218621634
"22",3,39,1637,0.96421130952381,0.9855,0.459409685444577,0.0286118998013334,0.7952,0.0881763527054108,0.0268784361637141,0.167666561414588,0.0411985018726592,0.504477855039539,0.0602211845324683,0.8004,0.174228675136116,0.0586438607208308,0.163086040850884,0.0877513711151737
