"","Acc","Recall","Pre","FPR","Fmeasure","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",0.0653,0.966292134831461,0.00911983032873807,0.942790838462315,0.0180691249080786,0.0689,0.976,0.0129374337221633,0.942582278481013,0.0255363683935113
"2",0.0854,0.941176470588235,0.00867584860644182,0.921936459909228,0.0171932086825704,0.0894,0.96,0.0130137729096627,0.921620253164557,0.0256794350524288
"3",0.0853,0.945054945054945,0.00931946250541829,0.922595620143304,0.0184569159781092,0.0887,0.96,0.0130039011703511,0.922329113924051,0.0256602159734844
"4",0.1069,0.880952380952381,0.00822679266259033,0.899657119806374,0.0163013547747549,0.111,0.92,0.0127848804891606,0.899240506329114,0.025219298245614
"5",0.1306,0.851063829787234,0.0091324200913242,0.87623662426812,0.0180709283939462,0.1337,0.888,0.0126712328767123,0.875848101265823,0.0249859313449634
"6",0.0862,0.936842105263158,0.00965188157466652,0.92195860676426,0.019106912838128,0.0892,0.952,0.0129053248020822,0.921721518987342,0.0254654397603253
"7",0.1202,0.869565217391304,0.00902323482968644,0.88675817521195,0.0178611297164546,0.1235,0.904,0.0127453191969321,0.886379746835443,0.0251362473584696
"8",0.0837,0.922077922077922,0.0076939748591244,0.92280560314421,0.015260612573885,0.0885,0.952,0.0128955353272648,0.922430379746835,0.0254463808403721
"9",0.0744,0.954545454545455,0.0089974293059126,0.933414043583535,0.0178268251273345,0.0781,0.968,0.0129605826906598,0.933164556962025,0.0255786914702463
"10",0.1319,0.852631578947368,0.00925925925925926,0.875012619888945,0.0183195748049305,0.1349,0.888,0.0126886145404664,0.874632911392405,0.0250197227544235
"11",0.0944,0.931818181818182,0.00897941305300044,0.913034705407587,0.0177874186550976,0.0981,0.952,0.0130310994305738,0.912708860759494,0.0257102733066868
"12",0.0756,0.967391304347826,0.00953912111468382,0.932680662091239,0.0188919549989387,0.0789,0.976,0.0130760986066452,0.932455696202532,0.0258064516129032
"13",0.0956,0.944444444444444,0.00931608943445857,0.912108980827447,0.018450184501845,0.0991,0.96,0.0131521262604121,0.91179746835443,0.0259487512163477
"14",0.1023,0.895348837209302,0.00851299060254284,0.904579382691144,0.016865622604315,0.1062,0.928,0.012824765063571,0.90420253164557,0.0252998909487459
"15",0.0665,0.97752808988764,0.00923566878980892,0.941680960548885,0.0182984540961195,0.0701,0.984,0.0130573248407643,0.94146835443038,0.0257726558407543
"16",0.1131,0.89010989010989,0.00906040268456376,0.894035725098395,0.0179382128225003,0.1165,0.92,0.0128635346756152,0.893670886075949,0.0253723110865968
"17",0.0946,0.943181818181818,0.00908891809023215,0.912933817594834,0.0180043383947939,0.0983,0.96,0.0131406044678055,0.912607594936709,0.0259263260235497
"18",0.0948,0.925531914893617,0.009526938239159,0.913082980012114,0.0188597442011706,0.0979,0.944,0.0129215943933421,0.912810126582278,0.0254942205898239
"19",0.0667,0.978021978021978,0.009447983014862,0.941669189625593,0.0187151719062139,0.0701,0.984,0.0130573248407643,0.94146835443038,0.0257726558407543
"20",0.066,0.976190476190476,0.00870488322717622,0.941710367083501,0.0172558922558923,0.0701,0.984,0.0130573248407643,0.94146835443038,0.0257726558407543
"21",0.1056,0.866666666666667,0.00865704772475028,0.901311806256307,0.0171428571428571,0.1091,0.904,0.0125416204217536,0.900962025316456,0.0247400109469075
"22",0.076,0.966666666666667,0.00933075933075933,0.932088799192735,0.0184831102613129,0.0795,0.976,0.0130845130845131,0.931848101265823,0.0258228383955974
"23",0.0768,0.967391304347826,0.00955140588109036,0.931469519580137,0.0189160467587673,0.0801,0.976,0.013092938398798,0.931240506329114,0.0258392460023298
"24",0.114,0.891304347826087,0.00918047469771608,0.893217601937828,0.0181737588652482,0.1173,0.92,0.0128750559785043,0.892860759493671,0.0253947223142321
"25",0.1046,0.927083333333333,0.00984949092518814,0.903372374798061,0.0194918966272449,0.1075,0.944,0.0130588756086764,0.903088607594937,0.0257613797620347
"26",0.0756,0.967391304347826,0.00953912111468382,0.932680662091239,0.0188919549989387,0.0789,0.976,0.0130760986066452,0.932455696202532,0.0258064516129032
"27",0.0942,0.911111111111111,0.00897941305300044,0.91321897073663,0.0177835610496638,0.0977,0.936,0.0128120893561104,0.912911392405063,0.025278167872961
"28",0.0933,0.910112359550562,0.00886214442013129,0.914034910705277,0.0175533643948423,0.0969,0.936,0.012800875273523,0.913721518987342,0.0252563410685375
"29",0.0859,0.954545454545455,0.00910964103676391,0.92181194511703,0.0180470512407348,0.0896,0.968,0.0131222210172432,0.921518987341772,0.0258934303445324
"30",0.0846,0.930232558139535,0.00866926744690074,0.922735525519467,0.0171784410564741,0.0885,0.952,0.0128955353272648,0.922430379746835,0.0254463808403721
"31",0.0945,0.913978494623656,0.00930792816469558,0.913192692035934,0.0184281842818428,0.0977,0.936,0.0128120893561104,0.912911392405063,0.025278167872961
"32",0.1039,0.912087912087912,0.00918548030101815,0.903522050661015,0.0181877944560096,0.1073,0.936,0.0129482071713147,0.903189873417722,0.0255430629843903
"33",0.1035,0.908045977011494,0.00874280655157149,0.903560980530616,0.0173188644086375,0.1073,0.936,0.0129482071713147,0.903189873417722,0.0255430629843903
"34",0.0941,0.876404494382023,0.00854700854700855,0.912925032791847,0.0169289202387412,0.0977,0.912,0.012491781722551,0.912607594936709,0.0246459842179224
"35",0.0757,0.96551724137931,0.00900900900900901,0.932109351356804,0.0178514504303475,0.0795,0.976,0.0130845130845131,0.931848101265823,0.0258228383955974
"36",0.0652,0.963855421686747,0.00848806366047745,0.94232126651205,0.016827934371056,0.0694,0.976,0.0129442970822281,0.942075949367089,0.0255497382198953
"37",0.0765,0.968421052631579,0.00986700986700987,0.932054517920242,0.0195349824822168,0.0795,0.976,0.0130845130845131,0.931848101265823,0.0258228383955974
"38",0.0856,0.952941176470588,0.00878429671402234,0.921835602622289,0.0174081237911025,0.0896,0.968,0.0131222210172432,0.921518987341772,0.0258934303445324
"39",0.0664,0.977272727272727,0.00912951167728238,0.941686844229217,0.0180900294488851,0.0701,0.984,0.0130573248407643,0.94146835443038,0.0257726558407543
"40",0.06,0.976190476190476,0.00864978902953586,0.947761194029851,0.0171476369719783,0.0641,0.984,0.0129746835443038,0.947544303797468,0.0256116605934409
"41",0.0947,0.943820224719101,0.00919842312746386,0.912925032791847,0.0182192820735278,0.0983,0.96,0.0131406044678055,0.912607594936709,0.0259263260235497
"42",0.102,0.920454545454545,0.00894632206759443,0.905266343825666,0.0177204112885583,0.1057,0.944,0.0130329136293351,0.904911392405063,0.0257108617496459
"43",0.0854,0.931034482758621,0.00878429671402234,0.922021587813982,0.017404383326171,0.0892,0.952,0.0129053248020822,0.921721518987342,0.0254654397603253
"44",0.1134,0.902173913043478,0.0092841163310962,0.893924101735971,0.0183790965456156,0.1167,0.928,0.0129753914988814,0.893569620253165,0.0255929398786542
"45",0.1221,0.883720930232558,0.00859242509892595,0.884506758119831,0.0170193707311611,0.126,0.92,0.0130016958733748,0.884050632911392,0.0256410256410256
"46",0.0846,0.955056179775281,0.0092041147807255,0.923216627989103,0.0182325182325182,0.0882,0.968,0.013102328099621,0.92293670886076,0.0258547008547009
