"","Acc","Recall","Pre","FPR","Fmeasure","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",0.9464,0.0483870967741935,0.0384615384615385,0.0307629204265792,0.0428571428571429,0.9464,0.0483870967741935,0.0384615384615385,0.0307629204265792,0.0428571428571429
"2",0.9528,0.0163934426229508,0.0169491525423729,0.023780237802378,0.0166666666666667,0.9532,0.032258064516129,0.0338983050847458,0.0233798195242002,0.0330578512396694
"3",0.9492,0.032258064516129,0.0289855072463768,0.0274815422477441,0.0305343511450382,0.9492,0.032258064516129,0.0289855072463768,0.0274815422477441,0.0305343511450382
"4",0.9564,0.0166666666666667,0.0196078431372549,0.0204918032786885,0.018018018018018,0.9572,0.0483870967741935,0.0588235294117647,0.0196882690730107,0.0530973451327434
"5",0.9484,0.0163934426229508,0.0142857142857143,0.028290282902829,0.0152671755725191,0.9488,0.032258064516129,0.0285714285714286,0.0278917145200984,0.0303030303030303
"6",0.9496,0.0161290322580645,0.0151515151515152,0.0266611977030353,0.015625,0.9496,0.0161290322580645,0.0151515151515152,0.0266611977030353,0.015625
"7",0.9508,0,0,0.025420254202542,0,0.9512,0.0161290322580645,0.0161290322580645,0.0250205086136177,0.0161290322580645
"8",0.9524,0.0163934426229508,0.0166666666666667,0.024190241902419,0.0165289256198347,0.9528,0.032258064516129,0.0333333333333333,0.0237899917965546,0.0327868852459016
"9",0.934,0.032258064516129,0.0186915887850467,0.0430680885972108,0.0236686390532544,0.934,0.032258064516129,0.0186915887850467,0.0430680885972108,0.0236686390532544
"10",0.9472,0.0327868852459016,0.0266666666666667,0.029930299302993,0.0294117647058824,0.9476,0.0483870967741935,0.04,0.029532403609516,0.0437956204379562
"11",0.948,0.0161290322580645,0.0142857142857143,0.0283018867924528,0.0151515151515152,0.948,0.0161290322580645,0.0142857142857143,0.0283018867924528,0.0151515151515152
"12",0.9424,0.0172413793103448,0.0113636363636364,0.0356265356265356,0.0136986301369863,0.944,0.0806451612903226,0.0568181818181818,0.0340442986054143,0.0666666666666667
"13",0.9408,0.0161290322580645,0.0113636363636364,0.0356849876948318,0.0133333333333333,0.9408,0.0161290322580645,0.0113636363636364,0.0356849876948318,0.0133333333333333
"14",0.95,0.0161290322580645,0.0153846153846154,0.0262510254306809,0.015748031496063,0.95,0.0161290322580645,0.0153846153846154,0.0262510254306809,0.015748031496063
"15",0.952,0.0161290322580645,0.0166666666666667,0.0242001640689089,0.0163934426229508,0.952,0.0161290322580645,0.0166666666666667,0.0242001640689089,0.0163934426229508
"16",0.9544,0.0161290322580645,0.0185185185185185,0.0217391304347826,0.0172413793103448,0.9544,0.0161290322580645,0.0185185185185185,0.0217391304347826,0.0172413793103448
"17",0.958,0.0161290322580645,0.0222222222222222,0.0180475799835931,0.0186915887850467,0.958,0.0161290322580645,0.0222222222222222,0.0180475799835931,0.0186915887850467
"18",0.9512,0.0161290322580645,0.0161290322580645,0.0250205086136177,0.0161290322580645,0.9512,0.0161290322580645,0.0161290322580645,0.0250205086136177,0.0161290322580645
"19",0.9468,0.0161290322580645,0.0136986301369863,0.029532403609516,0.0148148148148148,0.9468,0.0161290322580645,0.0136986301369863,0.029532403609516,0.0148148148148148
"20",0.9512,0.0483870967741935,0.0454545454545455,0.0258408531583265,0.046875,0.9512,0.0483870967741935,0.0454545454545455,0.0258408531583265,0.046875
"21",0.9576,0.0161290322580645,0.0217391304347826,0.0184577522559475,0.0185185185185185,0.9576,0.0161290322580645,0.0217391304347826,0.0184577522559475,0.0185185185185185
"22",0.918,0.0655737704918033,0.0263157894736842,0.0606806068060681,0.0375586854460094,0.9184,0.0806451612903226,0.0328947368421053,0.0602953240360952,0.0467289719626168
"23",0.9556,0.0161290322580645,0.0196078431372549,0.0205086136177194,0.0176991150442478,0.9556,0.0161290322580645,0.0196078431372549,0.0205086136177194,0.0176991150442478
