"strain"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
"wt"	0.15273923634174985	0.9986485830811486	0.013329866296818498	0.965710544215714	0.05554458968031384	1.0	1.0	0.5450772082578278	0.0795419415016341	0.9999985851511007
"G1(+/-)"	0.07636961658482867	0.9986485835147108	0.013329865892983746	0.9657105707678022	0.05554456929604609	1.0	1.0	0.5450772081225448	0.07954194137953818	0.9999985851579525
"G2(+/-)"	0.2521140420415365	0.4993242926542331	0.013329864228388989	0.9657106877479982	0.055544474454480804	1.0	1.0	0.5450772075751178	0.0795419409060299	0.9999985851923356
"G3(+/-)"	0.15267159903631558	0.9995260652786838	0.0066649321141938125	0.9856073915696006	0.0453055456701935	1.0	1.0	0.5450772075751175	0.07954188954481659	0.9999997386955071
"G4(+/-)"	0.14788377664682534	0.9986485853083903	0.013329864228458221	0.48285534387009954	0.0555444744651164	1.0	1.0	0.5450772075751372	0.0795419409060422	0.999998585192329
"G5(+/-)"	0.15264745625699147	0.9986485853043249	0.013329864232184059	0.9657106873835731	0.02777223742314377	1.0	1.0	0.5450772075762454	0.07954194090681482	0.9999985851921295
"G6(+/-)"	0.15265738536879833	0.9986485853033198	0.013329864233106444	0.9657106872994764	0.05554447493170736	0.5	1.0	0.5450772075765244	0.07954194090701563	0.9999985851920877
"G7(+/-)"	0.16613267905718354	0.9934320429993978	0.024168786400501876	0.9292737535657227	0.10707705558417986	1.0	0.5	0.5564474335989427	0.10364333095945195	0.9999467052191906
"G8(+/-)"	0.1547982579186055	0.9986485853084706	0.013329864228384936	0.9657106877484933	0.0999426340771354	1.0	1.0	0.2725386037875584	0.07954268642685351	0.9999985851923361
"G9(+/-)"	0.15273923316965735	0.9986485835147108	0.013329865892983746	0.9657105707678022	0.05554456929604646	1.0	1.0	0.5450772081225448	0.03977097068976909	0.9999985851579525
"G10(+/-)"	0.1527392201276558	0.9986485853084712	0.013329864228384366	0.965710687748565	0.05554447445435071	1.0	1.0	0.5450772075751167	0.1465572855889044	0.4999992925961681
