"Time"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.0	0.20467938119524393	0.8789311877743107	0.7642369260459283	0.5233274063184763	0.1209992541203899	0.7088881740802291	0.568803160978788	0.146024061994453	0.803893127829441	0.758059873957049
10.0	0.2509002033591356	0.87256851473762	0.6185530612093773	0.45387349795092446	0.1346907318807501	0.7930031270683561	0.6928417602007925	0.226306915342009	0.6603338787741169	0.798691702772357
20.0	0.28733546605315063	0.8740966978001369	0.5008597077923701	0.4050596218429836	0.1430434936512483	0.8528135871220573	0.7811992673909507	0.29017532377067595	0.5445426671623463	0.8325023414449648
30.0	0.31588587696793985	0.8796806233759455	0.4059484193141078	0.3741926494921157	0.14823962348865108	0.8953421864347187	0.844139748223742	0.3411265514748537	0.4515490096825992	0.8606350434028752
40.0	0.3381935471793341	0.88745543768201	0.32946530756719106	0.35906128633629025	0.15125656844413077	0.9255824112695213	0.8889746949469136	0.38182984860227426	0.37701758900236554	0.8840427513713339
50.0	0.35562178785361404	0.8964250249626889	0.267855459750651	0.35773083767299113	0.15262008349337663	0.947084911065868	0.9209123671901536	0.41437324896173433	0.3173523131482532	0.9035188209472705
60.0	0.36923597969058597	0.9059952668199075	0.21823756705921876	0.36836919835755616	0.1526451789160622	0.9623743971731199	0.9436628103793603	0.44040673353925297	0.2696223545049087	0.9197235204813851
70.0	0.37978381562926183	0.9157587605950182	0.1782832738223714	0.38912412805366736	0.1515373838823684	0.9732460812860325	0.9598688338291397	0.4612405915035523	0.23145818487288286	0.9332062862963956
80.0	0.3876775504656049	0.9254004171941266	0.14611378546709888	0.41806808189759015	0.14944460758221273	0.980976459836486	0.9714130131609695	0.4779182018611746	0.20095229189972316	0.9444243007660132
90.0	0.3929627417695267	0.9346650917667751	0.12021426673195745	0.45321382661387777	0.14648760675563705	0.9864731935451424	0.9796363800380091	0.4912717835669341	0.17657301931071556	0.9537579718022423
100.0	0.39525626982444667	0.9433532628800559	0.09936391501973678	0.49258636741545525	0.1427789644715057	0.9903816802080766	0.985494203348839	0.501965851559493	0.15709252850808555	0.9615238213675613
110.0	0.3936867035187905	0.951324078005066	0.08257918871087327	0.5343229797756217	0.1384342821272822	0.9931608348306464	0.9896669594977966	0.510531413373996	0.14152762984136927	0.9679852133602997
120.0	0.38699978212550884	0.9584953892354174	0.06906786466113986	0.5767700480702629	0.13357712975792013	0.9951369697384178	0.9926393752381997	0.51739302629392	0.12909165712243512	0.9733612807865378
130.0	0.37410647264545144	0.9648379969003863	0.05819191802925593	0.6185529476038764	0.12833889200646437	0.9965421125620658	0.9947567420380792	0.5228902827441524	0.1191555421641221	0.9778343544488047
140.0	0.35504522596038435	0.970365506203276	0.049437568948616756	0.6586085349736175	0.12285478714114306	0.9975412479688062	0.9962650243770176	0.5272949051273387	0.11121645394904801	0.9815561422679518
150.0	0.33151966390920057	0.9751224606284817	0.042391125162782844	0.6961818587936452	0.11725770484486783	0.998251689316263	0.9973394322755841	0.5308243699810343	0.10487259108496064	0.9846528691262348
160.0	0.3062317204908023	0.9791730112318723	0.03671950857383183	0.7307962178692652	0.11167154682692745	0.998756852985543	0.9981047746141511	0.533652777444116	0.09980295617862892	0.9872295521690023
170.0	0.2816534068945312	0.9825914349050718	0.03215456249190727	0.7622079385501458	0.10620547926776892	0.9991160527050887	0.9986499575898016	0.535919529995468	0.09575114801189814	0.9893735585674726
180.0	0.2593449068996607	0.9854549625346507	0.028480408498884942	0.7903559210411214	0.10094998180552713	0.9993714638646162	0.9990383125284501	0.5377362663106092	0.09251238562178132	0.9911575683068751
190.0	0.23997540702630854	0.9878388262126376	0.025523262074123837	0.8153131047464884	0.09597499761089778	0.9995530755331707	0.9993149527852238	0.5391924037900897	0.08992312728007917	0.9926420426397314
200.0	0.22362520379134035	0.9898131649146252	0.023143229946385627	0.8372439865359097	0.09133001850290863	0.9996822116218846	0.9995120143494061	0.5403595707310248	0.08785277005752724	0.9938772801280616

0.0	0.5601636706008797	0.9845427477075402	0.09939919806747582	0.4832460886610672	0.18932530416864185	0.9819945018066525	0.0661349629826189	0.16863720391986076	0.8719841551144321	0.623176717852446
10.0	0.532960270695441	0.9611184480348028	0.12298411797628088	0.5099339612411378	0.2570108011901576	0.9871970783982789	0.3347716872585385	0.2571370811228643	0.7520555110292295	0.6843666619687498
20.0	0.5117063323565517	0.9559454329255509	0.10509332258748691	0.5359460119581233	0.25091698747785984	0.9908964028888403	0.5261320533446285	0.3173156093077424	0.625424490027176	0.7373471696263566
30.0	0.4946955209185159	0.9573630362913779	0.08833439706667161	0.5660915983257446	0.23433430686569656	0.993526830634949	0.6624454712165345	0.3638846640906496	0.5194464630233634	0.7814564767019022
40.0	0.48065170004836505	0.9612016319806346	0.07424633351762863	0.5991375650632211	0.2164658807905085	0.9953972126493528	0.759546808965548	0.4005977026970852	0.4331084124590506	0.8181619707390836
50.0	0.4681457109661425	0.9658012876271453	0.06266710170132875	0.6335608628264175	0.19924383859808675	0.9967271594175083	0.8287158602581228	0.42972638515742095	0.36333708542494597	0.8487036883516298
