"strain"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
"wt"	0.7125639755023454	0.8710449075552843	0.03337788508761124	0.06730722235317947	0.9970814437419624	0.9997114501580769	1.0	0.4370591164151645	0.43349946360648867	0.03539429001158693
"G1(-/-)"	0.0	0.8710449535590383	0.033377885078628225	0.06730722543280923	0.9970814728589767	0.9997114577891446	1.0	0.437059123201289	0.43349945884829794	0.03539429002195488
"G2(-/-)"	0.7640100882810694	0.0	0.033377885050032356	0.06730723683328553	0.9970815866514455	0.9997114850132441	1.0	0.4370591482778728	0.433499441211853	0.03539429005886566
"G3(-/-)"	0.7126568857780456	0.8853951012602604	0.0	0.06713048538488066	0.9970815866430723	0.9997114850123101	1.0	0.4370591482767375	0.4336391740180292	0.03539429005886442
"G4(-/-)"	0.7368627107000747	0.871045134969463	0.03337788505003242	0.0	0.9970815866498627	0.9997114850130792	1.0	0.4370591482776676	0.44644336324363887	0.03539429005886544
"G5(-/-)"	0.6682269964763777	0.65112463081337	0.03337788505003232	0.10633816213644802	0.0	0.9997114850133884	1.0	0.437059148278058	0.37592161056383533	0.035394290058865845
"G6(-/-)"	0.27354132367725587	0.4888177785364552	0.999993648478065	0.6935199133083965	0.03595577472128428	0.0	1.0	0.2413030531165218	0.6522329883186848	0.034505576296677776
"G7(-/-)"	0.3605412912555915	0.8145532144034617	0.033373823452106495	0.23555523974232345	0.9462422885909807	0.1148516340348489	0.0	0.40680770406344735	0.23696441980699573	0.07412162588266412
"G8(-/-)"	0.7369905386125797	0.664380304274092	0.03337788505003232	3.07509226356519E-4	0.9970815866530591	0.9997114850133938	1.0	0.0	0.4464433632440584	0.03539429005886585
"G9(-/-)"	0.712563968146745	0.8710449535590383	0.033377885078628225	0.06730722543280923	0.9970814728589767	0.9997114577891446	1.0	0.437059123201289	0.0	0.03539429002195488
"G10(-/-)"	0.7329707343025453	0.98059461949081	0.03337788505003232	0.03256717057233662	0.9999931640432043	0.9997114850133938	1.0	0.26929323994202303	0.44588400067519274	0.0
