"Time"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.0	0.20467938119524393	0.8789311877743107	0.7642369260459284	0.5233274063184763	0.12099925412038992	0.7088881740802291	0.568803160978788	0.146024061994453	0.8038931278294411	0.7580598739570489
10.0	0.21090920520952547	0.8782223781666308	0.7465449003114341	0.5144744144918066	0.12338500037001396	0.7182695254711066	0.58331173388869	0.15594688604211174	0.7883733585321206	0.7629455464341565
20.0	0.22574917637814654	0.8773219583375328	0.7034007465666194	0.4941020076933805	0.12826084840311505	0.7401702762211476	0.6170199001372821	0.17991727367760074	0.7500345018861321	0.7750241374140122
30.0	0.24488646534648165	0.8772224087510173	0.6462216725933198	0.46934452534174315	0.13365044866588838	0.7678692603288607	0.659416971854006	0.21140921208824773	0.6985463333372155	0.7912915763993119
40.0	0.26551717220844184	0.8782945524682324	0.5827775378486811	0.4451154509579821	0.1386132799515176	0.7972198719366067	0.7040801299759072	0.24608237456898888	0.6406887847441392	0.8096506441404128
50.0	0.285904740770933	0.8806159865896923	0.5182019489684968	0.4247100768908071	0.14270913025049817	0.8257772596912671	0.7472713757971823	0.28112585758279146	0.581079157540591	0.8286686828308756
60.0	0.30504354212254486	0.8841219221971633	0.45575192560535793	0.4102238646662436	0.14575357998431823	0.8522039821180535	0.7869865529008576	0.31479401788259787	0.5227504233397164	0.8473960295954435
70.0	0.32240092911627866	0.8886762322168086	0.39736817683991577	0.40283900130113737	0.1476945211982968	0.8758683109753783	0.8223160535879788	0.3460752175469962	0.46759387718529927	0.865230586317032
80.0	0.3377187861871186	0.8941057047518188	0.3440838813663696	0.4030238342900738	0.14854783931438284	0.896575255689921	0.8530194145870601	0.3744554868489564	0.4166918369627574	0.8818172962454408
90.0	0.3508586297205277	0.9002185304886223	0.2963201587109868	0.4106818420053638	0.14836454301507485	0.9143885661310961	0.8792458748286364	0.39975069270051855	0.3705645875655568	0.8969739468434761
100.0	0.3616734957051733	0.9068170018071193	0.25409754736755186	0.4252768921698878	0.1472151354246938	0.9295147239196314	0.9013538737289943	0.42198827241646325	0.32935166836057816	0.9106367636188707
110.0	0.3698948005047475	0.9137081865421466	0.21718565722816757	0.4459501441369159	0.1451831838557915	0.9422288587291701	0.9197970676464737	0.44132477766819517	0.29294347408233407	0.9228208288091562
