"strain"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
"wt"	0.15273923634174985	0.9986485830811486	0.013329866296818498	0.965710544215714	0.05554458968031384	1.0	1.0	0.5450772082578278	0.0795419415016341	0.9999985851511007
"G1(-/-)"	0.0	0.9986485835147108	0.013329865892983746	0.9657105707678022	0.05554456929604609	1.0	1.0	0.5450772081225448	0.07954194137953818	0.9999985851579525
"G2(-/-)"	0.7266424757914071	0.0	0.013329864228385646	0.9657106877484053	0.05104591820247301	1.0	1.0	0.545077207575117	0.07954194090602937	0.999998585192336
"G3(-/-)"	0.15269001900169768	0.9999999998300457	0.0	0.9999999531079327	0.03460840448664357	1.0	1.0	0.5450772075751167	0.07954187790816805	0.9999999999868466
"G4(-/-)"	0.024482767527755137	0.9986485853084728	0.013329864228382645	0.0	0.055544474454030275	1.0	1.0	0.5450772075751164	0.07954194090602894	0.9999985851923362
"G5(-/-)"	0.15264513186653467	0.9986485853043249	0.013329864232184059	0.9657106873835731	0.0	1.0	1.0	0.5450772075762454	0.07954194090681482	0.9999985851921295
"G6(-/-)"	0.15264513186653467	0.9986485853043249	0.013329864232184059	0.9657106873835731	0.055544474846290194	0.0	1.0	0.5450772075762454	0.07954194090681482	0.9999985851921295
"G7(-/-)"	0.7216239729694485	0.15731970409771057	0.9999999998103328	0.11152943247138165	0.9713289098813839	1.0	0.0	0.9999999999398509	0.6461072646307731	0.0036751348058174267
"G8(-/-)"	0.19116551211661034	0.9986485853084733	0.013329864228382178	0.9657106877488476	0.1760825609505174	1.0	1.0	0.0	0.14582470521876845	0.9999985851923362
"G9(-/-)"	0.15273923316965735	0.9986485835147108	0.013329865892983746	0.9657105707678022	0.05554456929604657	1.0	1.0	0.5450772081225448	0.0	0.9999985851579525
"G10(-/-)"	0.15273922012763924	0.9986485853084724	0.013329864228382993	0.9657106877487392	0.055544474454074615	1.0	1.0	0.5450772075751164	0.6461073074313181	0.0
