"strain"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
"wt"	0.152739290947204	0.9986484457397186	0.013329877718795659	0.9657100857381116	0.055544722510584635	1.0	1.0	0.5450772120473827	0.0795419573417413	0.9999985850513411
"G1(-/-)"	0.0	0.9986484690279973	0.013329875095570489	0.9657101955925116	0.05554467879382379	1.0	1.0	0.5450772111645658	0.07954195413562483	0.9999985850745273
"G2(-/-)"	0.7266403329282108	0.0	0.013329864228406315	0.9657106877466848	0.05104594651263936	1.0	1.0	0.5450772075751226	0.07954194090605482	0.9999985851923344
"G3(-/-)"	0.1526900161744032	0.999999957439074	0.0	0.9999997610538501	0.03460849284835812	1.0	1.0	0.5450772075751202	0.07954187791806713	0.9999999999526705
"G4(-/-)"	0.0244828465745316	0.998648585308055	0.013329864228386282	0.0	0.0555444744542043	1.0	1.0	0.5450772075751172	0.07954194090603331	0.9999985851923358
"G5(-/-)"	0.15264554884843198	0.9986485846279568	0.013329864253611927	0.9657106861098301	0.0	1.0	1.0	0.5450772075826386	0.07954194093543156	0.9999985851916006
"G6(-/-)"	0.15264554884843198	0.9986485846279568	0.013329864253611927	0.9657106861098301	0.05554447531285056	0.0	1.0	0.5450772075826386	0.07954194093543156	0.9999985851916006
"G7(-/-)"	0.7216239729991165	0.15731973849111014	0.9999999987519281	0.11152943553619235	0.9713289081127114	1.0	0.0	0.9999999996025792	0.6461072637376203	0.003675150724927953
"G8(-/-)"	0.19116494484202218	0.9986485853083358	0.013329864228383169	0.9657106877487542	0.1760825146557485	1.0	1.0	0.0	0.14582466086333137	0.9999985851923358
"G9(-/-)"	0.15273927697072298	0.9986484690279973	0.013329875095570489	0.9657101955925116	0.05554467879382387	1.0	1.0	0.5450772111645658	0.0	0.9999985850745273
"G10(-/-)"	0.15273922012767258	0.9986485853078674	0.013329864228388612	0.9657106877482449	0.055544474454333276	1.0	1.0	0.5450772075751178	0.64610521753339	0.0
