"Time"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.0	0.288652386641126	0.5896956175274304	0.9885833803272237	0.17844259795498416	0.1638541248055131	0.3348319302736729	0.6417480024388098	0.5400939666921916	0.9804316575478149	0.8762175079279957
10.0	0.2524398856175993	0.6659627481718308	0.8250769650191193	0.26522430721222034	0.2808137716936429	0.3705675360554891	0.5297357986786401	0.6354028029804785	0.9847441062579431	0.928039446508777
20.0	0.2216091517924596	0.7280533906644894	0.6892026962809651	0.33557340325236834	0.3759860233274624	0.39903779594596056	0.442744187467496	0.710960269169761	0.9881061825017814	0.9581659637636725
30.0	0.19565778671447515	0.7786026620693638	0.5767891079613088	0.39227973894375323	0.4534516819713367	0.42171503713735786	0.3762700976875454	0.770859549468382	0.9907273282676717	0.9756799180644098
40.0	0.17393005252787366	0.8197558656131119	0.4840320193895402	0.43760808493089165	0.5165395788999558	0.43976794919584217	0.32665328224292806	0.8183455754556237	0.9927708289761609	0.9858616019440662
50.0	0.15579098927789525	0.8532595365213602	0.4076256930485438	0.47339586250292576	0.5679706274972687	0.4541187828691624	0.2909036719636248	0.8559908131454282	0.9943639853538961	0.9917806897148852
60.0	0.14067391524333422	0.8805355653032978	0.3447617494113752	0.5011363510122552	0.6099760873028288	0.46548490793615427	0.26654790763967234	0.8858346227980332	0.9956060437654125	0.99522173153594
70.0	0.12808926813230034	0.902741542318489	0.2930831721134188	0.5220502256604154	0.644394564142221	0.474405058861415	0.251504209497804	0.9094937369181207	0.9965743787758222	0.997222169656257
80.0	0.11762066177801356	0.9208198863627031	0.2506259188829424	0.537147249233478	0.6727508990698351	0.4812494750613428	0.24398813182236395	0.9282498448699538	0.9973293132970502	0.9983851198458211
90.0	0.1089169253742642	0.9355378386099258	0.21576082250359163	0.547278823326832	0.6963187847710799	0.48621304912326185	0.24244820396151076	0.9431190219783095	0.9979178762044759	0.9990611961172376
100.0	0.1016833560400794	0.9475200266810094	0.1871405732845426	0.5531813520859571	0.7161678257024778	0.4892934818119978	0.24552714277775656	0.9549067781827115	0.9983767322857079	0.999454230254791
110.0	0.09567340875976069	0.9572749727875858	0.16365329424812095	0.555509750155479	0.733195423520114	0.4902643879037281	0.2520420391984092	0.9642516931919178	0.9987344661840342	0.9996827190212411
120.0	0.09068125093300367	0.9652166753362091	0.14438278153331402	0.5548607298649706	0.7481446566251545	0.4886678280659957	0.26097566946100975	0.9716600103487211	0.9990133630914653	0.9998155500183622
130.0	0.0865352826212758	0.9716821789568073	0.12857490549964476	0.551786201514968	0.7616114943965575	0.48386547074646763	0.27147183055306146	0.9775330614189254	0.9992307970146654	0.9998927707678561
140.0	0.08309258734948552	0.9769458784895122	0.1156094582360887	0.5467981958408918	0.7740473033648764	0.475183828135609	0.2828295984166593	0.9821890077807989	0.9994003130858634	0.9999376626734129
150.0	0.08023422520297226	0.9812311647209839	0.10497669657929835	0.540367683967094	0.7857638533154955	0.4621446024925863	0.2944938944362957	0.9858800769545136	0.9995324713998214	0.9999637604204719
