"strain"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
"wt"	0.0662851770830753	1.0	0.05661750129611242	0.4210590714067861	0.9154068144785397	0.11134256445730492	0.40799998382336505	1.0	1.0	1.0
"G1(-/-)"	0.0	1.0	0.05661750027715923	0.42105902544420604	0.915406846657071	0.11134251705387194	0.40799999617024346	1.0	1.0	1.0
"G2(-/-)"	0.9999999293659629	0.0	0.9999999812274089	0.6621165730425721	0.7906968071372454	0.5106934760804267	0.07524774982857223	1.0	1.0	1.0
"G3(-/-)"	0.06628515428518182	1.0	0.0	0.24381899602590967	0.9923280190820524	0.021405279982973164	0.4802151741923143	1.0	1.0	1.0
"G4(-/-)"	0.06628517316689571	1.0	0.05661750027715923	0.0	0.915406846657071	0.11134251705387194	0.40799999617024346	1.0	1.0	1.0
"G5(-/-)"	0.06628517316689571	1.0	0.05661750027715923	0.42105902544420604	0.0	0.11134251705387194	0.40799999617024346	1.0	1.0	1.0
"G6(-/-)"	0.06628517316689571	1.0	0.05661750027715923	0.42105902544420604	0.915406846657071	0.0	0.40799999617024346	1.0	1.0	1.0
"G7(-/-)"	0.06628517316689571	1.0	0.05661750027715923	0.42105902544420604	0.915406846657071	0.11134251705387194	0.0	1.0	1.0	1.0
"G8(-/-)"	0.066285154285108	1.0	0.05661749577013269	0.42105880466628953	0.7904859756567507	0.11134230335051286	0.9103979061537295	0.0	1.0	1.0
"G9(-/-)"	0.0662851542851153	1.0	0.05661749577013334	0.6966993639986397	0.32033576309511247	0.11134230335054711	0.40800005206000856	1.0	0.0	1.0
"G10(-/-)"	0.066285154285108	1.0	0.05661749577013269	0.42105880466628953	0.9154069975681397	0.11134230335051286	0.9103979061537295	1.0	1.0	0.0
