"strain"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
"wt"	0.7125640106605229	0.8710442132512732	0.03337788583050538	0.06730750636673956	0.9970811757609156	0.9997112220742758	1.0	0.4370585849518185	0.43349958488051143	0.03539428998766717
"G1(+/-)"	0.35628200159144735	0.8710443976114531	0.0333778856521439	0.06730745674189056	0.9970812594727143	0.9997112790161432	1.0	0.4370586981711703	0.4334995558469982	0.03539429000328363
"G2(+/-)"	0.7136013633272656	0.4355225671503638	0.03337788505021414	0.06730723729236213	0.9970815863728125	0.9997114849107757	1.0	0.43705914788162464	0.4334994412993401	0.03539429005883986
"G3(+/-)"	0.712646394342992	0.8810882347306154	0.01668894252502468	0.06714454062183967	0.9970815866169968	0.9997114850022081	1.0	0.4370591482277348	0.43362818594508473	0.03539429005886306
"G4(+/-)"	0.7326488642232515	0.8710451349468753	0.03337788505003687	0.03365361843157362	0.9970815866415156	0.9997114850101319	1.0	0.4370591482621252	0.44579710733141004	0.035394290058865054
"G5(+/-)"	0.712107677870583	0.8349023180383246	0.03337788505003687	0.06783905573767476	0.4985407933207578	0.9997114850101319	1.0	0.4370591482621252	0.4330699328894362	0.035394290058865054
"G6(+/-)"	0.6874448365779788	0.8673021661624175	0.0334998205188496	0.0648521917384149	0.9970940094662987	0.49985574250663084	1.0	0.42127209309657254	0.4353612258348733	0.03510530322254413
"G7(+/-)"	0.6619358115116317	0.8510443847027969	0.03337791247463882	0.11086241393220707	0.9914065394226238	0.9982664173727774	0.5	0.4656085545185265	0.3667807819091315	0.04780610463237756
"G8(+/-)"	0.73491496667632	0.7760944833339251	0.03337788505003233	0.025194941508797766	0.9970815866530206	0.9997114850133875	1.0	0.2185295741390085	0.44626253422970824	0.03539429005886585
"G9(+/-)"	0.7125640031828947	0.8710443976114531	0.0333778856521439	0.06730745674189056	0.9970812594727143	0.9997112790161432	1.0	0.4370586981711703	0.2167497779234991	0.03539429000328363
"G10(+/-)"	0.7243606196872946	0.9645370662536444	0.033377885050032335	0.051445460372001185	0.9997552819014643	0.99971148501338	1.0	0.37059938834920914	0.44231652673489774	0.017697145029432926
