"","min","max","links","MeanAUC","DyAcc","AUROC","AUPR","Acc","Recall","Pre","FPR","Fmeasure","AUROC0","AUPR0","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",3,14,444,0.963522984951556,0.991,0.464622525022394,0.0359185577375827,0.7752,0.106666666666667,0.036036036036036,0.182127659574468,0.0538720538720539,0.494866452991452,0.0708526170214858,0.7792,0.1625,0.0585585585585586,0.178632478632479,0.0860927152317881
"2",4,21,486,0.95362478956229,0.979,0.46527898774072,0.0429826860173081,0.7608,0.116438356164384,0.0349794238683128,0.199235344095157,0.0537974683544304,0.503430822649571,0.0912348868801347,0.7664,0.19375,0.0637860082304527,0.194444444444444,0.0959752321981424
"3",2,14,423,0.994883312176545,0.993,0.452638283141142,0.0312048588294935,0.7796,0.0789473684210526,0.0283687943262411,0.175042589437819,0.0417391304347826,0.476414262820512,0.0538863497670825,0.7828,0.125,0.0472813238770686,0.172222222222222,0.0686106346483705
"4",2,21,431,0.973804625199362,0.966,0.4585349161994,0.0411284772363654,0.7792,0.104575163398693,0.037122969837587,0.176821474222412,0.0547945205479452,0.480431356837607,0.0685304608678681,0.782,0.14375,0.0533642691415313,0.174358974358974,0.077834179357022
"5",5,17,519,0.959467120181406,0.989,0.45686115418712,0.0427924761909557,0.7468,0.125,0.0366088631984586,0.212947189097104,0.0566318926974665,0.480860042735042,0.0729137221177889,0.75,0.16875,0.0520231213872832,0.21025641025641,0.0795287187039764
"6",4,14,499,0.968977697025495,0.987,0.447627705779108,0.0293133966341309,0.754,0.0972222222222222,0.0280561122244489,0.205857385398981,0.0435458786936236,0.49097889957265,0.0659328419097762,0.7604,0.1875,0.0601202404809619,0.20042735042735,0.0910470409711684
"7",4,14,545,0.943311403508772,0.944,0.446593487561647,0.0339616740047874,0.74,0.116788321167883,0.0293577981651376,0.223867964451968,0.0469208211143695,0.515870726495729,0.0866485458460255,0.7492,0.24375,0.0715596330275229,0.216239316239316,0.11063829787234
"8",3,17,523,0.956333333333333,0.981,0.42984661713715,0.0332527884081544,0.7412,0.0753424657534247,0.0210325047801147,0.21750212404418,0.0328849028400598,0.473563034188034,0.0713597351202431,0.7468,0.15625,0.0478011472275335,0.212820512820513,0.0732064421669107
"9",3,16,512,0.978036549707602,0.974,0.465471921414066,0.0514851951483424,0.7524,0.140939597315436,0.041015625,0.208847299021693,0.0635400907715582,0.498961004273504,0.0878566912430978,0.7568,0.2,0.0625,0.205128205128205,0.0952380952380952
"10",3,15,528,0.980628926211633,0.974,0.435936555682447,0.0290136869571073,0.7392,0.0694444444444444,0.0189393939393939,0.219864176570458,0.0297619047619048,0.484977297008547,0.0646107704048702,0.7456,0.1625,0.0492424242424242,0.214529914529915,0.0755813953488372
"11",3,13,504,0.991250474671527,0.987,0.458947986004071,0.0387441397581749,0.7548,0.124137931034483,0.0357142857142857,0.206369426751592,0.0554699537750385,0.501872329059829,0.0764554873230607,0.7608,0.20625,0.0654761904761905,0.201282051282051,0.0993975903614458
"12",4,16,523,0.959475841618699,0.986,0.484132483927458,0.0588315239551345,0.75,0.16,0.0458891013384321,0.212340425531915,0.0713224368499257,0.512175480769232,0.0890762768839801,0.754,0.2125,0.0650095602294455,0.208974358974359,0.0995607613469985
"13",3,15,479,0.974493284493285,0.991,0.449832053551786,0.0456867250109301,0.76,0.0993377483443709,0.0313152400835073,0.197530864197531,0.0476190476190476,0.474479166666667,0.0706820348043021,0.7636,0.15,0.0501043841336117,0.194444444444444,0.0751173708920188
"14",5,20,552,0.93452380952381,0.97,0.458030480060955,0.0422449072720947,0.7372,0.142857142857143,0.0380434782608696,0.225669358266043,0.0600858369098712,0.488580395299145,0.0721236703576738,0.7424,0.2125,0.0615942028985507,0.221367521367521,0.0955056179775281
"15",3,14,447,0.984434300035804,0.977,0.442593159383676,0.0348178279630533,0.77,0.0675675675675676,0.0223713646532438,0.185799319727891,0.0336134453781513,0.482059294871794,0.0717469338346568,0.7748,0.1375,0.0492170022371365,0.181623931623932,0.0724876441515651
"16",3,29,596,0.961869964830491,0.976,0.4089105784276,0.0268450380177004,0.7124,0.0699300699300699,0.0167785234899329,0.248621128553246,0.027063599458728,0.461919070512822,0.0721461560293482,0.7192,0.16875,0.0453020134228188,0.243162393162393,0.0714285714285714
"17",3,21,571,0.941784992784993,0.966,0.458912585258562,0.0416886080574927,0.7336,0.158273381294964,0.0385288966725044,0.232528589580686,0.0619718309859155,0.518417467948719,0.0885651070201607,0.742,0.26875,0.0753064798598949,0.225641025641026,0.117647058823529
