TF	Target	EdgeWeight
G14	G15	0.05330125615000725
G14	G11	0.05328045040369034
G17	G4	0.05327146127820015
G14	G12	0.053267478942871094
G17	G10	0.05326114594936371
G1	G12	0.05325351655483246
G14	G8	0.0532493069767952
G14	G10	0.05324522405862808
G14	G5	0.05324504151940346
G14	G4	0.05324459820985794
G14	G18	0.05323997884988785
G14	G1	0.05323905497789383
G1	G19	0.053234174847602844
G1	G10	0.05322176590561867
G1	G4	0.05321782827377319
G1	G8	0.05321343615651131
G14	G2	0.05320753529667854
G14	G19	0.05320705845952034
G1	G9	0.05320476368069649
G17	G19	0.05320138484239578
G1	G17	0.05320108309388161
G14	G13	0.053192611783742905
G14	G0	0.05318812280893326
G1	G7	0.05318808555603027
G1	G3	0.053187642246484756
G14	G17	0.05318271368741989
G17	G1	0.053174443542957306
G1	G16	0.05316760390996933
G1	G2	0.05316663533449173
G17	G18	0.053164198994636536
G17	G16	0.05316206067800522
G1	G14	0.053157009184360504
G14	G6	0.053152427077293396
G1	G11	0.05315010994672775
G14	G9	0.0531480498611927
G1	G15	0.053139057010412216
G17	G3	0.05313646048307419
G1	G13	0.05313427001237869
G17	G0	0.053130876272916794
G17	G5	0.05312372371554375
G1	G18	0.05312030762434006
G17	G15	0.05311901122331619
G14	G7	0.05311746522784233
G14	G16	0.05311191454529762
G14	G3	0.05311169847846031
G17	G7	0.05310744047164917
G17	G13	0.05310290679335594
G17	G11	0.053102828562259674
G17	G9	0.05309857428073883
G1	G6	0.0530979298055172
G17	G8	0.053097836673259735
G17	G12	0.053094878792762756
G17	G2	0.05308869853615761
G17	G6	0.05308796837925911
G17	G14	0.053085193037986755
G1	G5	0.053083691745996475
G1	G0	0.053077332675457
