TF	Target	EdgeWeight
G1	G8	0.010550856590270996
G1	G20	0.010547631420195103
G67	G70	0.010547575540840626
G93	G14	0.010547390207648277
G67	G90	0.010547304525971413
G93	G6	0.010546809993684292
G67	G14	0.010546560399234295
G1	G49	0.0105462446808815
G84	G30	0.0105447294190526
G62	G50	0.010544625110924244
G84	G88	0.010544261895120144
G14	G46	0.010544221848249435
G93	G47	0.010543551295995712
G1	G63	0.01054354663938284
G67	G0	0.010542687028646469
G62	G3	0.010541683994233608
G93	G52	0.01054165605455637
G93	G67	0.010541151277720928
G1	G35	0.010540510527789593
G44	G8	0.010540257208049297
G93	G27	0.0105397654697299
G67	G77	0.010539243929088116
G67	G75	0.01053921040147543
G44	G10	0.010539180599153042
G93	G65	0.0105384336784482
G1	G51	0.010538255795836449
G62	G60	0.010538091883063316
G56	G37	0.010537956841289997
G1	G55	0.010537316091358662
G67	G65	0.01053717639297247
G84	G78	0.010537165217101574
G67	G46	0.01053707953542471
G67	G50	0.010536927729845047
G1	G27	0.010536856018006802
G67	G72	0.010536426678299904
G17	G31	0.010536398738622665
G67	G21	0.0105360122397542
G1	G67	0.010535936802625656
G93	G0	0.01053588092327118
G67	G53	0.010535791516304016
G1	G59	0.01053550187498331
G84	G23	0.010535033419728279
G17	G89	0.010534830391407013
G14	G39	0.010534514673054218
G17	G57	0.010534076020121574
G17	G3	0.010533930733799934
G17	G42	0.010533895343542099
G62	G71	0.010533273220062256
G17	G21	0.01053315494209528
G62	G48	0.010532350279390812
G62	G14	0.010532005690038204
G14	G10	0.01053167786449194
G14	G17	0.010531451553106308
G84	G44	0.010531231760978699
G84	G6	0.010531098581850529
G93	G13	0.01053091511130333
G84	G77	0.01053084246814251
G93	G8	0.010530365630984306
G17	G45	0.010530168190598488
G84	G63	0.01053016260266304
G74	G0	0.010529862716794014
G93	G85	0.010529574006795883
G1	G2	0.010529525578022003
G56	G91	0.010528933256864548
G14	G51	0.010528501123189926
G17	G83	0.010528495535254478
G1	G7	0.010528485290706158
G84	G49	0.010528400540351868
G44	G85	0.01052838284522295
G84	G29	0.010528326965868473
G14	G32	0.010528230108320713
G74	G58	0.010528173297643661
G56	G85	0.01052805408835411
G93	G41	0.010528053157031536
G44	G76	0.010527867823839188
G14	G59	0.010527573525905609
G17	G66	0.010527330450713634
G74	G5	0.010527134872972965
G93	G88	0.010527101345360279
G1	G92	0.010526741854846478
G74	G67	0.010526472702622414
G17	G4	0.010526344180107117
G93	G86	0.010526302270591259
G44	G97	0.010526256635785103
G67	G3	0.010526025667786598
G62	G99	0.010525418445467949
G56	G92	0.010525290854275227
G1	G17	0.010525242425501347
G56	G54	0.010524861514568329
G84	G68	0.010524660348892212
G67	G60	0.010524626821279526
G67	G38	0.01052458118647337
G74	G71	0.010524273850023746
G84	G69	0.010523846372961998
G56	G93	0.010523475706577301
G67	G33	0.010523117147386074
G1	G68	0.010522894561290741
G44	G93	0.01052277721464634
G62	G46	0.010522755794227123
G14	G38	0.010522063821554184
G1	G32	0.010521993041038513
G67	G31	0.010521874763071537
G93	G4	0.010521681979298592
G67	G82	0.010521520860493183
G44	G89	0.01052148174494505
G56	G49	0.010521423071622849
G1	G41	0.010521379299461842
G74	G78	0.010520943440496922
G93	G34	0.010520831681787968
G84	G22	0.010520678013563156
G84	G95	0.010520558804273605
G44	G56	0.010519878007471561
G44	G18	0.010519875213503838
G14	G65	0.010519739240407944
G17	G48	0.010519709438085556
G14	G73	0.010519519448280334
G17	G72	0.010519378818571568
G93	G98	0.010519067756831646
G74	G62	0.010518738999962807
G62	G95	0.010518700815737247
G93	G26	0.0105186952278018
G74	G90	0.010518689639866352
