TF	Target	EdgeWeight
G44	G9	0.010533107444643974
G93	G38	0.010531862266361713
G62	G81	0.010531630367040634
G14	G90	0.010531113483011723
G44	G77	0.010531109757721424
G14	G53	0.01053090114146471
G44	G71	0.010530783794820309
G62	G39	0.010530466213822365
G1	G79	0.010530014522373676
G62	G8	0.010529891587793827
G93	G45	0.0105294119566679
G44	G59	0.010529258288443089
G62	G37	0.010528850369155407
G74	G67	0.01052857842296362
G62	G19	0.010528352111577988
G17	G86	0.010527977719902992
G44	G99	0.010527783073484898
G67	G96	0.010527726262807846
G62	G7	0.01052763033658266
G93	G91	0.01052748691290617
G93	G60	0.010527328588068485
G93	G54	0.010527299717068672
G44	G49	0.010527159087359905
G74	G45	0.010527070611715317
G17	G58	0.01052676048129797
G84	G10	0.010526617057621479
G67	G85	0.010526500642299652
G56	G85	0.010526061989367008
G14	G35	0.010525786317884922
G17	G48	0.010525675490498543
G84	G81	0.010525400750339031
G74	G35	0.01052511390298605
G62	G93	0.010524985380470753
G74	G61	0.010524939745664597
G1	G8	0.010524755343794823
G44	G96	0.010524619370698929
G93	G0	0.010524538345634937
G44	G28	0.010524515062570572
G44	G27	0.010524450801312923
G93	G94	0.010524333454668522
G74	G58	0.010523910634219646
G56	G49	0.010523674078285694
G84	G90	0.010523604229092598
G44	G43	0.010523452423512936
G17	G5	0.010523284785449505
G14	G60	0.010522875003516674
G14	G71	0.01052212156355381
G1	G49	0.01052200235426426
G44	G12	0.010521887801587582
G84	G89	0.01052169594913721
G14	G59	0.01052127406001091
G74	G1	0.010521036572754383
G1	G19	0.01052078790962696
G44	G93	0.010520681738853455
G17	G75	0.010520567186176777
G74	G18	0.010520564392209053
G44	G63	0.01052028127014637
G67	G46	0.010520190931856632
G44	G22	0.010519545525312424
G44	G23	0.010519138537347317
G14	G10	0.010519050993025303
G56	G17	0.010518968105316162
G93	G3	0.010518867522478104
G17	G76	0.01051850151270628
G17	G16	0.010518193244934082
G67	G41	0.010518018156290054
G84	G19	0.010517998598515987
G1	G78	0.010517619550228119
G84	G67	0.010517435148358345
G14	G17	0.01051739975810051
G56	G65	0.01051734946668148
G62	G66	0.01051716785877943
G44	G56	0.010516929440200329
G93	G68	0.010516885668039322
G62	G33	0.010516845621168613
G56	G11	0.010516833513975143
G84	G61	0.010516743175685406
G14	G48	0.01051638089120388
G1	G2	0.010516173206269741
G93	G41	0.010516137816011906
G84	G51	0.010515635833144188
G56	G8	0.01051525678485632
G93	G33	0.010514911264181137
G62	G78	0.010514827445149422
G1	G10	0.01051479484885931
G74	G46	0.010514597408473492
G84	G65	0.010514543391764164
G74	G70	0.010514349676668644
G56	G60	0.01051412709057331
