TF	Target	EdgeWeight
G17	G16	0.05311153456568718
G17	G13	0.05310986936092377
G14	G8	0.05310974270105362
G17	G15	0.05310866981744766
G14	G2	0.05309600010514259
G17	G8	0.05309414863586426
G14	G9	0.0530928410589695
G1	G7	0.05309012159705162
G17	G5	0.05308624729514122
G1	G12	0.05307649448513985
G14	G10	0.05307372659444809
G14	G11	0.05306490138173103
G17	G4	0.05306261032819748
G1	G16	0.05305702984333038
G14	G5	0.0530543327331543
G14	G16	0.0530499592423439
G17	G19	0.053047481924295425
G17	G0	0.0530349463224411
G1	G13	0.053028129041194916
G1	G4	0.05302514135837555
G17	G18	0.0530225932598114
G14	G6	0.05302165076136589
G1	G3	0.05301615968346596
G1	G19	0.05301329120993614
G14	G18	0.05301191657781601
G17	G9	0.053009022027254105
G14	G13	0.05300803855061531
G17	G10	0.05300760641694069
G1	G10	0.05300690606236458
G1	G6	0.05300089344382286
G17	G1	0.05299808084964752
G1	G11	0.052996013313531876
G1	G2	0.052993517369031906
G14	G1	0.05299337953329086
G17	G2	0.05299149453639984
G17	G6	0.052987802773714066
G1	G14	0.05298682302236557
G1	G18	0.05298589915037155
G17	G7	0.05297981947660446
G14	G4	0.05297495797276497
G17	G11	0.052972063422203064
G1	G8	0.05296441540122032
G1	G5	0.05296206474304199
G14	G0	0.05295966565608978
G14	G12	0.05295965448021889
G14	G19	0.05295822024345398
G17	G12	0.05295703187584877
G1	G9	0.052950941026210785
G17	G3	0.05294395610690117
G17	G14	0.05293721705675125
G14	G15	0.052935078740119934
G1	G17	0.0529332309961319
G1	G15	0.05293229594826698
G14	G3	0.05293186381459236
G14	G17	0.052922096103429794
G14	G7	0.05290761962532997
G1	G0	0.05290558561682701
