TF	Target	EdgeWeight
G44	G29	0.010786856524646282
G56	G76	0.010781146585941315
G44	G4	0.010780714452266693
G14	G76	0.010777745395898819
G44	G24	0.010776719078421593
G44	G18	0.010775375179946423
G14	G46	0.01077273953706026
G44	G6	0.010772019624710083
G44	G10	0.010770685039460659
G44	G82	0.010770146735012531
G56	G38	0.010769813321530819
G44	G45	0.010767024010419846
G1	G85	0.010766204446554184
G14	G31	0.010766072198748589
G44	G96	0.010765315964818
G14	G35	0.010764817707240582
G14	G61	0.010764752514660358
G1	G96	0.01076292060315609
G56	G85	0.010761959478259087
G44	G94	0.010761683806777
G1	G15	0.01076031569391489
G44	G38	0.010759962722659111
G56	G28	0.010759753175079823
G1	G41	0.010759730823338032
G56	G69	0.010759493336081505
G44	G8	0.010759041644632816
G44	G22	0.010758031159639359
G44	G39	0.010757341980934143
G56	G43	0.01075709331780672
G44	G59	0.010756895877420902
G56	G71	0.010756800882518291
G14	G85	0.010755881667137146
G44	G42	0.01075533777475357
G14	G9	0.010755219496786594
G14	G97	0.010754688642919064
G56	G66	0.010754639282822609
G56	G21	0.01075400784611702
G44	G16	0.010752731934189796
G44	G86	0.010752263478934765
G44	G99	0.01075223833322525
G56	G49	0.010751068592071533
G44	G66	0.01075101736932993
G1	G78	0.010749606415629387
G1	G38	0.010749603621661663
G62	G74	0.010748728178441525
G1	G80	0.010748087428510189
G67	G31	0.010747899301350117
G44	G12	0.010747700929641724
G1	G28	0.010747500695288181
G56	G50	0.010747105814516544
G14	G41	0.010746806859970093
G44	G78	0.010746784508228302
G14	G75	0.010746701620519161
G56	G53	0.010745762847363949
G14	G6	0.010744135826826096
G1	G99	0.010743165388703346
G62	G31	0.010742978192865849
G14	G7	0.010742805898189545
G1	G21	0.010742061771452427
G56	G4	0.01074137445539236
G44	G48	0.01074101123958826
G14	G81	0.01074094045907259
G67	G56	0.010740048252046108
G67	G18	0.010739876888692379
G44	G72	0.010739150457084179
G14	G39	0.010739033110439777
G1	G9	0.010739012621343136
G14	G12	0.01073819026350975
G14	G78	0.01073798444122076
G67	G97	0.010737384669482708
G44	G71	0.010737383738160133
G74	G1	0.01073720958083868
G56	G55	0.01073658000677824
G56	G26	0.010736552067101002
G44	G65	0.010736136697232723
G56	G40	0.010735594667494297
G67	G25	0.01073545590043068
G44	G68	0.010735339485108852
G44	G15	0.01073512714356184
G56	G13	0.010735097341239452
G1	G47	0.01073477417230606
G56	G52	0.010734154842793941
G56	G59	0.010733343660831451
G1	G52	0.01073248591274023
G56	G96	0.010732018388807774
G62	G27	0.010731957852840424
G44	G70	0.010731692425906658
G67	G73	0.010731457732617855
G44	G90	0.010730793699622154
G44	G98	0.010730198584496975
G93	G60	0.010729815810918808
G74	G27	0.010729670524597168
G67	G79	0.010729560628533363
G62	G94	0.010729270055890083
G62	G79	0.010729113593697548
G1	G20	0.010729024186730385
G74	G69	0.01072839554399252
G44	G51	0.010728394612669945
G62	G48	0.01072822418063879
G56	G68	0.010727795772254467
G1	G86	0.010727538727223873
G56	G14	0.010727151297032833
G93	G40	0.010727133601903915
G62	G4	0.010726856999099255
G14	G15	0.010726835578680038
G74	G72	0.010726423002779484
G56	G34	0.010726356878876686
G1	G25	0.01072633732110262
G56	G0	0.010726124979555607
G67	G86	0.010726038366556168
G44	G92	0.010725938715040684
G67	G38	0.01072580087929964
G74	G0	0.010725594125688076
G56	G89	0.010725462809205055
G93	G94	0.010725421831011772
G67	G88	0.010724921710789204
G14	G24	0.010724393650889397
G1	G61	0.01072438433766365
G67	G27	0.010723895393311977
G74	G63	0.01072386372834444
G56	G17	0.01072369609028101
G67	G4	0.010723663493990898
G44	G5	0.010722638107836246
G67	G44	0.010722626931965351
G56	G98	0.010722534731030464
G14	G44	0.010722480714321136
G67	G52	0.010722455568611622
G62	G0	0.010722063481807709
G14	G89	0.010721948929131031
G14	G19	0.010721713304519653
G62	G42	0.010721210390329361
G44	G47	0.010721010155975819
G17	G25	0.01072099432349205
G56	G94	0.010720883496105671
G74	G96	0.010720846243202686
G62	G87	0.010720835998654366
G84	G22	0.010720581747591496
G84	G51	0.010719986632466316
G62	G8	0.010719865560531616
G14	G40	0.010719810612499714
G93	G33	0.010719249956309795
G14	G86	0.010719165205955505
G74	G92	0.010718668811023235
G44	G97	0.010718404315412045
G74	G93	0.010718168690800667
G93	G3	0.01071808859705925
G56	G86	0.010717983357608318
G62	G53	0.010717855766415596
G14	G71	0.010717644356191158
G56	G27	0.010717600584030151
G93	G21	0.010717218741774559
G17	G39	0.010717004537582397
G1	G12	0.010716860182583332
G62	G47	0.010716667398810387
G74	G11	0.0107165751978755
G14	G51	0.010716228745877743
G56	G80	0.010715661570429802
G93	G38	0.010715337470173836
G93	G51	0.010715308599174023
G56	G78	0.010715235024690628
G74	G33	0.010715092532336712
G44	G28	0.01071466226130724
G93	G47	0.010714461095631123
G67	G12	0.010714142583310604
G14	G68	0.010713806375861168
G62	G1	0.010713648051023483
G74	G56	0.010713569819927216
G74	G35	0.010713161900639534
G44	G23	0.010713149793446064
G1	G30	0.010713107883930206
G44	G30	0.010712996125221252
G1	G23	0.010712738148868084
G93	G57	0.010712561197578907
G56	G74	0.010712526738643646
G84	G7	0.01071248110383749
G67	G66	0.010712400078773499
G1	G68	0.010711821727454662
G14	G53	0.010711700655519962
G56	G47	0.010711677372455597
G14	G56	0.01071122381836176
G93	G78	0.010710935108363628
G1	G33	0.010710503906011581
G44	G49	0.010710464790463448
G74	G65	0.010710455477237701
G14	G10	0.010710370726883411
G67	G75	0.010710353031754494
G17	G12	0.010710262693464756
G84	G82	0.01071010623127222
G84	G50	0.010709788650274277
G84	G18	0.010709749534726143
G62	G64	0.010709661059081554
G93	G61	0.010709293186664581
G62	G6	0.010709068737924099
G74	G70	0.010709014721214771
G44	G3	0.010708611458539963
G1	G76	0.010708432644605637
G44	G67	0.010708369314670563
G93	G6	0.010708363726735115
G62	G96	0.010708234272897243
G93	G14	0.010708081535995007
G62	G22	0.010708003304898739
G74	G87	0.010707976296544075
G1	G42	0.010707711800932884
G74	G78	0.010707670822739601
G1	G11	0.010707641020417213
G67	G51	0.0107074910774827
G67	G21	0.010707487352192402
G93	G8	0.010706990025937557
G74	G20	0.010706787928938866
G84	G64	0.010706366039812565
G62	G35	0.01070632878690958
G84	G12	0.010706290602684021
G93	G82	0.01070628222078085
G17	G40	0.010706091299653053
G56	G67	0.010705940425395966
G67	G1	0.010705839842557907
G74	G82	0.01070560421794653
G17	G30	0.010705584660172462
G56	G92	0.010705565102398396
G56	G82	0.010705419816076756
G56	G54	0.01070509571582079
G93	G39	0.010704978369176388
G44	G34	0.010704821906983852
G17	G34	0.010704480111598969
G44	G41	0.010704405605793
G1	G83	0.010704298503696918
G67	G8	0.010704290121793747
G14	G65	0.010704210959374905
G84	G67	0.01070419605821371
G84	G9	0.010702504776418209
G17	G60	0.010702226310968399
G74	G26	0.010701586492359638
G67	G85	0.010701501742005348
G14	G3	0.010701211169362068
G1	G31	0.010701097548007965
G56	G42	0.0107010742649436
G84	G28	0.01070091687142849
G62	G10	0.010700305923819542
G62	G67	0.010700283572077751
G1	G10	0.010700276121497154
G93	G54	0.010700244456529617
G93	G79	0.010699974372982979
G14	G82	0.01069954689592123
G14	G5	0.010698984377086163
G17	G74	0.010698379948735237
G74	G19	0.010698015801608562
G17	G19	0.010697862133383751
G56	G18	0.010697291232645512
G93	G11	0.010697221383452415
G74	G55	0.01069637667387724
G14	G11	0.010696236975491047
