TF	Target	EdgeWeight
G14	G6	0.0531124621629715
G14	G13	0.05310564860701561
G17	G1	0.05310177057981491
G17	G11	0.05309894680976868
G14	G12	0.053097162395715714
G17	G13	0.05309510603547096
G14	G4	0.05308866500854492
G17	G7	0.05307246744632721
G14	G19	0.0530671551823616
G1	G13	0.05306233838200569
G14	G7	0.05305831506848335
G14	G2	0.05305260047316551
G1	G11	0.05305260047316551
G17	G16	0.05305200070142746
G17	G8	0.053051527589559555
G17	G9	0.05304644629359245
G1	G12	0.05304301530122757
G17	G14	0.05304281413555145
G17	G6	0.053042687475681305
G17	G18	0.05303924158215523
G1	G6	0.05303434282541275
G17	G15	0.05303279310464859
G1	G7	0.053032178431749344
G17	G4	0.05303189158439636
G1	G18	0.05303044989705086
G17	G0	0.053029865026474
G17	G12	0.0530245415866375
G14	G16	0.0530216284096241
G14	G17	0.053011052310466766
G14	G15	0.05300871282815933
G14	G10	0.05300808697938919
G1	G4	0.053003039211034775
G14	G18	0.05299652740359306
G1	G19	0.05299307405948639
G14	G9	0.05299118906259537
G14	G11	0.05299074202775955
G14	G5	0.05298985168337822
G17	G5	0.05298939719796181
G1	G10	0.05298323556780815
G1	G17	0.052983105182647705
G17	G10	0.0529789999127388
G1	G15	0.05297578498721123
G1	G8	0.052969664335250854
G1	G2	0.05296239256858826
G1	G9	0.05295252427458763
G17	G2	0.05294588580727577
G14	G1	0.052942972630262375
G17	G19	0.05293765664100647
G1	G16	0.0529366135597229
G14	G3	0.05293253809213638
G1	G0	0.052930355072021484
G1	G14	0.05292835831642151
G14	G8	0.052919890731573105
G17	G3	0.05291762202978134
G14	G0	0.05291752144694328
G1	G3	0.05291622132062912
G1	G5	0.05291584134101868
