TF	Target	EdgeWeight
G14	G12	0.053006820380687714
G14	G0	0.05300507694482803
G14	G18	0.05299350619316101
G14	G17	0.0529869943857193
G1	G17	0.05298485979437828
G14	G6	0.05297723785042763
G1	G4	0.05297505110502243
G1	G6	0.05297015234827995
G17	G16	0.052959416061639786
G1	G14	0.05295323207974434
G14	G9	0.052949436008930206
G14	G5	0.05294801667332649
G1	G11	0.05294053256511688
G17	G11	0.05293766409158707
G17	G13	0.052932851016521454
G17	G3	0.05293179303407669
G1	G19	0.05292773246765137
G17	G9	0.05292662978172302
G14	G8	0.05292528495192528
G14	G16	0.05292443931102753
G1	G10	0.052922409027814865
G1	G7	0.05292165279388428
G1	G15	0.05292137712240219
G17	G18	0.05291871726512909
G17	G4	0.05290369689464569
G14	G15	0.052897386252880096
G14	G10	0.0528966449201107
G17	G2	0.05289192125201225
G14	G7	0.05288824439048767
G14	G1	0.0528872087597847
G1	G16	0.05286839231848717
G17	G19	0.05286656320095062
G1	G3	0.0528564378619194
G1	G2	0.052856359630823135
G1	G12	0.05285586044192314
G14	G4	0.05284951254725456
G17	G8	0.05284618213772774
G14	G3	0.05283435806632042
G14	G2	0.05283292010426521
G1	G13	0.0528305247426033
G17	G15	0.05283014103770256
G14	G19	0.052828893065452576
G14	G11	0.05282750725746155
G17	G12	0.05282684043049812
G1	G9	0.05282517522573471
G14	G13	0.05281534790992737
G17	G10	0.05281268060207367
G1	G0	0.05281132459640503
G17	G7	0.05280312895774841
G17	G1	0.05280091241002083
G1	G5	0.05280051380395889
G1	G8	0.05280029773712158
G1	G18	0.05279579758644104
G17	G14	0.05278502032160759
G17	G5	0.05278286337852478
G17	G0	0.05277393385767937
G17	G6	0.05276898294687271
