TF	Target	EdgeWeight
G17	G3	0.05246670916676521
G17	G4	0.05246562883257866
G1	G11	0.05246134474873543
G1	G2	0.05245685949921608
G17	G0	0.05245161056518555
G14	G8	0.05244312807917595
G14	G5	0.05244302749633789
G14	G9	0.052424997091293335
G14	G11	0.05241239815950394
G14	G17	0.0524086058139801
G1	G10	0.052405163645744324
G14	G19	0.052395205944776535
G17	G2	0.05239208787679672
G1	G12	0.05238554626703262
G1	G16	0.05237843468785286
G14	G10	0.052376795560121536
G1	G0	0.05237646773457527
G14	G2	0.052375826984643936
G14	G6	0.05237112194299698
G14	G16	0.05237068608403206
G1	G17	0.05236785486340523
G1	G6	0.052362050861120224
G14	G13	0.052360426634550095
G17	G7	0.05235650762915611
G1	G8	0.05235624313354492
G1	G13	0.0523454025387764
G1	G3	0.05234329774975777
G14	G4	0.05234286189079285
G17	G8	0.052340295165777206
G17	G16	0.05232870206236839
G17	G12	0.05232677236199379
G14	G7	0.05232362449169159
G14	G18	0.05231969431042671
G14	G3	0.05231615528464317
G17	G13	0.05231539160013199
G1	G15	0.05231521278619766
G1	G4	0.05231186002492905
G17	G9	0.052309874445199966
G14	G0	0.05230874568223953
G1	G18	0.05230722576379776
G17	G5	0.05230489745736122
G17	G1	0.05230191349983215
G1	G14	0.05229993909597397
G17	G15	0.05229697749018669
G17	G6	0.05229441821575165
G17	G14	0.05229070782661438
G1	G19	0.05228807032108307
G17	G10	0.05228681117296219
G1	G9	0.0522860586643219
G1	G5	0.05228545144200325
G1	G7	0.05228457599878311
G17	G18	0.05227936804294586
G17	G19	0.052277177572250366
G17	G11	0.05227484554052353
G14	G15	0.05227447673678398
G14	G1	0.05226154252886772
G14	G12	0.052261438220739365
