TF	Target	EdgeWeight
G44	G13	0.010559947229921818
G44	G9	0.010556724853813648
G44	G78	0.010555044747889042
G44	G76	0.01055393647402525
G56	G89	0.010553823783993721
G44	G39	0.010552260093390942
G44	G32	0.01055208221077919
G56	G43	0.010551542043685913
G44	G8	0.010551306419074535
G14	G45	0.010550390928983688
G14	G44	0.01054770965129137
G44	G1	0.010547441430389881
G14	G8	0.010547392070293427
G56	G52	0.010546431876718998
G62	G88	0.010545658878982067
G56	G85	0.01054515689611435
G56	G66	0.010544898919761181
G56	G19	0.010544134303927422
G14	G24	0.010543234646320343
G44	G11	0.01054230984300375
G56	G22	0.010542092844843864
G56	G59	0.010541205294430256
G44	G68	0.010541193187236786
G56	G62	0.010541149415075779
G17	G61	0.010541009716689587
G17	G41	0.010539483278989792
G14	G4	0.010538932867348194
G62	G53	0.0105383126065135
G17	G80	0.010537665337324142
G56	G53	0.010536120273172855
G62	G44	0.010535946115851402
G84	G99	0.010535748675465584
G17	G7	0.010535473935306072
G56	G24	0.010535245761275291
G17	G49	0.010535220615565777
G14	G19	0.01053499523550272
G62	G68	0.010534306988120079
G17	G46	0.010533320717513561
G14	G20	0.010532965883612633
G14	G73	0.01053282618522644
G14	G96	0.010532448999583721
G84	G49	0.010532033629715443
G14	G40	0.010531986132264137
G56	G0	0.010531498119235039
G44	G4	0.010531137697398663
G14	G9	0.010530536994338036
G62	G74	0.01053033210337162
G44	G93	0.010530279949307442
G62	G58	0.010530195198953152
G44	G82	0.010529314167797565
G84	G32	0.010529203340411186
G56	G77	0.01052913349121809
G56	G54	0.01052904687821865
G62	G49	0.010529007762670517
G62	G89	0.010528716258704662
G74	G37	0.010528696700930595
G74	G8	0.01052843127399683
G14	G71	0.010527661070227623
G14	G42	0.010527505539357662
G62	G30	0.0105274124071002
G84	G13	0.01052724476903677
G14	G15	0.010526251047849655
G44	G65	0.01052623800933361
G74	G1	0.010526174679398537
G62	G92	0.010526088997721672
G17	G30	0.010525934398174286
G17	G67	0.01052587479352951
G62	G35	0.010525633580982685
G14	G13	0.010525580495595932
G67	G5	0.010525542311370373
G44	G50	0.010525479912757874
G74	G77	0.010525475256145
G1	G62	0.010525110177695751
G17	G69	0.010524892248213291
G56	G80	0.010524773970246315
G84	G9	0.010524757206439972
G56	G75	0.010524695739150047
G84	G2	0.010524462908506393
G56	G42	0.010524309240281582
G62	G19	0.010524231009185314
G62	G79	0.010524152778089046
G44	G28	0.010524059645831585
G67	G17	0.010523729957640171
G44	G52	0.010523720644414425
G1	G65	0.010523512959480286
G74	G2	0.010523287579417229
G14	G55	0.010523040778934956
G74	G28	0.010522834025323391
G56	G90	0.010522817261517048
G17	G28	0.010522711090743542
G44	G10	0.010522622615098953
G17	G27	0.010522512719035149
G44	G60	0.01052247267216444
G74	G76	0.010522345080971718
G62	G43	0.010522183030843735
G56	G76	0.010522117838263512
G1	G29	0.010521920397877693
G67	G24	0.01052186917513609
G1	G41	0.01052179653197527
G62	G34	0.010521198622882366
G74	G59	0.010521083138883114
G44	G51	0.010520830750465393
G1	G5	0.010520325973629951
G56	G99	0.01051979511976242
G62	G24	0.010519688948988914
G17	G0	0.010519525036215782
G62	G5	0.010519287548959255
G67	G25	0.010519173927605152
G14	G79	0.010519023984670639
G62	G40	0.010518647730350494
G74	G38	0.010518310591578484
G62	G33	0.01051830593496561
G74	G62	0.010518214665353298
G93	G90	0.010517952963709831
G14	G52	0.010517869144678116
G84	G66	0.010517720133066177
G84	G27	0.01051765400916338
G84	G3	0.010517029091715813
G84	G61	0.010517018847167492
G14	G2	0.010516946204006672
G62	G80	0.010516846552491188
G17	G52	0.010516388341784477
G44	G56	0.010516263544559479
G74	G80	0.010516083799302578
G93	G14	0.010515605099499226
G93	G24	0.010515094734728336
G74	G47	0.010515065863728523
G84	G24	0.010514793917536736
G62	G94	0.010514446534216404
G17	G70	0.01051432266831398
G84	G60	0.010514319874346256
G62	G86	0.010514281690120697
G74	G66	0.01051395758986473
G1	G47	0.010513713583350182
