TF	Target	EdgeWeight
G44	G13	0.010584958828985691
G44	G35	0.010584243573248386
G84	G53	0.01058393344283104
G44	G79	0.01058298908174038
G84	G23	0.010581394657492638
G44	G31	0.010578910820186138
G44	G46	0.010577603243291378
G93	G41	0.010576343163847923
G17	G43	0.010575739666819572
G74	G25	0.01057563629001379
G93	G97	0.010575242340564728
G1	G75	0.010574513114988804
G1	G12	0.010574502870440483
G67	G17	0.010574101470410824
G44	G43	0.010574046522378922
G84	G67	0.0105740362778306
G44	G28	0.010574018582701683
G67	G90	0.01057388260960579
G84	G93	0.010573717765510082
G14	G70	0.010573680512607098
G56	G63	0.010573610663414001
G67	G68	0.010573352687060833
G74	G81	0.010573338717222214
G1	G99	0.01057310588657856
G67	G85	0.01057278923690319
G93	G46	0.010571801103651524
G74	G16	0.010571508668363094
G1	G9	0.010571388527750969
G74	G14	0.010571260005235672
G1	G55	0.010570934973657131
G67	G79	0.010570584796369076
G44	G80	0.010570523329079151
G56	G93	0.01057048887014389
G17	G15	0.010570429265499115
G93	G30	0.010570328682661057
G93	G0	0.010570250451564789
G84	G1	0.01057017594575882
G67	G31	0.010570150800049305
G17	G31	0.010570033453404903
G1	G43	0.0105699822306633
G1	G28	0.010569596663117409
G1	G97	0.010569363832473755
G74	G97	0.010569266974925995
G14	G20	0.0105688301846385
G67	G96	0.010568620637059212
G17	G77	0.010568575002253056
G1	G98	0.010568571276962757
G14	G88	0.010568512603640556
G44	G53	0.010568312369287014
G67	G6	0.010568125173449516
G84	G11	0.01056791003793478
G1	G35	0.010567797347903252
G1	G89	0.01056760549545288
G67	G53	0.010567470453679562
G74	G60	0.010567398741841316
G62	G59	0.010567189194262028
G93	G69	0.010566988959908485
G84	G85	0.010566791519522667
G62	G68	0.010566764511168003
G74	G88	0.010566279292106628
G84	G79	0.010566048324108124
G84	G96	0.010566008277237415
G62	G65	0.01056501641869545
G1	G5	0.010564969852566719
G56	G10	0.010564520955085754
G74	G64	0.010563980787992477
G1	G69	0.01056376751512289
G56	G22	0.010563413612544537
G93	G20	0.010563274845480919
G14	G90	0.010563219897449017
G56	G26	0.010562923736870289
G62	G58	0.010562912560999393
