TF	Target	EdgeWeight
G17	G2	0.05307599902153015
G17	G7	0.05307094380259514
G14	G16	0.053070079535245895
G1	G6	0.05305895581841469
G17	G10	0.05305282399058342
G14	G2	0.05305267870426178
G1	G8	0.053052403032779694
G14	G15	0.053050316870212555
G17	G6	0.053039420396089554
G17	G5	0.05303921177983284
G14	G11	0.0530373640358448
G17	G9	0.05303291603922844
G14	G5	0.05302957072854042
G17	G16	0.05302390083670616
G1	G15	0.05302292853593826
G17	G8	0.053020376712083817
G1	G14	0.05301816388964653
G17	G11	0.05301188305020332
G1	G5	0.05301181972026825
G1	G12	0.053000807762145996
G1	G2	0.053000740706920624
G1	G18	0.05299282819032669
G1	G9	0.05298607423901558
G14	G7	0.05298442766070366
G14	G8	0.05297734960913658
G17	G15	0.052973706275224686
G1	G19	0.052967946976423264
G17	G4	0.052966825664043427
G17	G14	0.052963737398386
G14	G17	0.05295956879854202
G17	G18	0.05295737460255623
G1	G11	0.05295133590698242
G1	G3	0.0529504157602787
G14	G1	0.052949149161577225
G1	G0	0.05294473096728325
G14	G6	0.05294305086135864
G14	G12	0.05293812230229378
G17	G13	0.05293765291571617
G1	G17	0.052937354892492294
G1	G10	0.05293713137507439
G14	G0	0.05293264985084534
G14	G10	0.05291954055428505
G17	G0	0.05291908606886864
G1	G13	0.05291357263922691
G14	G3	0.0529123991727829
G14	G4	0.05291154235601425
G14	G9	0.05290673300623894
G14	G13	0.05290303751826286
G17	G3	0.052899278700351715
G1	G16	0.05289839208126068
G17	G12	0.05289700999855995
G1	G7	0.0528944656252861
G17	G19	0.052892934530973434
G14	G18	0.052892737090587616
G14	G19	0.05288860946893692
G17	G1	0.05288560315966606
G1	G4	0.05288182944059372
