TF	Target	EdgeWeight
G56	G89	0.010902615264058113
G56	G42	0.010894114151597023
G44	G20	0.010890556499361992
G56	G95	0.010889958590269089
G56	G80	0.010889180935919285
G14	G22	0.010886930860579014
G56	G18	0.0108866598457098
G56	G36	0.010883256793022156
G56	G53	0.010880975052714348
G56	G63	0.010879923589527607
G56	G21	0.010879738256335258
G56	G61	0.010877680033445358
G56	G92	0.010877092368900776
G14	G21	0.010876087471842766
G56	G44	0.01087535172700882
G14	G78	0.010872955434024334
G56	G49	0.010866798460483551
G56	G65	0.01086588203907013
G14	G48	0.010864601470530033
G14	G52	0.010864279232919216
G14	G43	0.01086384616792202
G56	G85	0.010863643139600754
G62	G80	0.010863370262086391
G56	G60	0.010859252884984016
G14	G57	0.010855894535779953
G62	G93	0.01085337158292532
G62	G51	0.010852708481252193
G14	G83	0.010852512903511524
G44	G8	0.010850897990167141
G14	G85	0.010850540362298489
G56	G79	0.0108497254550457
G62	G87	0.010848375968635082
G56	G64	0.01084798015654087
G44	G41	0.010847683064639568
G14	G93	0.010846798308193684
G14	G39	0.01084603276103735
G62	G9	0.010845634154975414
G14	G56	0.010845609940588474
G44	G36	0.01084517315030098
G62	G4	0.010844831354916096
G62	G61	0.01084426511079073
G62	G27	0.010843864642083645
G62	G48	0.010843788273632526
G56	G23	0.010842294432222843
G14	G77	0.010841955430805683
G62	G42	0.01084174495190382
G44	G2	0.010841723531484604
G56	G45	0.010841619223356247
G14	G29	0.010841199196875095
G56	G74	0.010841182433068752
G56	G19	0.01084111351519823
G14	G84	0.01084106508642435
G44	G56	0.010841063223779202
G14	G75	0.010840784758329391
G56	G86	0.010840474627912045
G56	G20	0.010839810594916344
G62	G75	0.010839265771210194
G14	G25	0.010839231312274933
G44	G76	0.010839053429663181
G56	G50	0.010839002206921577
G56	G88	0.010838053189218044
G44	G84	0.01083640567958355
G14	G72	0.010836168192327023
G56	G15	0.010834810324013233
G56	G47	0.010834798216819763
G56	G10	0.010834741406142712
G14	G9	0.010834591463208199
G56	G31	0.010834245011210442
G93	G74	0.010833325795829296
G1	G6	0.010832440108060837
G56	G81	0.010831950232386589
G44	G31	0.010831719264388084
G93	G16	0.010831539519131184
G56	G25	0.010831239633262157
G44	G64	0.01083068922162056
G62	G90	0.010830688290297985
G62	G45	0.010830380953848362
G93	G17	0.010830193758010864
G56	G98	0.010830138809978962
G56	G33	0.010830036364495754
G56	G91	0.010829986073076725
G14	G18	0.010829308070242405
G93	G18	0.010829083621501923
G93	G50	0.010828371159732342
G1	G37	0.010828107595443726
G62	G6	0.010827978141605854
G62	G96	0.010827331803739071
G56	G3	0.010827259160578251
G44	G29	0.010826961137354374
G93	G69	0.010826805606484413
G93	G12	0.010825980454683304
G1	G31	0.010825475677847862
G14	G89	0.010825397446751595
G1	G25	0.010823879390954971
G56	G75	0.010823839344084263
G56	G29	0.010822526179254055
G14	G10	0.010821453295648098
G62	G40	0.010821032337844372
G44	G30	0.010820353403687477
G14	G37	0.010820125229656696
G56	G9	0.010818391107022762
G56	G24	0.01081833802163601
G17	G20	0.010818319395184517
G67	G16	0.010818210430443287
G44	G28	0.010817711241543293
G17	G50	0.010817646980285645
G17	G76	0.010817497968673706
G67	G10	0.010817143134772778
G62	G38	0.010817117057740688
G44	G86	0.01081704068928957
G62	G17	0.010816884227097034
G1	G3	0.010815689340233803
G44	G3	0.010815458372235298
G44	G6	0.01081473845988512
G62	G36	0.010814642533659935
G93	G25	0.01081414707005024
G44	G97	0.010813800618052483
G44	G13	0.010813706554472446
G17	G24	0.010813373140990734
G56	G14	0.010812983848154545
G93	G75	0.010812507942318916
G62	G8	0.0108124278485775
G56	G6	0.010812046937644482
G17	G41	0.010811541229486465
G56	G84	0.01081135030835867
G14	G16	0.010811049491167068
G67	G40	0.010811039246618748
G1	G28	0.010810498148202896
G56	G62	0.010810424573719501
G56	G1	0.01081027276813984
G67	G46	0.010810176841914654
G93	G77	0.010809638537466526
G14	G17	0.010809510946273804
G67	G70	0.010809259489178658
G93	G15	0.010808953084051609
G44	G58	0.010808907449245453
G1	G45	0.010808378458023071
G56	G22	0.010807404294610023
G17	G39	0.010807100683450699
G14	G88	0.010807055979967117
G17	G37	0.010806462727487087
G93	G0	0.010806405916810036
G56	G54	0.010806390084326267
G14	G97	0.010806137695908546
G56	G0	0.010806125588715076
G14	G73	0.010805760510265827
G17	G28	0.010805719532072544
G67	G42	0.010805714875459671
G62	G14	0.01080564595758915
G17	G32	0.010804727673530579
G14	G47	0.010804508812725544
G56	G67	0.010803956538438797
G17	G82	0.010803954675793648
G93	G62	0.010803566314280033
G93	G56	0.01080342847853899
G62	G29	0.010803411714732647
G44	G0	0.010803106240928173
G93	G94	0.010803062468767166
G14	G71	0.010802943259477615
G44	G18	0.010802507400512695
G62	G12	0.010801817290484905
G62	G68	0.01080161053687334
G1	G74	0.010801021941006184
G1	G58	0.01080075278878212
G93	G20	0.010800261050462723
G62	G73	0.010799743235111237
G93	G61	0.010799719952046871
