"","min","max","links","MeanAUC","DyAcc","AUROC","AUPR","Acc","Recall","Pre","FPR","Fmeasure","AUROC0","AUPR0","Acc0","Recall0","Pre0","FPR0","Fmeasure0"
"1",3,29,1548,0.99138474054742,0.9905,0.499662797622279,0.0186655587719307,0.8369,0.151260504201681,0.0116279069767442,0.154842627264447,0.0215956808638272,0.520815392405062,0.027885547612637,0.8375,0.192,0.0155038759689922,0.154329113924051,0.0286909742976689
"2",2,29,1732,0.992831021539155,0.9895,0.486059518149228,0.00849151337704346,0.8185,0.145299145299145,0.00981524249422633,0.173530304563392,0.018388318009735,0.514373265822785,0.0138909849052684,0.8193,0.2,0.0144341801385681,0.172860759493671,0.0269251480883145
"3",3,28,1667,0.953986729644624,0.9835,0.499220630947358,0.0269335874683271,0.8251,0.158333333333333,0.0113977204559088,0.166801619433198,0.021264689423615,0.516573974683544,0.0311511207104491,0.8256,0.192,0.0143971205758848,0.166379746835443,0.0267857142857143
"4",3,55,1730,0.982961121632997,0.984,0.474701063199202,0.0160197452668493,0.8179,0.111111111111111,0.00751445086705202,0.173732672265506,0.0140768814293449,0.505646987341773,0.0265747010732564,0.8187,0.168,0.0121387283236994,0.173063291139241,0.0226415094339623
"5",3,74,1814,0.907575757575758,0.968,0.494268491363085,0.0138501630732657,0.8105,0.165289256198347,0.0110253583241455,0.181597327664743,0.020671834625323,0.508947037974684,0.0177117431432736,0.8109,0.192,0.0132304299889746,0.18126582278481,0.0247550283651367
"6",2,28,1653,0.988785094048252,0.9895,0.492734469459153,0.0222738950921627,0.8264,0.145299145299145,0.0102843315184513,0.165536780329859,0.0192090395480226,0.520914227848102,0.0280621961003287,0.8272,0.2,0.015124016938899,0.164860759493671,0.0281214848143982
"7",2,35,1844,0.994566801619433,0.9915,0.482978535741202,0.017069872942388,0.8074,0.158333333333333,0.0103036876355748,0.184716599190283,0.0193482688391039,0.502175189873418,0.0296989357480737,0.8079,0.192,0.0130151843817787,0.184303797468354,0.0243778567800914
"8",3,40,1642,0.964392379758921,0.987,0.485402019741984,0.0088448669880013,0.8272,0.135593220338983,0.0097442143727162,0.164541590771099,0.0181818181818182,0.510824506329113,0.0139307277714291,0.8279,0.184,0.0140073081607795,0.163949367088608,0.0260328239954726
"9",3,39,1763,0.994957489878542,0.992,0.488874758203398,0.0217730439334843,0.8151,0.147540983606557,0.0102098695405559,0.17665519335898,0.0190981432360743,0.500264911392405,0.0293199768199233,0.8154,0.168,0.0119115144639818,0.176405063291139,0.0222457627118644
"10",3,35,1633,0.979908132360286,0.977,0.488628657222235,0.00893344616199376,0.8279,0.139344262295082,0.0104102878138396,0.163595869609233,0.0193732193732194,0.498795341772151,0.0122309781190839,0.8282,0.16,0.0122473974280465,0.163341772151899,0.0227531285551763
"11",3,59,1844,0.987053467000835,0.9845,0.512497791158795,0.0241535458857995,0.8083,0.203252032520325,0.0135574837310195,0.184165232358003,0.025419420437214,0.519341367088607,0.0269142406048744,0.8085,0.216,0.0146420824295011,0.184,0.0274250888776028
"12",4,34,1819,0.989522243107769,0.99,0.48082401710476,0.0167173617837847,0.8094,0.140495867768595,0.00934579439252336,0.182407126227351,0.0175257731958763,0.49564475949367,0.0244502997869457,0.8098,0.168,0.011544804837823,0.182075949367089,0.0216049382716049
"13",2,33,1583,0.963377952014316,0.995,0.488296613686936,0.0176353888500386,0.8328,0.132231404958678,0.0101073910296905,0.158619293450754,0.0187793427230047,0.503915341772151,0.0221815958841447,0.8332,0.16,0.0126342387871131,0.158278481012658,0.0234192037470726
"14",4,35,1787,0.988171185539607,0.9855,0.480662608332803,0.0213644094432079,0.8127,0.135593220338983,0.0089535534415221,0.179214733859543,0.0167979002624672,0.505318886075949,0.0267167311090596,0.8134,0.184,0.012870733072188,0.178632911392405,0.0240585774058577
"15",3,33,1857,0.994681685273791,0.994,0.486788568732528,0.017669857208469,0.806,0.151260504201681,0.00969305331179321,0.186114765711972,0.0182186234817814,0.508120303797469,0.0264294138765353,0.8066,0.192,0.012924071082391,0.185620253164557,0.024217961654894
"16",3,35,1881,0.987736842105263,0.982,0.494409581744829,0.0138203329926491,0.8045,0.186440677966102,0.0116959064327485,0.188119813802874,0.0220110055027514,0.516753822784809,0.0307009770198028,0.8052,0.232,0.0154173312068049,0.187544303797468,0.028913260219342
"17",3,62,1795,0.981758488277627,0.9785,0.476339496720627,0.0164730388287608,0.8117,0.127118644067797,0.00835654596100279,0.180125480671929,0.0156821745948772,0.50420982278481,0.0305222816168658,0.8124,0.176,0.0122562674094708,0.179544303797468,0.0229166666666667
"18",3,33,1560,0.956363369780435,0.985,0.498276062465942,0.0267470942830267,0.8354,0.147540983606557,0.0115384615384615,0.156104474589998,0.0214030915576694,0.50900334177215,0.0302123418568883,0.8357,0.168,0.0134615384615385,0.155848101265823,0.0249258160237389
"19",3,38,1745,0.988368421052632,0.9885,0.496498715349716,0.0353205791724057,0.8171,0.161290322580645,0.0114613180515759,0.174665856622114,0.0214018191546281,0.50038035443038,0.0381256569598751,0.8172,0.168,0.0120343839541547,0.174582278481013,0.0224598930481283
"20",3,69,2026,0.960292032163743,0.9825,0.469275366649125,0.020615603471729,0.7888,0.135593220338983,0.00789733464955577,0.203400121432908,0.0149253731343284,0.493417721518986,0.0291473805175718,0.7895,0.184,0.0113524185587364,0.202835443037975,0.0213854021385402
