"AUC","Node","Percent"
"0.579166666666667","x7","1"
"0.494791666666667","x7","1"
"0.495833333333333","x7","1"
"0.5","x7","1"
"0.9","x7","1"
"0.569791666666667","x7","1"
"0.567708333333333","x7","1"
"0.594270833333333","x7","1"
"0.544791666666667","x7","1"
"0.525","x7","1"
"0.872526041666667","x7","2"
"0.821280924479167","x7","2"
"0.535343424479167","x7","2"
"0.84267578125","x7","2"
"0.853450520833333","x7","2"
"0.928531901041667","x7","2"
"0.683056640625","x7","2"
"0.940836588541667","x7","2"
"0.884212239583333","x7","2"
"0.812874348958333","x7","2"
"0.853125","x7","3"
"0.822550455729167","x7","3"
"0.712296549479167","x7","3"
"0.901611328125","x7","3"
"0.906217447916667","x7","3"
"0.939412434895833","x7","3"
"0.775911458333333","x7","3"
"0.913948567708333","x7","3"
"1","x7","3"
"0.824137369791667","x7","3"
"0.885237630208333","x7","4"
"0.80048828125","x7","4"
"0.8650390625","x7","4"
"0.9486328125","x7","4"
"0.98984375","x7","4"
"0.921614583333333","x7","4"
"1","x7","4"
"0.976676432291667","x7","4"
"1","x7","4"
"0.910286458333333","x7","4"
"0.978141276041667","x7","5"
"0.941162109375","x7","5"
"0.976920572916667","x7","5"
"0.945833333333333","x7","5"
"0.989078776041667","x7","5"
"0.962263997395833","x7","5"
"1","x7","5"
"0.989583333333333","x7","5"
"1","x7","5"
"0.938810221354167","x7","5"
"0.976236979166667","x7","6"
"0.964469401041667","x7","6"
"0.985221354166667","x7","6"
"0.945426432291667","x7","6"
"0.989583333333333","x7","6"
"0.947420247395833","x7","6"
"1","x7","6"
"0.989241536458333","x7","6"
"1","x7","6"
"0.98447265625","x7","6"
"0.983333333333333","x7","7"
"0.966349283854167","x7","7"
"0.990380859375","x7","7"
"0.879964192708333","x7","7"
"1","x7","7"
"0.964656575520833","x7","7"
"1","x7","7"
"0.991259765625","x7","7"
"1","x7","7"
"0.9826171875","x7","7"
"1","x7","8"
"1","x7","8"
"1","x7","8"
"0.990950520833333","x7","8"
"1","x7","8"
"1","x7","8"
"1","x7","8"
"0.990999348958333","x7","8"
"1","x7","8"
"1","x7","8"
"1","x7","9"
"1","x7","9"
"1","x7","9"
"1","x7","9"
"1","x7","9"
"1","x7","9"
"1","x7","9"
"1","x7","9"
"1","x7","9"
"1","x7","9"
"1","x7","10"
"1","x7","10"
"1","x7","10"
"1","x7","10"
"1","x7","10"
"1","x7","10"
"1","x7","10"
"1","x7","10"
"1","x7","10"
"1","x7","10"
